Gene	5637	SV-HUC-1	T24	UM-Uc-3
SF3B2	25324.84088	27010	42026.80096	23156.05265
RIC8B	325.1349541	347	290.3997834	569.9482522
SARS	9028.442568	9638	10750.20316	13354.16186
SUPT6H	11295.13544	12058	15232.46069	8974.399084
TONSL	1773.703693	1894	2272.693957	841.207046
SAPCD2	2669.807347	2852	3291.798787	723.8647588
POGK	2104.125394	2248	1383.457353	2205.120644
REV1	917.250643	980	458.1462422	1051.508808
TNKS1BP1	12130.4415	12966	15569.75733	6488.876091
MAZ	6513.272577	6963	10963.04276	3285.584042
TRMT11	448.051827	479	126.2607754	798.5371234
YTHDF1	3557.98088	3804	2871.530778	2499.238325
SLC35A3	220.7216965	236	140.6905783	429.7470779
TBC1D9B	6091.654486	6515	7407.900065	5335.264254
LOC144481	38.32891736	41	59.52293698	42.66992263
AGL	929.1458242	994	344.5115443	966.1689623
KIAA1429	2672.450721	2859	2256.460429	3907.345772
WDR5	4417.077304	4727	3935.728742	2389.515667
MRPS27	1588.66754	1701	2334.02062	2189.881386
ARFGAP1	2398.861552	2569	3858.168551	1944.529331
SRP72	4124.98452	4418	2550.467663	5384.02988
MRPS18C	791.6903964	848	672.7895604	848.8266751
ALKBH6	117.6301257	126	129.8682261	42.66992263
PWP2	1434.030184	1537	1277.037557	1238.951682
LOC643837	539.2482166	578	490.6132987	857.9702299
PRDM10	650.2699083	697	440.1089885	547.0893651
VPS33B	433.5132722	465	824.3024908	306.3090874
CCNJ	208.8265153	224	243.502924	315.4526423
PARP1	14742.09463	15818	15879.99809	7034.44153
PSMD4	5063.382152	5433	9621.071086	4975.617763
TOLLIP	1004.481972	1078	1865.052025	1019.506366
TMEM11	763.9349735	820	1121.917176	480.0366295
ZNF767	154.6373562	166	91.98999351	548.6132909
WWP1	1435.351871	1541	885.6291532	2107.589393
ARPP19	2969.830252	3189	1049.768161	3143.858942
C22orf13	2606.36638	2800	4018.700109	1065.22414
RASA4P	66.08434027	71	21.64470435	106.6748066
NEDD4L	3895.011016	4185	5263.270609	3088.997613
SEPT7P2	182.3927791	196	133.4756769	342.8833068
KEAP1	2069.761537	2225	2294.338662	1048.460956
HEATR1	3334.61581	3585	2128.395928	4635.782308
LOC100287765	75.33614791	81	41.48568335	111.246584
EI24	2680.380841	2884	5667.30509	3642.182681
HECTD1	6916.387053	7442	3721.085424	8130.144186
GNB1	16382.30795	17629	27788.19294	10882.3542
DHX36	1871.508516	2015	856.7695474	3175.861384
KIF4A	6817.260542	7340	7171.612043	2592.197799
METTL21B	77.97952152	84	225.4656704	224.0170938
ZNF167	43.61566458	47	37.87823262	10.66748066
ZNF404	43.61566458	47	25.25215508	74.67236459
KIAA0240	420.2964041	453	378.7823262	664.4316523
DCAF12	1546.373562	1667	1259.000303	1690.033721
FAM219B	500.9192992	540	615.0703487	684.2426878
SLC39A14	2497.988062	2693	4422.73459	6514.782829
TOPORS	1523.904887	1643	1435.765389	4457.482989
ANP32E	6017.640025	6488	4327.137146	3005.181693
BLOC1S1	158.6024166	171	376.9786008	175.2514679
MAP3K13	450.6952006	486	395.0158545	527.2783296
PRMT7	574.9337604	620	1123.720901	804.6328266
CRAMP1L	1214.630174	1310	923.5073858	859.4941557
COMMD2	674.0602708	727	230.8768464	1274.001976
ACOT8	524.7096617	566	957.7781677	406.8881907
RPL35	37623.1366	40599	70024.22604	39469.67843
SMG9	1276.749454	1379	1522.344206	1464.492702
LOC100216545	74.0144611	80	113.6346979	179.8232453
NAF1	518.1012277	560	382.3897769	461.7495198
LMTK2	2577.289271	2786	1652.212432	1412.679224
RPS6KA4	2082.978405	2252	3742.730128	1338.006859
CCDC124	2027.467559	2192	3766.178558	2612.008835
NGDN	1583.380793	1712	813.4801387	2453.520551
CXXC1	1509.366332	1632	3951.96227	2224.93168
PIP5K1A	2236.294075	2418	2474.711198	1555.92825
NPM3	868.3482312	939	2653.280009	1525.449734
IFT43	224.6867569	243	423.8754603	330.6919003
C11orf51	1864.900082	2017	2393.543557	1827.187044
ZNF544	609.2976173	659	459.9499675	768.0586073
MIS18A	989.9434173	1071	559.1548625	533.3740328
ILK	1678.542243	1816	6984.024605	1693.081573
TRIAP1	482.415684	522	227.2693957	675.099133
DNASE1L1	823.4108798	891	2265.479056	1746.418976
GSR	1211.986801	1312	1174.225211	1979.579625
DENND5A	1522.5832	1649	4080.026771	3050.899468
PPAPDC1B	192.9662736	209	131.6719515	525.7544038
SNRPB2	1923.054302	2083	1605.315573	4116.123608
MTERFD2	1065.279565	1154	670.985835	1709.844757
APC	1317.721745	1428	952.3669916	1811.947786
CHMP4B	11242.26797	12184	17826.21776	6598.598749
CCDC103	146.7072354	159	281.3811566	56.3852549
PTCD3	1640.213326	1778	676.3970111	3569.034242
LRPPRC	6392.999078	6932	1877.678103	9740.933765
TRMT61A	524.7096617	569	560.9585879	888.4487461
EIF4G3	5356.796622	5809	4211.698722	11621.45821
ZFX	960.8663075	1042	842.3397445	1069.795917
FUS	14802.89222	16054	23562.06442	11485.82882
TMEM110	707.1024409	767	1064.197964	396.2207101
AP3B1	2529.708546	2745	2806.596665	3505.029359
CCNH	705.7807541	766	620.4815248	1238.951682
TAF1B	413.6879701	449	225.4656704	658.3359491
FNTA	1110.216917	1205	582.6032922	2770.497119
DNLZ	91.19638957	99	360.7450726	242.3042035
SLC2A1	4829.443587	5243	7292.461642	3500.457581
BRD1	1868.865143	2029	1933.593589	1388.296411
RABL5	1221.238608	1326	1201.281092	626.3335071
DCTN5	1378.519338	1497	1390.672255	1453.825221
PRR14L	3197.160382	3472	1899.322807	1370.009301
ZFAND1	609.2976173	662	393.2121291	2349.893596
COPS6	4740.890571	5153	8102.33433	4532.155353
COX18	199.5747076	217	149.7092051	143.249026
TMEM131	1867.543456	2031	2265.479056	2214.264199
CATSPER2P1	21.14698889	23	32.46705653	27.43066454
FCF1	761.2915999	828	488.8095733	1274.001976
SPAST	888.1735332	966	404.0344813	953.9775558
EDF1	8358.347357	9092	16639.36647	6630.601191
PPME1	2550.855534	2775	3665.169937	2323.986857
WFS1	974.0831756	1060	1212.103444	496.7998134
LRRIQ1	96.48313679	105	0.5	30.47851616
TRIM37	3679.576066	4006	3136.678406	3945.443917
LINC00265	54.18915902	59	54.11176089	79.24414202
PIEZO1	5494.25205	5983	11215.56431	4311.186111
LGALSL	240.5469986	262	225.4656704	315.4526423
GPR157	33.04217014	36	21.64470435	7.61962904
DCUN1D4	420.2964041	458	270.5588044	857.9702299
RBM34	1856.969962	2024	1080.431492	3849.436591
WDR59	800.9422041	873	1430.354213	1325.815453
C7orf49	923.859077	1007	1197.673641	512.0390715
POLR3GL	881.5650992	961	2043.620836	969.2168139
TRIM33	2624.869996	2862	966.7967945	2392.563519
DBT	745.4313583	813	328.278016	571.472178
ZNF416	113.6650653	124	155.1203812	96.00732591
HNRNPA0	5389.838792	5880	4143.157159	6289.24181
EIF3B	11185.43543	12205	9467.75443	11894.24093
GAS2L1	412.3662833	450	1259.000303	469.3691489
PIGG	415.0096569	453	853.1620966	385.5532294
ABHD15	370.0723055	404	499.6319255	274.3066454
ZNF500	185.0361528	202	369.7636994	147.8208034
ZUFSP	220.7216965	241	113.6346979	402.3164133
RNF121	1141.9374	1247	1047.964436	1496.495144
SH3D19	1081.139807	1181	761.1721031	2165.498573
WARS2	223.3650701	244	111.8309725	441.9384843
HIST1H1D	23.7903625	26	122.6533247	41.14599682
HIST1H2AG	23.7903625	26	34.27078189	19.8110355
FCRLB	11.89518125	13	37.87823262	6.095703232
LOC100130275	35.68554375	39	34.27078189	18.2871097
ASH1L	5408.342408	5911	3280.976435	4379.762772
COPG1	4245.258019	4640	8757.086637	4376.714921
ELMO2	1049.419323	1147	1693.698116	1190.186056
DPM2	323.8132673	354	568.1734893	121.9140646
ERF	1338.868734	1464	2444.047867	1261.810569
RBAK	836.6277478	915	357.1376219	659.8598749
ACAD9	1805.424176	1975	2718.214122	2336.178264
CALCOCO1	1087.748241	1190	2871.530778	3258.153378
GNA13	2047.292862	2242	744.9385749	2075.586951
GPBP1	2519.135051	2759	1318.52324	1993.294957
ANO6	2521.778425	2762	2864.315876	6536.117791
WDR20	744.1096714	815	611.462898	955.5014816
VSIG10	646.3048478	708	784.6205329	810.7285299
LOC148413	380.6458	417	593.4256444	292.5937551
XIAP	1461.785607	1602	1188.655014	1690.033721
RNF123	697.8506333	765	1181.440113	661.3838007
ARL6	64.76265347	71	55.91548625	109.7226582
LSM10	285.48435	313	362.5487979	335.2636778
UBE2E2	273.5891687	300	519.4729045	295.6416068
PRX	235.2602514	258	551.939961	245.3520551
RPUSD4	890.8169068	977	1670.249686	1897.287631
ZFHX3	1993.103703	2186	1917.360061	1205.425314
ETFDH	387.254234	425	176.7650856	263.6391648
DHX30	2446.442277	2685	4211.698722	2337.70219
PCYOX1	2408.113359	2643	2527.019233	2494.666548
LOC339290	255.0855534	280	138.8868529	655.2880975
UBAC1	2367.141068	2599	2777.737059	2019.201696
ACCS	40.97229097	45	54.11176089	160.0122098
SDHB	1237.09885	1359	945.1520902	2281.316935
FBXO22	634.4096666	697	845.9471952	472.4170005
MSTO2P	318.5265201	350	483.3983973	419.0795972
C1orf109	569.6470131	626	422.0717349	701.0058717
MATR3	10488.90649	11531	4006.074031	24562.63617
USP30	367.4289319	404	413.0531081	411.4599682
SNHG12	99.12651041	109	153.3166558	259.0673874
GTF2H5	355.5337507	391	185.7837124	1135.324727
ARHGAP19	471.8421895	519	548.3325103	501.3715908
UVRAG	430.8698986	474	445.5201646	1042.365253
EWSR1	13832.77411	15221	20169.25701	10435.84393
LOC100506190	261.6939875	288	476.1834958	371.8378972
NRD1	4225.432717	4651	2469.300022	10300.21454
SPICE1	819.4458194	902	528.4915313	891.4965977
RABL2B	604.0108701	665	689.0230886	661.3838007
PI4KA	2812.549522	3097	3304.424865	2493.142622
ZNF507	1276.749454	1406	515.8654538	1307.528343
XRCC5	14271.57412	15720	10219.90791	14253.27808
FAM173A	226.0084437	249	294.0072342	217.9213906
RSC1A1	150.6722958	166	70.34528915	65.52880975
C22orf40	121.5951861	134	265.1476283	156.9643582
RP2	350.2470034	386	180.3725363	220.9692422
OSBP	4961.612268	5469	4666.237514	2904.60259
LSMD1	260.3723007	287	414.8568335	185.9189486
AEBP2	785.0819624	866	773.7981807	2893.935109
CCDC85B	2326.168778	2566	9114.224259	4236.513746
SPIN4	614.5843645	678	339.1003682	377.9336004
C11orf82	397.8277284	439	128.0645008	211.8256873
ASCC2	1694.402485	1870	2642.457657	1924.718296
EMG1	815.4807589	900	2216.778471	2514.477583
C6orf72	947.6494395	1046	631.303877	1252.667014
UBE2D4	290.7710972	321	203.820966	665.9555781
C8orf58	181.0710923	200	755.7609271	283.4502003
BCAT2	399.1494152	441	367.959974	414.5078198
TSPO	619.8711117	685	1064.197964	496.7998134
MRPL15	656.8783423	726	1186.851289	1520.877956
MED22	1890.012132	2089	1939.004765	713.1972782
LDOC1L	1736.696462	1920	2835.45627	1725.084015
C12orf26	34.36385694	38	18.03725363	74.67236459
PCDHB5	17.18192847	19	9.018626814	88.38769687
WDPCP	68.72771388	76	68.54156379	135.6293969
ZSCAN23	51.54578541	57	0.5	100.5791033
EMBP1	85.90964235	95	61.32666234	284.9741261
SLC30A6	346.281943	383	221.8582196	499.847665
ZC3HAV1	4009.997768	4437	4006.074031	2692.776903
RSF1	5455.923133	6038	3068.136842	5263.639741
SLC50A1	852.4879895	944	1163.402859	414.5078198
FASTKD1	310.5963993	344	95.59744423	1237.427756
SAP18	2201.930218	2439	2913.016461	2820.786671
DNAJC30	239.2253118	265	387.800953	294.117681
TXNRD3	148.0289222	164	171.3539095	316.9765681
ZNF205	611.9409909	678	882.0217025	774.1543105
COG8	372.7156791	413	625.8927009	231.6367228
COPS2	1148.545834	1273	344.5115443	2525.145064
C9orf37	264.3373611	293	263.343903	190.490726
H2AFY	8592.285922	9524	8648.863115	3701.615788
LUC7L3	5470.461688	6064	2646.065107	17898.50862
WDR36	931.7891978	1033	485.2021226	1624.504911
TRADD	190.3229	211	562.7623132	181.3471712
ZBTB37	76.65783471	85	27.05588044	48.76562586
ALKBH5	3218.307371	3570	7487.263981	2470.283735
UBE2A	1270.14102	1409	1666.642235	1060.652362
OSGIN2	824.7325666	915	562.7623132	1787.564973
STX5	906.6771485	1006	1421.335586	723.8647588
ATG12	812.8373853	902	1087.646394	2354.465373
LOC100286979	39.65060416	44	9.018626814	35.05029359
RCSD1	19.82530208	22	1.803725363	1.523925808
RNLS	19.82530208	22	0.5	0.5
PDHX	894.7819673	993	625.8927009	921.9751139
DZIP1L	319.8482069	355	734.1162227	560.8046974
PMPCA	3276.461591	3637	3414.452112	1706.796905
MELK	3365.014607	3736	2233.011999	1263.334495
SNW1	5988.562915	6649	4736.582803	6973.484498
UNC119	449.3735138	499	909.0775829	492.228036
KIAA0430	1895.298879	2105	1536.774009	2781.1646
TOX4	2661.877226	2957	2882.35313	1958.244663
NDRG3	2026.145873	2251	2673.120988	2823.834522
APPL2	527.3530354	586	945.1520902	1398.963892
RPL6	16371.73446	18193	19941.98761	63149.96156
TXNL4B	360.8204979	401	450.9313407	166.1079131
NSA2	3338.58087	3711	2059.854364	11955.19796
SMPD2	194.2879604	216	187.5874377	179.8232453
NUFIP2	4894.20624	5442	2887.764306	3046.32769
HSD17B7P2	87.23132916	97	55.91548625	74.67236459
C11orf58	4368.174892	4859	2882.35313	6403.536245
TOMM40	2811.227835	3128	2258.264154	2639.4395
TCEB2	3962.417043	4409	11285.9096	3553.794984
YIPF4	634.4096666	706	465.3611436	626.3335071
C16orf80	1229.168729	1368	1893.911631	1339.530785
RHOT2	937.075945	1043	1746.006151	985.9799978
RBM25	8699.342553	9683	6589.008751	13817.4353
ANKRD36	322.4915805	359	268.7550791	972.2646655
CLP1	300.0229048	334	357.1376219	324.5961971
STOX2	92.51807638	103	43.28940871	12.19140646
INPP5F	880.2434124	980	741.3311241	1373.057153
HEXB	1748.591644	1947	2049.032012	7017.678346
C1orf126	70.04940069	78	0.5	10.66748066
COBRA1	4217.502596	4697	6825.296773	2368.180706
ANXA5	7475.460571	8329	24328.64769	13338.9226
MUC20	97.8048236	109	5.411176089	9.143554848
PARP2	2307.665162	2572	1746.006151	1100.274433
TDRD3	368.7506187	411	274.1662552	569.9482522
ZBTB44	1036.202455	1155	315.6519385	2761.353564
LOC729799	25.1120493	28	7.214901452	24.38281293
PARP16	326.4566409	364	268.7550791	713.1972782
RFK	407.0795361	454	151.5129305	819.8720847
C15orf44	995.2301645	1110	496.0244748	1181.042501
AKR7A2	691.2421992	771	937.9371887	339.8354552
C21orf33	1435.351871	1601	2471.103747	1328.863305
GBAP1	256.4072402	286	643.9299546	396.2207101
JAK2	311.9180861	348	342.7078189	1072.843769
FKBP15	2480.806134	2768	5124.383756	2447.424848
CAPN2	8053.037705	8989	12620.66636	8972.875158
SMCR8	1645.500073	1837	1888.500455	1709.844757
ENPP5	55.51084583	62	0.5	0.5
MOCS3	504.8843597	564	716.0789691	355.0747133
TTK	1067.922939	1193	389.6046784	928.0708171
ARFGEF1	3083.495317	3445	2615.401776	4123.743237
TANK	631.766293	706	391.4084037	615.6660265
MAP4K4	13597.51385	15202	27441.87767	17534.29035
PLAA	1089.069928	1218	1019.10483	2275.221231
LNPEP	626.4795458	701	454.5387914	320.0244197
MGAT4B	4647.050808	5201	10715.93238	3956.111398
MAP2K1	4028.501383	4510	4325.33342	4862.847253
CD164	2595.792886	2908	752.1534763	7247.791143
LOC645249	68.72771388	77	48.7005848	10.66748066
EIF4E	1305.826564	1463	535.7064328	1426.394556
PDCL3	1250.315718	1401	903.6664068	1412.679224
SURF6	2154.349493	2414	2891.371757	2291.984415
MIIP	417.6530305	468	456.3425168	364.2182681
TCEB3	4080.047168	4573	2516.196881	3677.232975
PFN1	20968.56117	23502	78108.52311	17290.46222
PITPNM1	2006.320571	2249	3695.833269	1779.945344
PDCD11	3941.270054	4418	9617.463635	6522.402458
RAB10	5889.436405	6605	4274.82911	6373.057729
MAGOH	2281.231426	2560	1639.586355	4004.877024
ITGB1	35581.13049	39931	35479.27789	74972.57798
PEBP1	2663.198913	2989	5376.905307	3602.56061
COG2	1161.762702	1304	743.1348495	955.5014816
DHODH	284.1626632	319	322.86684	438.8906327
BLMH	1720.836221	1932	1423.139311	742.1518685
TRAF7	3209.055564	3603	7052.566169	3290.15582
AASDHPPT	823.4108798	925	472.5760451	1827.187044
CBLL1	1613.779589	1813	1219.318345	1170.375021
NOL12	526.0313486	591	900.0589561	553.1850683
PPIH	1321.686805	1485	1320.326966	1078.939472
PCCB	778.4735284	875	528.4915313	900.6401526
TOM1L2	1099.643422	1236	1540.38146	752.8193492
AJUBA	3350.476052	3766	2633.43903	1024.078143
MICU1	1665.325375	1872	5021.57141	2110.637244
UBE2Z	3637.282088	4089	5661.893914	2570.862838
CDK11A	1457.820546	1639	2449.459043	1283.14553
ZNHIT6	996.5518513	1121	934.329738	2752.210009
MUL1	1066.601252	1200	1008.282478	1045.413104
CARD10	1630.961518	1835	2054.443188	1065.22414
LRRC47	2664.5206	2998	3843.738748	2223.407754
VDAC3	2088.265153	2350	1213.907169	2971.655326
PTPN23	2114.698889	2380	3540.712887	2063.395544
BRI3BP	828.697627	933	589.8181937	353.5507875
ZNF174	278.8759159	314	730.508772	422.1274488
ZBED5	1004.481972	1131	303.025861	1053.032733
FNTB	56.83253263	64	162.3352827	38.0981452
VMA21	757.3265395	853	826.1062162	1943.005405
KRBA1	351.5686902	396	358.9413472	222.493168
KDM4A	2673.772407	3012	2857.100975	3869.247627
USP34	3698.079682	4167	2395.347282	5027.431241
MMAA	62.11927985	70	79.36391597	111.246584
PREPL	1007.125346	1135	752.1534763	2531.240767
PAXIP1	1424.778376	1606	723.2938705	1807.376008
LDB1	1415.526569	1596	4083.634222	992.075701
KNTC1	1757.843451	1983	762.9758285	1005.791033
ERO1L	3090.103751	3486	2997.791553	4556.538166
KIAA1009	403.1144756	455	227.2693957	905.21193
ORAOV1	489.024118	552	521.2766299	664.4316523
ZDHHC24	83.26626874	94	110.0272471	108.1987324
PES1	3433.74232	3877	7615.328482	6077.416122
NUDT1	432.1915854	488	1437.569114	245.3520551
EIF4H	19917.82016	22492	27708.82902	15729.96219
DCTD	1073.209686	1212	1713.539095	2141.11576
SLC4A1AP	2615.618188	2954	2178.900238	2468.759809
GIGYF2	4929.891784	5568	8380.108036	6670.223262
WBSCR22	2273.301305	2568	1908.341434	3319.11041
B3GNT2	498.2759256	563	263.343903	361.1704165
SNX7	913.2855825	1032	1246.374226	2491.618696
C1orf212	712.3891881	805	712.4715183	780.2500137
POLDIP2	1726.122968	1951	2404.365909	1388.296411
MEF2D	1522.5832	1721	3535.301711	1775.373566
PTS	329.1000145	372	366.1562487	446.5102618
UBE2N	1225.203669	1385	928.9185619	1449.253443
TIRAP	112.3433785	127	259.7364523	53.33740328
TARS2	1356.050662	1533	1796.510461	673.5752072
POLR3D	1515.974766	1714	1697.305566	1060.652362
DPH1	486.3807444	550	638.5187785	1046.93703
WDR76	2089.586839	2364	1363.616374	1008.838885
TBC1D13	1016.377153	1150	1807.332814	332.2158262
JUND	5525.972533	6253	3890.635608	7419.994759
ASXL1	4928.570097	5578	7577.450249	4003.353098
C1orf198	1332.2603	1508	687.2193633	473.9409263
RAB23	356.8554375	404	245.3066494	469.3691489
ZMYM6	183.714466	208	81.16764133	423.6513746
PPP1R8	1163.084389	1317	600.6405458	1056.080585
ATF2	585.5072548	663	443.7164393	993.5996268
POLR2J	3186.586888	3609	4487.668703	2330.082561
RQCD1	1082.461494	1226	1138.150704	507.4672941
SIN3A	6038.787014	6840	7330.339875	3661.993717
TTC38	241.8686854	274	604.2479966	256.0195358
SCARB1	1777.668753	2014	1084.038943	825.967788
LOC100507217	1223.881982	1387	2243.834351	931.1186687
DDX59	615.9060513	698	425.6791856	714.721204
ATPAF1	1284.679575	1456	766.5832792	1510.210476
RPL14	22393.33954	25383	28334.72173	55243.83447
ZNF343	779.7952152	884	746.7423002	1110.941914
FGD6	1141.9374	1295	465.3611436	992.075701
CEP104	1989.138642	2256	2720.017847	1976.531773
STXBP5	720.3193089	817	317.4556639	1610.789579
UPF3A	3643.890523	4134	2168.077886	10111.24774
PUM1	5171.76047	5868	3421.667013	4315.757888
TLK1	2758.360363	3130	1841.603596	3274.916561
ABCC6	13.21686805	15	10.82235218	3.047851616
ACAD11	5.286747222	6	0.5	51.81347747
ANKRD7	5.286747222	6	0.5	16.76318389
BTBD19	2.643373611	3	14.4298029	7.61962904
C4orf36	10.57349444	12	1.803725363	1.523925808
C6orf99	2.643373611	3	0.5	0.5
C8orf80	2.643373611	3	0.5	6.095703232
C11orf91	2.643373611	3	10.82235218	27.43066454
CD8A	10.57349444	12	36.07450726	6.095703232
CD86	2.643373611	3	0.5	0.5
CTAGE11P	2.643373611	3	1.803725363	3.047851616
CXCL11	2.643373611	3	0.5	1.523925808
DFNB59	2.643373611	3	1.803725363	18.2871097
DGCR9	5.286747222	6	0.5	1.523925808
EGOT	2.643373611	3	0.5	0.5
EXTL1	2.643373611	3	0.5	3.047851616
FILIP1	2.643373611	3	0.5	27.43066454
FTH1P3	2.643373611	3	12.62607754	3.047851616
GOLGA8DP	2.643373611	3	3.607450726	50.28955167
GOLGA8E	2.643373611	3	3.607450726	57.90918071
GPR35	2.643373611	3	1.803725363	3.047851616
GRAP	2.643373611	3	5.411176089	1.523925808
KIAA1239	2.643373611	3	0.5	1.523925808
LOC649395	2.643373611	3	0.5	1.523925808
LOC728463	5.286747222	6	1.803725363	0.5
LOC100287036	2.643373611	3	50.50431016	30.47851616
LOC100505839	2.643373611	3	3.607450726	9.143554848
LTC4S	7.930120832	9	1.803725363	0.5
MAMSTR	10.57349444	12	27.05588044	24.38281293
OLFML3	2.643373611	3	16.23352827	1.523925808
OSBPL3	2238.937448	2541	1758.632229	1042.365253
PCDHB15	2.643373611	3	10.82235218	3.047851616
PCDHGA12	2.643373611	3	3.607450726	1.523925808
PLVAP	2.643373611	3	1.803725363	1.523925808
PON3	2.643373611	3	0.5	0.5
PRG2	2.643373611	3	0.5	6.095703232
SCO2	89.87470277	102	214.6433182	91.43554848
SHBG	2.643373611	3	0.5	1.523925808
SLC7A5P1	5.286747222	6	0.5	3.047851616
SLC9B1	2.643373611	3	0.5	3.047851616
SLC11A1	2.643373611	3	10.82235218	1.523925808
SNORA6	5.286747222	6	1.803725363	4.571777424
SNORD16	2.643373611	3	0.5	3.047851616
SYN1	7.930120832	9	0.5	4.571777424
TMED7-TICAM2	7.930120832	9	23.44842972	44.19384843
TNFSF13B	2.643373611	3	3.607450726	7.61962904
TTC21A	76.65783471	87	84.77509206	89.91162267
UBQLNL	2.643373611	3	0.5	1.523925808
VWCE	5.286747222	6	0.5	48.76562586
ZNF257	2.643373611	3	23.44842972	80.76806783
ZNF547	7.930120832	9	12.62607754	38.0981452
ESR1	55.51084583	63	0.5	7.61962904
SCAND2	55.51084583	63	106.4197964	57.90918071
DDX18	2775.542291	3151	1240.96305	3361.780333
ARF1	7567.978648	8593	16738.57137	3281.012265
TOP2B	7542.866598	8565	4803.320641	8017.373676
CORO1B	1597.919348	1815	4963.852199	4609.875569
API5	3431.098947	3898	1856.033398	2918.317922
ANAPC5	2068.43985	2351	2247.441802	4132.886791
BAD	1690.437424	1923	3573.179944	1309.052269
PSMA3	2060.50973	2344	656.5560321	3087.473687
HPRT1	2007.642257	2284	2761.503531	4282.231521
PHLDB1	4455.406221	5069	6731.503054	2756.781787
ETV3	529.996409	603	402.2307559	193.5385776
CAMTA2	1074.531373	1223	2949.090968	1949.101108
ZNF584	296.0578444	337	324.6705653	461.7495198
C1orf174	429.5482118	489	418.4642842	588.2353619
DHX15	4817.548406	5485	2703.784319	3654.374088
PMPCB	2470.232639	2814	1190.45874	5345.931735
SNRK	796.9771437	908	638.5187785	519.6587005
ZMYM2	1586.024166	1807	517.6691791	1398.963892
FBXO34	1188.196438	1354	781.0130821	1138.372579
SENP3	107.0566312	122	169.5501841	166.1079131
CD97	1437.995244	1639	4543.584189	2992.990287
NR6A1	96.48313679	110	101.0086203	85.33984525
PPA2	1230.490416	1403	1237.355599	1525.449734
IKBKAP	2930.179648	3341	2276.301408	4099.360424
SPEF2	93.83976318	107	50.50431016	265.1630906
PRKRIR	1560.912117	1780	606.0517219	4562.633869
FAM160B2	724.2843694	826	1286.056184	742.1518685
FAM120A	6940.177415	7915	8228.595105	5969.21739
TRIM38	356.8554375	407	634.9113277	1060.652362
DYNC2LI1	177.1060319	202	75.75646524	522.7065522
AGA	265.6590479	303	247.1103747	271.2587938
RSRC2	5129.466492	5851	4083.634222	5999.695906
NASP	25583.89149	29186	27683.57687	15719.29471
RGS19	738.8229242	843	1347.382846	754.343275
ZNF473	707.1024409	807	220.0544943	816.8242331
ZNF746	670.0952103	765	871.1993503	589.7592877
POT1	368.7506187	421	129.8682261	551.6611425
STXBP3	584.185568	667	335.4929175	1973.483921
CHMP5	2644.695298	3020	2083.302794	6353.246694
FH	2256.119377	2577	2341.235521	1315.147972
ZDHHC16	1186.874751	1356	3740.926403	752.8193492
ZNF836	256.4072402	293	162.3352827	164.5839873
PDCD2L	548.5000242	627	322.86684	486.1323328
GLRX5	1502.757898	1718	2272.693957	1866.809115
KIAA0947	2611.653127	2986	1372.635001	4248.705153
PTBP3	3620.10016	4140	1278.841282	1871.380892
MRPS2	1258.245839	1439	2027.387308	838.1591944
THAP4	2116.020575	2420	3490.208577	2189.881386
H2AFV	3756.233901	4296	3694.029543	3646.754459
TAB2	3182.621827	3641	1204.888542	3532.460023
TSG101	1349.442228	1544	1538.577735	1645.839873
MOB2	485.0590576	555	836.9285684	384.0293036
C20orf43	3889.724268	4451	6733.30678	5458.702244
STAG3L2	502.2409861	575	597.0330951	556.2329199
TTL	1825.249478	2090	1686.483214	2982.322806
UBR4	12039.24511	13790	11810.79368	7010.058717
TAOK2	2131.880817	2442	5364.279229	1267.906272
APRT	611.9409909	701	1157.991683	554.7089941
SVIP	266.9807347	306	142.4943037	428.2231521
C19orf12	307.9530257	353	256.1290015	851.8745267
ZNF772	87.23132916	100	64.93411306	56.3852549
ZFC3H1	1464.42898	1679	1819.958891	2138.067909
CBWD5	927.8241374	1064	1239.159324	1654.983428
GPN2	294.7361576	338	409.4456574	175.2514679
ANXA4	914.6072693	1049	1385.261079	1630.600615
CCNO	40.97229097	47	97.4011696	28.95459035
LOC100132273	40.97229097	47	41.48568335	118.866213
CAPNS1	3799.849566	4361	8838.254278	2640.963425
RWDD2B	626.4795458	719	333.6891921	678.1469846
TIPRL	1792.207308	2057	1089.450119	2400.183148
MRPS31	1357.372349	1558	990.2452242	2861.932668
NIPAL3	1393.057893	1599	616.8740741	989.0278494
C10orf25	76.65783471	88	90.18626814	0.5
LMO2	38.32891736	44	7.214901452	30.47851616
USP21	449.3735138	516	647.5374053	326.1201229
RAPGEF1	3628.030281	4166	5050.431016	5364.218844
CUEDC1	808.8723249	929	2227.600823	1434.014185
AFTPH	877.6000388	1008	429.2866364	1398.963892
IMP4	1119.468724	1286	1911.948885	1290.765159
MRPL44	757.3265395	870	1042.55326	705.5776491
NUP205	6092.976173	7001	4175.624215	4696.73934
EIF2B5	1090.391614	1253	2030.994759	1851.569857
TET2	939.7193186	1080	330.0817414	396.2207101
NBEA	450.6952006	518	295.8109595	303.2612358
OXR1	1464.42898	1684	802.6577865	1334.959008
EIF3L	11518.50051	13247	16271.4065	28448.64698
PPP2R5A	721.6409958	830	398.6233052	667.4795039
C6orf130	327.7783277	377	299.4184102	745.1997201
BIRC6	3805.136313	4377	2759.699805	2630.295945
RNF149	972.7614888	1119	860.3769981	1420.298853
