Run,Age,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,samplenumber,sex,SRA Study,tissue
SRR10200897,not applicable,AMPLICON,252,119490840,not applicable,PRJNA574555,SAMN12870602,Human,48003358,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6920791,Illumina HiSeq 2500,not applicable,crc.ct.205,PAIRED,PCR,OTHER,119,45,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451944,crc.ct.205,crc.ct.205,missing,SRP223644,blood
SRR10200898,not applicable,AMPLICON,252,192059784,not applicable,PRJNA574555,SAMN12870601,Human,73152619,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6920790,Illumina HiSeq 2500,not applicable,crc.ct.204,PAIRED,PCR,OTHER,192,69,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451943,crc.ct.204,crc.ct.204,missing,SRP223644,blood
SRR10200899,not applicable,AMPLICON,127,97903284,not applicable,PRJNA574555,SAMN12870475,Human,42603582,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6920789,Illumina HiSeq 2500,not applicable,normal.ct.991,PAIRED,PCR,OTHER,97,40,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451942,normal.ct.991,normal.ct.991,missing,SRP223644,blood
SRR10200900,not applicable,AMPLICON,252,129576636,not applicable,PRJNA574555,SAMN12870600,Human,50892057,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6920788,Illumina HiSeq 2500,not applicable,crc.ct.203,PAIRED,PCR,OTHER,129,48,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451941,crc.ct.203,crc.ct.203,missing,SRP223644,blood
SRR10200901,not applicable,AMPLICON,252,127676556,not applicable,PRJNA574555,SAMN12870599,Human,52430979,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6920787,Illumina HiSeq 2500,not applicable,crc.ct.202,PAIRED,PCR,OTHER,127,50,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451940,crc.ct.202,crc.ct.202,missing,SRP223644,blood
SRR10200902,not applicable,AMPLICON,252,145158048,not applicable,PRJNA574555,SAMN12870598,Human,59903548,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6920786,Illumina HiSeq 2500,not applicable,crc.ct.201,PAIRED,PCR,OTHER,145,57,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451939,crc.ct.201,crc.ct.201,missing,SRP223644,blood
SRR10200903,not applicable,AMPLICON,252,142393356,not applicable,PRJNA574555,SAMN12870597,Human,57688692,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6920785,Illumina HiSeq 2500,not applicable,crc.ct.200,PAIRED,PCR,OTHER,142,55,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451938,crc.ct.200,crc.ct.200,missing,SRP223644,blood
SRR10200904,not applicable,AMPLICON,252,114254784,not applicable,PRJNA574555,SAMN12870596,Human,46090141,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6920784,Illumina HiSeq 2500,not applicable,crc.ct.20,PAIRED,PCR,OTHER,114,43,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451937,crc.ct.20,crc.ct.20,missing,SRP223644,blood
SRR10200905,not applicable,AMPLICON,252,130585140,not applicable,PRJNA574555,SAMN12870595,Human,53441117,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6920783,Illumina HiSeq 2500,not applicable,crc.ct.2,PAIRED,PCR,OTHER,130,50,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451936,crc.ct.2,crc.ct.2,missing,SRP223644,blood
SRR10200906,not applicable,AMPLICON,252,73127628,not applicable,PRJNA574555,SAMN12870594,Human,30025682,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6920782,Illumina HiSeq 2500,not applicable,crc.ct.199,PAIRED,PCR,OTHER,73,28,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451935,crc.ct.199,crc.ct.199,missing,SRP223644,blood
SRR10200907,not applicable,AMPLICON,252,146352276,not applicable,PRJNA574555,SAMN12870593,Human,59415324,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6920781,Illumina HiSeq 2500,not applicable,crc.ct.198,PAIRED,PCR,OTHER,146,56,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451934,crc.ct.198,crc.ct.198,missing,SRP223644,blood
SRR10200908,not applicable,AMPLICON,252,151097184,not applicable,PRJNA574555,SAMN12870592,Human,60929888,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6920780,Illumina HiSeq 2500,not applicable,crc.ct.197,PAIRED,PCR,OTHER,151,58,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451933,crc.ct.197,crc.ct.197,missing,SRP223644,blood
SRR10200909,not applicable,AMPLICON,252,109426212,not applicable,PRJNA574555,SAMN12870591,Human,45468180,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6920779,Illumina HiSeq 2500,not applicable,crc.ct.196,PAIRED,PCR,OTHER,109,43,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451932,crc.ct.196,crc.ct.196,missing,SRP223644,blood
SRR10200910,not applicable,AMPLICON,127,115383310,not applicable,PRJNA574555,SAMN12870474,Human,47012761,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6920778,Illumina HiSeq 2500,not applicable,normal.ct.990,PAIRED,PCR,OTHER,115,44,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451931,normal.ct.990,normal.ct.990,missing,SRP223644,blood
SRR10200911,not applicable,AMPLICON,252,170156700,not applicable,PRJNA574555,SAMN12870590,Human,70343321,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6920777,Illumina HiSeq 2500,not applicable,crc.ct.195,PAIRED,PCR,OTHER,170,67,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451930,crc.ct.195,crc.ct.195,missing,SRP223644,blood
SRR10200912,not applicable,AMPLICON,252,123181128,not applicable,PRJNA574555,SAMN12870589,Human,48495702,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6920776,Illumina HiSeq 2500,not applicable,crc.ct.194,PAIRED,PCR,OTHER,123,46,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451929,crc.ct.194,crc.ct.194,missing,SRP223644,blood
SRR10200913,not applicable,AMPLICON,252,45582516,not applicable,PRJNA574555,SAMN12870588,Human,18099106,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6920775,Illumina HiSeq 2500,not applicable,crc.ct.193,PAIRED,PCR,OTHER,45,17,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451928,crc.ct.193,crc.ct.193,missing,SRP223644,blood
SRR10200914,not applicable,AMPLICON,252,286194636,not applicable,PRJNA574555,SAMN12870587,Human,107832740,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6920774,Illumina HiSeq 2500,not applicable,crc.ct.192,PAIRED,PCR,OTHER,286,102,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451927,crc.ct.192,crc.ct.192,missing,SRP223644,blood
SRR10200915,not applicable,AMPLICON,252,145041372,not applicable,PRJNA574555,SAMN12870586,Human,58322840,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6920773,Illumina HiSeq 2500,not applicable,crc.ct.191,PAIRED,PCR,OTHER,145,55,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451926,crc.ct.191,crc.ct.191,missing,SRP223644,blood
SRR10200916,not applicable,AMPLICON,252,158208624,not applicable,PRJNA574555,SAMN12870585,Human,63411834,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6920772,Illumina HiSeq 2500,not applicable,crc.ct.190,PAIRED,PCR,OTHER,158,60,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451925,crc.ct.190,crc.ct.190,missing,SRP223644,blood
SRR10200917,not applicable,AMPLICON,252,117890892,not applicable,PRJNA574555,SAMN12870584,Human,47458327,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6920771,Illumina HiSeq 2500,not applicable,crc.ct.19,PAIRED,PCR,OTHER,117,45,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451924,crc.ct.19,crc.ct.19,missing,SRP223644,blood
SRR10200918,not applicable,AMPLICON,252,154623672,not applicable,PRJNA574555,SAMN12870583,Human,63752986,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6920770,Illumina HiSeq 2500,not applicable,crc.ct.189,PAIRED,PCR,OTHER,154,60,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451923,crc.ct.189,crc.ct.189,missing,SRP223644,blood
SRR10200919,not applicable,AMPLICON,252,175711536,not applicable,PRJNA574555,SAMN12870582,Human,71278232,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6920769,Illumina HiSeq 2500,not applicable,crc.ct.188,PAIRED,PCR,OTHER,175,67,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451922,crc.ct.188,crc.ct.188,missing,SRP223644,blood
SRR10200920,not applicable,AMPLICON,252,91002996,not applicable,PRJNA574555,SAMN12870581,Human,36475637,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6920768,Illumina HiSeq 2500,not applicable,crc.ct.187,PAIRED,PCR,OTHER,91,34,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451921,crc.ct.187,crc.ct.187,missing,SRP223644,blood
SRR10200921,not applicable,AMPLICON,252,114014124,not applicable,PRJNA574555,SAMN12870473,Human,51262313,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6920767,Illumina HiSeq 2500,not applicable,normal.ct.99,PAIRED,PCR,OTHER,114,48,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451920,normal.ct.99,normal.ct.99,missing,SRP223644,blood
SRR10200922,not applicable,AMPLICON,252,233456832,not applicable,PRJNA574555,SAMN12870580,Human,85982147,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6920766,Illumina HiSeq 2500,not applicable,crc.ct.186,PAIRED,PCR,OTHER,233,81,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451919,crc.ct.186,crc.ct.186,missing,SRP223644,blood
SRR10200923,not applicable,AMPLICON,252,196723548,not applicable,PRJNA574555,SAMN12870579,Human,72181354,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6920765,Illumina HiSeq 2500,not applicable,crc.ct.185,PAIRED,PCR,OTHER,196,68,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451918,crc.ct.185,crc.ct.185,missing,SRP223644,blood
SRR10200924,not applicable,AMPLICON,252,109161360,not applicable,PRJNA574555,SAMN12870578,Human,44598187,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6920764,Illumina HiSeq 2500,not applicable,crc.ct.184,PAIRED,PCR,OTHER,109,42,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451917,crc.ct.184,crc.ct.184,missing,SRP223644,blood
SRR10200926,not applicable,AMPLICON,252,116995788,not applicable,PRJNA574555,SAMN12870576,Human,48305791,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6920762,Illumina HiSeq 2500,not applicable,crc.ct.182,PAIRED,PCR,OTHER,116,46,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451915,crc.ct.182,crc.ct.182,missing,SRP223644,blood
SRR10200927,not applicable,AMPLICON,252,105107688,not applicable,PRJNA574555,SAMN12870575,Human,41835359,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6920761,Illumina HiSeq 2500,not applicable,crc.ct.181,PAIRED,PCR,OTHER,105,39,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451914,crc.ct.181,crc.ct.181,missing,SRP223644,blood
SRR10200928,not applicable,AMPLICON,252,131117616,not applicable,PRJNA574555,SAMN12870574,Human,51829616,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6920760,Illumina HiSeq 2500,not applicable,crc.ct.180,PAIRED,PCR,OTHER,131,49,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451913,crc.ct.180,crc.ct.180,missing,SRP223644,blood
SRR10200929,not applicable,AMPLICON,252,157559220,not applicable,PRJNA574555,SAMN12870573,Human,62045430,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6920759,Illumina HiSeq 2500,not applicable,crc.ct.18,PAIRED,PCR,OTHER,157,59,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451912,crc.ct.18,crc.ct.18,missing,SRP223644,blood
SRR10200930,not applicable,AMPLICON,252,152739972,not applicable,PRJNA574555,SAMN12870572,Human,61698094,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6920758,Illumina HiSeq 2500,not applicable,crc.ct.179,PAIRED,PCR,OTHER,152,58,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451911,crc.ct.179,crc.ct.179,missing,SRP223644,blood
SRR10200931,not applicable,AMPLICON,252,187547220,not applicable,PRJNA574555,SAMN12870571,Human,77790706,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6920757,Illumina HiSeq 2500,not applicable,crc.ct.178,PAIRED,PCR,OTHER,187,74,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451910,crc.ct.178,crc.ct.178,missing,SRP223644,blood
SRR10200932,not applicable,AMPLICON,127,102928801,not applicable,PRJNA574555,SAMN12870472,Human,41499713,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6920756,Illumina HiSeq 2500,not applicable,normal.ct.989,PAIRED,PCR,OTHER,102,39,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451909,normal.ct.989,normal.ct.989,missing,SRP223644,blood
SRR10200933,not applicable,AMPLICON,252,174164004,not applicable,PRJNA574555,SAMN12870570,Human,67660104,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6920755,Illumina HiSeq 2500,not applicable,crc.ct.177,PAIRED,PCR,OTHER,174,64,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451908,crc.ct.177,crc.ct.177,missing,SRP223644,blood
SRR10200934,not applicable,AMPLICON,252,86897664,not applicable,PRJNA574555,SAMN12870569,Human,34013079,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6920754,Illumina HiSeq 2500,not applicable,crc.ct.176,PAIRED,PCR,OTHER,86,32,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451907,crc.ct.176,crc.ct.176,missing,SRP223644,blood
SRR10200935,not applicable,AMPLICON,252,167410908,not applicable,PRJNA574555,SAMN12870568,Human,69569561,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6920753,Illumina HiSeq 2500,not applicable,crc.ct.175,PAIRED,PCR,OTHER,167,66,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451906,crc.ct.175,crc.ct.175,missing,SRP223644,blood
SRR10200936,not applicable,AMPLICON,252,117595044,not applicable,PRJNA574555,SAMN12870567,Human,47527212,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6920752,Illumina HiSeq 2500,not applicable,crc.ct.174,PAIRED,PCR,OTHER,117,45,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451905,crc.ct.174,crc.ct.174,missing,SRP223644,blood
SRR10200937,not applicable,AMPLICON,252,121294152,not applicable,PRJNA574555,SAMN12870566,Human,49094988,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6920751,Illumina HiSeq 2500,not applicable,crc.ct.173,PAIRED,PCR,OTHER,121,46,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451904,crc.ct.173,crc.ct.173,missing,SRP223644,blood
SRR10200938,not applicable,AMPLICON,252,116819388,not applicable,PRJNA574555,SAMN12870565,Human,46964915,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6920750,Illumina HiSeq 2500,not applicable,crc.ct.172,PAIRED,PCR,OTHER,116,44,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451903,crc.ct.172,crc.ct.172,missing,SRP223644,blood
SRR10200939,not applicable,AMPLICON,252,84648312,not applicable,PRJNA574555,SAMN12870564,Human,33820153,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6920749,Illumina HiSeq 2500,not applicable,crc.ct.171,PAIRED,PCR,OTHER,84,32,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451902,crc.ct.171,crc.ct.171,missing,SRP223644,blood
SRR10200940,not applicable,AMPLICON,252,159973380,not applicable,PRJNA574555,SAMN12870563,Human,64384425,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6920748,Illumina HiSeq 2500,not applicable,crc.ct.170,PAIRED,PCR,OTHER,159,61,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451901,crc.ct.170,crc.ct.170,missing,SRP223644,blood
SRR10200941,not applicable,AMPLICON,252,106880004,not applicable,PRJNA574555,SAMN12870562,Human,41066625,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6920747,Illumina HiSeq 2500,not applicable,crc.ct.17,PAIRED,PCR,OTHER,106,39,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5451900,crc.ct.17,crc.ct.17,missing,SRP223644,blood
SRR10200942,not applicable,AMPLICON,252,163759176,not applicable,PRJNA574555,SAMN12870864,Human,61925617,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6921082,Illumina HiSeq 2500,not applicable,crc.ct.441,PAIRED,PCR,OTHER,163,59,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452235,crc.ct.441,crc.ct.441,missing,SRP223644,blood
SRR10200943,not applicable,AMPLICON,252,308314944,not applicable,PRJNA574555,SAMN12871162,Human,120819191,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6921417,Illumina HiSeq 2500,not applicable,crc.ct.71,PAIRED,PCR,OTHER,308,115,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452570,crc.ct.71,crc.ct.71,missing,SRP223644,blood
SRR10200944,not applicable,AMPLICON,252,59474016,not applicable,PRJNA574555,SAMN12871161,Human,24518574,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6921416,Illumina HiSeq 2500,not applicable,crc.ct.709,PAIRED,PCR,OTHER,59,23,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452569,crc.ct.709,crc.ct.709,missing,SRP223644,blood
SRR10200945,not applicable,AMPLICON,252,109793880,not applicable,PRJNA574555,SAMN12870531,Human,43375823,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6921415,Illumina HiSeq 2500,not applicable,crc.ct.141,PAIRED,PCR,OTHER,109,41,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452568,crc.ct.141,crc.ct.141,missing,SRP223644,blood
SRR10200946,not applicable,AMPLICON,127,94767273,not applicable,PRJNA574555,SAMN12870468,Human,40869641,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6921414,Illumina HiSeq 2500,not applicable,normal.ct.985,PAIRED,PCR,OTHER,94,38,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452567,normal.ct.985,normal.ct.985,missing,SRP223644,blood
SRR10200947,not applicable,AMPLICON,252,142372440,not applicable,PRJNA574555,SAMN12871160,Human,57307368,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6921413,Illumina HiSeq 2500,not applicable,crc.ct.708,PAIRED,PCR,OTHER,142,54,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452566,crc.ct.708,crc.ct.708,missing,SRP223644,blood
SRR10200948,not applicable,AMPLICON,252,42264936,not applicable,PRJNA574555,SAMN12871159,Human,17859394,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6921412,Illumina HiSeq 2500,not applicable,crc.ct.707,PAIRED,PCR,OTHER,42,17,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452565,crc.ct.707,crc.ct.707,missing,SRP223644,blood
SRR10200949,not applicable,AMPLICON,252,58103892,not applicable,PRJNA574555,SAMN12871158,Human,24504046,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6921411,Illumina HiSeq 2500,not applicable,crc.ct.706,PAIRED,PCR,OTHER,58,23,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452564,crc.ct.706,crc.ct.706,missing,SRP223644,blood
SRR10200950,not applicable,AMPLICON,252,76287456,not applicable,PRJNA574555,SAMN12871157,Human,31526767,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6921410,Illumina HiSeq 2500,not applicable,crc.ct.705,PAIRED,PCR,OTHER,76,30,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452563,crc.ct.705,crc.ct.705,missing,SRP223644,blood
SRR10200951,not applicable,AMPLICON,252,67025952,not applicable,PRJNA574555,SAMN12871156,Human,28190727,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6921409,Illumina HiSeq 2500,not applicable,crc.ct.704,PAIRED,PCR,OTHER,67,26,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452562,crc.ct.704,crc.ct.704,missing,SRP223644,blood
SRR10200952,not applicable,AMPLICON,252,93591036,not applicable,PRJNA574555,SAMN12871155,Human,38732401,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6921408,Illumina HiSeq 2500,not applicable,crc.ct.703,PAIRED,PCR,OTHER,93,36,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452561,crc.ct.703,crc.ct.703,missing,SRP223644,blood
SRR10200953,not applicable,AMPLICON,252,90542340,not applicable,PRJNA574555,SAMN12871154,Human,34700375,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6921407,Illumina HiSeq 2500,not applicable,crc.ct.702,PAIRED,PCR,OTHER,90,33,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452560,crc.ct.702,crc.ct.702,missing,SRP223644,blood
SRR10200954,not applicable,AMPLICON,252,35372988,not applicable,PRJNA574555,SAMN12871153,Human,13643486,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6921406,Illumina HiSeq 2500,not applicable,crc.ct.701,PAIRED,PCR,OTHER,35,13,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452559,crc.ct.701,crc.ct.701,missing,SRP223644,blood
SRR10200955,not applicable,AMPLICON,252,44041284,not applicable,PRJNA574555,SAMN12871152,Human,17376496,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6921405,Illumina HiSeq 2500,not applicable,crc.ct.700,PAIRED,PCR,OTHER,44,16,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452558,crc.ct.700,crc.ct.700,missing,SRP223644,blood
SRR10200956,not applicable,AMPLICON,252,147690396,not applicable,PRJNA574555,SAMN12871151,Human,61329862,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6921404,Illumina HiSeq 2500,not applicable,crc.ct.70,PAIRED,PCR,OTHER,147,58,Homo sapiens,ILLUMINA,2019-10-25T00:00:00Z,SRS5452557,crc.ct.70,crc.ct.70,missing,SRP223644,blood
