	chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea
Block_590	7	107332115.166667	107679334	0.00335867620897748	0.211596601165581	101	259693	259755	63	1382	0.168638392857143	0.968	0.290926888173302	1
Block_591	8	115631442	116479999.5	0.00372604460428646	0.182576185610037	117	275501	275549	49	4557	0.116592871779859	0.968	0.329081894028103	1
Block_592	12	65889037	66066371	0.00369241061688277	0.184620530844139	163	66856	66905	50	1012	0.121509074941452	0.972	0.326050204918033	1
Block_593	8	68279604	68605033	0.00417305646137661	0.133537806764051	112	271792	271823	32	2217	0.0695440573770492	0.972	0.415145638173302	1
Block_594	7	80741660.5	81059556	0.00444940007384638	0.102336201698467	98	257218	257240	23	643	0.0510264197892272	0.972	0.489305840163934	1
Block_595	18	21432607	21606798	0.0039184552191967	0.148901298329475	204	127252	127289	38	676	0.0974293764637002	0.978	0.384865339578454	1
Block_596	18	66525133	67084946	0.00416689314467477	0.129173687484918	207	130804	130834	31	1186	0.0711028981264637	0.978	0.424462090163934	1
Block_597	9	75835312	76899428	0.00465224927654242	0.0930449855308484	131	282738	282757	20	513	0.0392655884074941	0.978	0.516020199063232	1
Block_598	2	195731537	196386537	0.00418970827662508	0.117311831745502	37	157280	157307	28	6271	0.0717030152224824	0.982	0.45146918911007	1
Block_599	7	125942245	126615786	0.00408554648311341	0.122566394493402	103	260986	261015	30	2121	0.0826039227166276	0.984	0.439124707259953	1
Block_600	13	81011970	81447974	0.00434874994008924	0.0913237487418741	169	80033	80053	21	923	0.0622731264637002	0.986	0.52109375	1
Block_601	5	60496296	60765093	0.00366863990046823	0.161420155620602	67	219825	219868	44	1316	0.134526858899297	0.988	0.362423155737705	1
Block_602	7	102449340	102606073	0.00412428307941698	0.111355643144259	101	259169	259195	27	1382	0.0808712675644028	0.99	0.466007391686183	1
Block_603	4	155386347	155790525	0.00362428582682205	0.14134714724606	61	212011	212049	39	2259	0.152373024004684	0.992	0.399533445550351	1
Block_604	7	87905423.6666667	88632493	0.00361541251694864	0.141001088160997	99	257652	257690	39	183	0.154436841334895	0.992	0.400270784543326	1
Block_605	8	90666194	90987606	0.00384658911691644	0.134630619092075	116	273258	273292	35	2224	0.113445916276347	0.992	0.412904347189696	1
Block_606	11	55028287	55606463	0.00371457700673784	0.133724772242562	154	49393	49428	36	4756	0.137721384660422	0.992	0.414744950234192	1
Block_607	6	83334126	83796488	0.00400733810782436	0.120220143234731	81	241191	241220	30	989	0.0936438817330211	0.992	0.444540398126464	1
Block_608	7	120492616	120689323	0.00417167598580755	0.104291899645189	102	260628	260652	25	435	0.0771424912177986	0.992	0.484117022833724	1
Block_609	14	35550189	35973886	0.00326420853078867	0.182795677724166	172	84434	84489	56	1895	0.204248389929742	0.994	0.328736094847775	1
Block_610	9	5418779	5608894	0.00357007605738106	0.139232966237861	118	280343	280381	39	641	0.165158445550351	0.994	0.403780005854801	1
Block_611	1	173629433	174306433	0.0031614118592758	0.180200475978721	15	19029	19085	57	5036	0.22662287763466	0.996	0.332620389344262	1
Block_612	11	96982058	97428597	0.00534364194941589	0.0641237033929907	156	54759	54770	12	23	0.019988656323185	0.996	0.614812646370023	1
Block_613	12	64014138	64110434	-0.0087840622860846	0.0175681245721692	163	66650	66651	2	1012	0.00534616510538642	0.996	0.857898492388759	1
Block_614	2	110978925	110978925	0.0093190721188057	0.0093190721188057	30	150086	150086	1	12	0.00509733606557377	0.996	0.920109411592506	1
Block_615	6	115866227	116592422	0.00300645412773658	0.183393701791931	87	243573	243633	61	6089	0.249570038056206	0.998	0.327812134074941	1
Block_616	13	73475112	73916609	0.00343206920528175	0.157875183442961	169	79393	79438	46	923	0.184618340163934	0.998	0.368545081967213	1
Block_617	6	68317300	68836473	0.00469529821100582	0.0798200695870989	79	240371	240387	17	209	0.0400651346604215	0.998	0.558015588407494	1
Block_618	4	165133517	165675068	0.00423480933395435	0.0762265680111782	62	212571	212588	18	561	0.0793343823185012	0.998	0.570277737119438	1
Block_619	14	45681130	45840127	0.00490278397735132	0.0735417596602698	173	84913	84927	15	121	0.0315884806791569	0.998	0.579888758782201	1
Block_620	3	81837752	82034909	0.00513475564597155	0.0667518233976301	41	189399	189411	13	90	0.024915837236534	0.998	0.604789959016393	1
Block_621	3	85120549	85626259	0.00496748977053431	0.064577367016946	44	189467	189479	13	180	0.0312060889929742	0.998	0.61303425058548	1
Block_622	6	62391061.25	63009058	0.0055486142565276	0.0499375283087484	79	240214	240222	9	209	0.0189530884074941	0.998	0.674921326112412	1
Block_623	2	190228622	190715638	0.00287995049873959	0.161277227929417	35	156858	156913	56	5305	0.292509514051522	1	0.362688451405152	1
Block_624	7	15824432	16536057	0.00315898779988409	0.15479040219432	89	251308	251356	49	6160	0.250256147540984	1	0.37393149882904	1
Block_625	3	151023802	151186360	0.00350164177871269	0.140065671148508	51	195415	195454	40	1670	0.179958284543326	1	0.402133343091335	1
Block_626	7	132720836	133056105	0.00329960415777248	0.128684562153127	103	261849	261887	39	2121	0.238996633489461	1	0.425462895199063	1
Block_627	10	27044605	27303706	0.00327740366450802	0.117986531922289	137	31489	31524	36	2154	0.255062573185012	1	0.449817037470726	1
Block_628	8	112241152	113576668.5	0.00330161736618451	0.115556607816458	117	275413	275447	35	4557	0.250228703161593	1	0.455699282786885	1
Block_629	2	197094996	197347708	0.00264434397919574	0.113706791105417	37	157391	157433	43	6271	0.397017710772834	1	0.460145272248244	1
Block_630	18	62640514	63547804	0.00391499350396021	0.113534811614846	207	130637	130665	29	1186	0.110097701990632	1	0.460580723067916	1
Block_631	19	21105287	22235850	0.00353202978017163	0.109492923185321	208	134295	134325	31	2503	0.192203966627635	1	0.470586943793911	1
Block_632	4	154566607	155129865	0.00312703126441095	0.109446094254383	61	211964	211998	35	2259	0.30979581381733	1	0.470744291569087	1
Block_633	10	27716171	28013253	0.00324967254407487	0.107239193954471	137	31548	31580	33	2154	0.274191305620609	1	0.476317330210773	1
Block_634	14	38534437	39132052	0.00360929144223664	0.101060160382626	172	84701	84728	28	1895	0.178516539812646	1	0.492891905737705	1
Block_635	1	198328463	198580675	0.00332626662558872	0.0997879987676617	17	21226	21255	30	1707	0.258383343091335	1	0.496368193793911	1
Block_636	21	15892473	16060910	0.00365112025484724	0.0985802468808754	216	171530	171556	27	363	0.16987156030445	1	0.499844481850117	1
Block_637	3	71230013	71337677	0.00323816028536713	0.0906684879902797	40	188650	188677	28	960	0.297070769906323	1	0.523139271077283	1
Block_638	7	122279066	122611483	0.00392537260238141	0.086358197252391	102	260780	260801	22	435	0.119209235948478	1	0.536647394613583	1
Block_639	8	83119353	84075687	0.00391938451068131	0.0862264592349888	113	272967	272988	22	401	0.120285055620609	1	0.537060889929742	1
Block_640	3	99796840	99913161	0.00288017316028594	0.0835250216482923	48	190017	190045	29	655	0.43589724824356	1	0.545623536299766	1
Block_641	11	22774556	23258850	0.00390811099793579	0.0820703309566516	149	46908	46928	21	108	0.124324868266979	1	0.550311036299766	1
Block_642	18	67299461	67534119	0.00292699988377859	0.0819559967458006	207	130842	130869	28	1186	0.423450307377049	1	0.550671472482436	1
Block_643	6	63979403	64206328	0.00386306062548889	0.0811242731352667	79	240235	240255	21	209	0.133537031615925	1	0.553489095433255	1
Block_644	8	91095079.4	91553875	0.00314207664445563	0.0785519161113908	116	273300	273324	25	2224	0.347917886416862	1	0.562243852459016	1
Block_645	13	74173527	74296169	0.00392322642713677	0.0784645285427354	169	79453	79472	20	923	0.123327722482436	1	0.56257318501171	1
Block_646	3	155303256	155577806	0.00313053776367641	0.0782634440919102	51	195841	195865	25	1670	0.352907274590164	1	0.563233679742389	1
Block_647	5	62697698	63635679	0.0045702909812634	0.0776949466814778	68	219994	220010	17	528	0.048486899882904	1	0.565198697306792	1
Block_648	1	98675115	98948293	0.00308688111551558	0.0771720278878895	4	13487	13511	25	1796	0.371644467213115	1	0.567008196721312	1
Block_649	18	2766801	2948041.5	0.00283147490675012	0.0764498224822532	202	125685	125711	27	1409	0.469593457259953	1	0.569516612997658	1
Block_650	5	55151345	55256361	0.00290228018080209	0.0754592847008543	67	219160	219185	26	1316	0.44706894028103	1	0.572976434426229	1
Block_651	7	79810832	80004817	0.0040106727278891	0.0721921091020039	98	257123	257140	18	643	0.112007830796253	1	0.584510392271663	1
Block_652	6	70294596	70769437.5	0.00302916636929389	0.0696708264937596	80	240423	240445	23	535	0.408304669203747	1	0.594015295667447	1
Block_653	1	192755755	192914734	0.00403762993013644	0.0686397088123194	16	20897	20913	17	280	0.109530518149883	1	0.597672716627635	1
Block_654	4	47652694	47885045	0.00308665746005445	0.067906464121198	58	204794	204815	22	246	0.387075526932084	1	0.6004537470726	1
Block_655	7	87329562.5	87741338	0.00376945904138434	0.0678502627449181	99	257615	257632	18	183	0.161497365339578	1	0.600684279859485	1
Block_656	15	56270069	56588229	0.00289536122775275	0.0665933082383131	185	96680	96702	23	6498	0.471143149882904	1	0.60535531323185	1
Block_657	5	100682581	101626029	0.00367818231880798	0.0662072817385436	72	223177	223194	18	8794	0.184786665690867	1	0.606767783957845	1
Block_658	4	175270939	175416681	0.00347954731384078	0.0661113989629748	63	213222	213240	19	445	0.241420887002342	1	0.607093457259953	1
Block_659	11	96209225	96698526	0.00403060564949885	0.0644896903919816	155	54743	54758	16	610	0.112904347189696	1	0.613381879391101	1
Block_660	4	178751182	179607571	0.00420345094731141	0.0630517642096712	63	213475	213489	15	445	0.0888758782201405	1	0.619028103044497	1
Block_661	1	185614930	185908437	0.00260218985652237	0.0624525565565368	15	20521	20544	24	5036	0.566914885831382	1	0.621472482435597	1
Block_662	9	5786038	5899609	0.00267017113837127	0.058743765044168	118	280395	280416	22	641	0.574864607728337	1	0.636436987704918	1
Block_663	10	63807168	63865279	0.0031263580581112	0.0562744450460015	145	34425	34442	18	752	0.39058474824356	1	0.646675570843091	1
Block_664	5	65088458	65182255	0.0029428156937826	0.0559134981818694	68	220110	220128	19	528	0.476035567915691	1	0.648329552107728	1
Block_665	6	64263822	64395054	-0.00347094671565407	0.0555351474504651	79	240266	240281	16	209	0.255569379391101	1	0.649967066744731	1
Block_666	6	76018425.5	76122865	0.00275414579219562	0.0550829158439124	80	240828	240847	20	535	0.562435963114754	1	0.651939402810304	1
Block_667	7	81914735	82066996	0.00340172778821306	0.0544276446114089	98	257303	257318	16	643	0.281034104215457	1	0.654941817915691	1
Block_668	6	72385611	72806781.6666667	0.00533059106037889	0.0533059106037889	80	240579	240588	10	535	0.0229416715456674	1	0.659788495316159	1
Block_669	1	89381680	89531240.5	0.00285370508256718	0.0485129864036421	4	12526	12542	17	1796	0.539613217213115	1	0.68144394028103	1
Block_670	4	39809967	39954905	0.00267290020688326	0.0481122037238987	56	204236	204253	18	1023	0.619915471311475	1	0.683180254683841	1
Block_671	3	81534189.5	81773021	-0.00340352799346876	0.0476493919085626	41	189376	189389	14	90	0.288692915690867	1	0.685377634660422	1
Block_672	7	81392745.3333333	81601765	0.00334698890929228	0.046857844730092	98	257266	257279	14	643	0.311415032201405	1	0.689291203161593	1
Block_673	3	80239372	80668392	0.00416894909130487	0.0458584400043536	41	189337	189347	11	90	0.103743413348946	1	0.694015295667447	1
Block_674	1	192461391.666667	192520335	0.00292236578629282	0.0438354867943924	16	20849	20863	15	280	0.517615632318501	1	0.704008709016393	1
Block_675	4	178466162	178674883	0.00290723838863153	0.0436085758294729	63	213459	213473	15	445	0.526341115339579	1	0.705000365925059	1
Block_676	7	80236112	80275846.75	0.00299707533733058	0.0419590547226281	98	257161	257174	14	643	0.482389856557377	1	0.713048887587822	1
Block_677	8	67714002	67868316	0.00310623686869738	0.0403810792930659	112	271747	271759	13	2217	0.430247365339578	1	0.720782713700234	1
Block_678	6	101735191	102068634.333333	0.00323114754908389	0.0387737705890067	84	242245	242256	12	304	0.373587529274005	1	0.729391100702576	1
Block_679	6	79744582	79926242	-0.00309760653651028	0.0371712784381233	81	240978	240989	12	989	0.441322087236534	1	0.73757318501171	1
Block_680	7	82369762	82508669	0.00365626330510672	0.0365626330510672	98	257344	257353	10	643	0.219727019906323	1	0.741237924473068	1
Block_681	2	110856683	110885268.666667	0.00493096756245143	0.03451677293716	30	150075	150081	7	12	0.0443519467213115	1	0.752085772833724	1
Block_682	7	79183685	79339632	0.00393198634174626	0.0314558907339701	98	257092	257099	8	643	0.157883855386417	1	0.769309865339578	1
Block_683	6	69940988	70040888	-0.00523236590192881	0.0313941954115729	79	240417	240422	6	209	0.0338883196721311	1	0.769745316159251	1
Block_684	6	67636210	67768895	0.00506145572305638	0.0303687343383383	79	240359	240364	6	209	0.040667081381733	1	0.775296399297424	1
Block_685	21	15561498	15608505	-0.00429250030147989	0.0300475021103592	216	171505	171511	7	363	0.099901200234192	1	0.776917447306792	1
Block_686	3	88046478	88123083	0.0029289302661938	0.029289302661938	44	189559	189568	10	180	0.555993852459016	1	0.781407347775176	1
Block_687	6	69023968	69110500	-0.00572502736738173	0.0286251368369086	79	240391	240395	5	209	0.0223909543325527	1	0.786047277517564	1
Block_688	6	94964543	95220940.5	0.00400824406248872	0.0280577084374211	82	241963	241969	7	23	0.146565793325527	1	0.789260099531616	1
Block_689	7	80389778	80445462	0.00310436969823425	0.0279393272841083	98	257185	257193	9	643	0.459944013466042	1	0.789830942622951	1
Block_690	6	76191813	76266127	0.00302605076891268	0.0272344569202141	80	240856	240864	9	535	0.50520162470726	1	0.793530444964871	1
Block_691	21	22938667	23087706	0.00539781556556952	0.0269890778278476	217	171915	171919	5	78	0.0307706381733021	1	0.795038056206089	1
Block_692	5	49597832	49726985	0.00318653353686127	0.0254922682948901	67	218678	218685	8	1316	0.423472262880562	1	0.805340676229508	1
Block_693	13	84975119	85236533	0.00308751960656341	0.0247001568525073	169	80126	80133	8	923	0.47763100117096	1	0.809270711358314	1
Block_694	21	22599247	22620007	-0.00489935195118767	0.0244967597559383	217	171902	171906	5	78	0.052118706088993	1	0.810445330796253	1
Block_695	8	82503527	82570133	0.00270316241280122	0.024328461715211	113	272929	272937	9	401	0.719935597189696	1	0.811510172716628	1
Block_696	8	88056015.5	88218235	-0.00483039084974246	0.0241519542487123	115	273166	273170	5	105	0.0563616071428571	1	0.812798228922717	1
Block_697	12	61806201	62116422	0.00299528437920148	0.0239622750336118	162	66513	66520	8	137	0.532600263466042	1	0.814197892271663	1
Block_698	3	114314655	114402888	0.00262629744354754	0.0236366769919279	49	191322	191330	9	1516	0.768484704332553	1	0.816682523419204	1
Block_699	13	68067778	68220805	0.00328535485102793	0.0229974839571955	168	79236	79242	7	109	0.381747658079625	1	0.821459675058548	1
Block_700	6	69420780	69488586	-0.00323388779467183	0.0226372145627028	79	240401	240407	7	209	0.407009294496487	1	0.823122804449649	1
Block_701	5	45724903	45889756	-0.00432434201207558	0.0216217100603779	66	218673	218677	5	1122	0.104235582552693	1	0.828941012880562	1
Block_702	15	76647171	76732628	0.00267972937560114	0.0214378350048091	185	100123	100130	8	6498	0.750925790398126	1	0.830263831967213	1
Block_703	21	21183162	21354552	0.00493309841728527	0.0197323936691411	217	171868	171871	4	78	0.0544020784543326	1	0.8418599970726	1
Block_704	6	95927547	96020209	0.00323481370860234	0.019408882251614	84	241971	241976	6	304	0.41466993559719	1	0.843567037470726	1
Block_705	6	65341479	65623935	0.00276059622148109	0.0193241735503676	79	240318	240324	7	209	0.705459601873536	1	0.844044569672131	1
Block_706	13	65249710	65393416	0.00298358224753307	0.0179014934851984	167	79136	79141	6	265	0.560189183255269	1	0.856604947306792	1
Block_707	13	71849589	72052452	0.00296224227762748	0.0177734536657649	169	79309	79314	6	923	0.574213261124122	1	0.857069672131147	1
Block_708	7	79609099	79648581	-0.0029284444850713	0.0175706669104278	98	257106	257111	6	643	0.596787177985948	1	0.85788568501171	1
Block_709	3	81258255	81304753.6666667	0.00281034049184461	0.0168620429510677	41	189358	189363	6	90	0.680854800936768	1	0.861151566159251	1
Block_710	13	57459782	57484443	0.00561139728530198	0.0168341918559059	166	78886	78888	3	20	0.0311786446135831	1	0.861314402810304	1
Block_711	14	46813592	46874779	0.00816945141801696	0.0163389028360339	174	84948	84949	2	41	0.00716298302107728	1	0.864589432084309	1
Block_712	14	45614314	45646416	-0.00322361243362018	0.0161180621681009	173	84904	84908	5	121	0.429292300936768	1	0.866382464871194	1
Block_713	2	194762699.5	194828571	-0.0053327074117387	0.0159981222352161	36	157268	157270	3	24	0.0399718237704918	1	0.867562573185012	1
Block_714	2	194448152	194448772	0.00702096014829881	0.0140419202965976	36	157260	157261	2	24	0.0134276200234192	1	0.88115668911007	1
Block_715	3	93560256	93685873.3333333	-0.0046491898574369	0.0139475695723107	46	189624	189626	3	37	0.0794331820843091	1	0.881762295081967	1
Block_716	5	100345604	100381772	-0.00339731455958522	0.0135892582383409	71	223173	223176	4	2650	0.355318720725995	1	0.884596384660422	1
Block_717	4	59941044	60018409	-0.0033033899716415	0.013213559886566	59	205546	205549	4	587	0.399074209601874	1	0.888947233606557	1
Block_718	2	115442503	115501996	0.00257003754782056	0.0128501877391028	32	150535	150539	5	1181	0.874533445550351	1	0.894882538056206	1
Block_719	7	76623419	76637484.6666667	0.00569036231399819	0.0113807246279964	98	256865	256866	2	643	0.0324484045667447	1	0.901877195550351	1
Block_720	14	46939278	46940266	-0.00561136429198349	0.011222728583967	174	84951	84952	2	41	0.0345049033957845	1	0.902962163348946	1
Block_721	14	47096230	47104140	0.00543809368165412	0.0108761873633082	174	84954	84955	2	41	0.039935231264637	1	0.905816378805621	1
Block_722	6	67178610	67278374	-0.00357322186356547	0.0107196655906964	79	240354	240356	3	209	0.293406030444965	1	0.90760575234192	1
Block_723	8	87586952	87632363	0.00263059890805897	0.0105223956322359	115	273144	273147	4	105	0.859854361826698	1	0.910595360070258	1
Block_724	14	47389300	47411755	0.00525673063055547	0.0105134612611109	174	84961	84962	2	41	0.0467707113583138	1	0.910787470725995	1
Block_725	13	60984566	61001645	-0.0033974409231298	0.0101923227693894	167	79023	79025	3	265	0.364541861826698	1	0.917026492974239	1
Block_726	14	45512287	45518464	-0.00328893800110591	0.00986681400331773	173	84895	84897	3	121	0.416164739461358	1	0.918040105386417	1
Block_727	14	42880966	42980608	0.00328092865298798	0.00984278595896394	173	84838	84840	3	121	0.420184426229508	1	0.918105971896956	1
Block_728	4	54052273	54075042	0.00275310930883281	0.00825932792649842	59	205087	205089	3	587	0.771997584894614	1	0.92662287763466	1
Block_729	1	104057485	104060286	-0.00402018426491356	0.00804036852982712	5	13837	13838	2	19	0.17397175058548	1	0.92921362704918	1
Block_730	1	192116518	192127465	0.00264916934714961	0.00794750804144884	16	20826	20828	3	280	0.864298521662763	1	0.930874926814988	1
Block_731	21	22663059	22696706	0.0039707722302905	0.00794154446058099	217	171908	171909	2	78	0.184645784543326	1	0.931015807962529	1
Block_732	14	22802613	22806469	0.0025796126467595	0.00773883794027849	172	83292	83294	3	1895	0.922608679742389	1	0.937414007611241	1
Block_733	3	120871756	120913195	-0.00381242944074045	0.00762485888148089	50	191840	191841	2	2947	0.224524297423888	1	0.939865705503513	1
Block_734	21	21580297	21580297	-0.00743460098926517	0.00743460098926517	217	171872	171872	1	78	0.0122804449648712	1	0.940282860070258	1
Block_735	14	42581186	42610342	0.00370620589489568	0.00741241178979136	173	84827	84828	2	121	0.25611643735363	1	0.940343237704918	1
Block_736	2	194702616	194702616	-0.00721395092282299	0.00721395092282299	36	157264	157264	1	24	0.0138136709601874	1	0.940884806791569	1
Block_737	6	100002534	100008922	-0.00278630210555423	0.00557260421110845	84	242165	242166	2	304	0.760198331381733	1	0.949948770491803	1
Block_738	2	194716174	194716174	0.00550988046167862	0.00550988046167862	36	157267	157267	1	24	0.0404548448477752	1	0.950794057377049	1
Block_739	1	192574382	192578467	-0.00268526837862121	0.00537053675724241	16	20870	20871	2	280	0.850539739461358	1	0.95331894028103	1
Block_740	7	85911733.5	85930749	0.00263939063132332	0.00527878126264664	99	257508	257509	2	183	0.894811182669789	1	0.955926156323185	1
Block_741	3	146465857	146498234	-0.00256852880800023	0.00513705761600046	51	194877	194878	2	1670	0.958891978922717	1	0.964624194964871	1
Block_742	2	194544746	194544746	-0.00351598592258411	0.00351598592258411	36	157262	157262	1	24	0.330498024004684	1	0.969783738290398	1
Block_743	7	118101150	118101150	-0.00335546797477217	0.00335546797477217	101	260550	260550	1	1382	0.401138026932084	1	0.970627195550351	1
Block_744	11	97727857	97727857	-0.00331400339447478	0.00331400339447478	156	54777	54777	1	23	0.421849385245902	1	0.970883343091335	1
Block_745	15	37867444	37867444	-0.003086654607237	0.003086654607237	185	94579	94579	1	6498	0.550907494145199	1	0.972747731264637	1
Block_746	5	99606013	99606013	0.00284749830905409	0.00284749830905409	71	223126	223126	1	2650	0.723278322599532	1	0.976079478922717	1
Block_747	4	45946199	45946199	-0.00271675517980597	0.00271675517980597	58	204717	204717	1	246	0.838361753512881	1	0.979619803864169	1
Block_748	6	69269829	69269829	0.00267479382197195	0.00267479382197195	79	240396	240396	1	209	0.879253878805621	1	0.981659836065574	1
Block_749	1	195164833	195164833	0.00264001727538415	0.00264001727538415	16	21035	21035	1	280	0.915350556206089	1	0.983972482435597	1
Block_750	1	192312134	192312134	-0.00260145940718759	0.00260145940718759	16	20839	20839	1	280	0.956561036299766	1	0.988010465456674	1
Block_751	4	43900946	43900946	-0.00256115228869664	0.00256115228869664	57	204690	204690	1	32	0.997934353044497	1	0.99834418911007	1
Block_752	11	97593082	97593082	0.00256047147404689	0.00256047147404689	156	54774	54774	1	23	0.99847775175644	1	0.998717432669789	1
