chr	start	end	H1	H2	H3	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51
chr4	160000001	162000000	0.721775207	0.776657619	0.781491644	0.747539239	0.740989011	0.755614451	0.753337473	0.750245339	0.746726108	0.782608696	0.75974789	0.729672382	0.740147783	0.74513848	0.755352895	0.745248416	0.761683792	0.783529412	0.757612333	0.771336711	0.715450922	0.729501866	0.757074015	0.757089002	0.772423622	0.758300862	0.741306467	0.756429652	0.742396482	0.773999509	0.74619215	0.735174419	0.745360551	0.755028848	0.762863535	0.730307076	0.759083587	0.753277932	0.728356591	0.760673482	0.716839677	0.560547156	0.728209934	0.66022603	0.539802065	0.744506121	0.755463059	0.695978016	0.742962056	0.742239686	0.731171815	0.748106061	0.7538163	0.742808219
chr4	162000001	164000000	0.741800513	0.7656036	0.768164171	0.751993042	0.73125464	0.751584666	0.753798873	0.74099723	0.734222222	0.75667854	0.759626604	0.732033129	0.760448083	0.748521631	0.777684914	0.735982176	0.746257485	0.770477148	0.754643794	0.769289827	0.723284237	0.729432751	0.754752094	0.7730339	0.774036697	0.734971902	0.738582352	0.761627907	0.741864644	0.773054371	0.732798717	0.72574103	0.742135817	0.74852459	0.764749813	0.734684617	0.765805705	0.755339227	0.72429971	0.75224178	0.725464191	0.599906118	0.705097087	0.63852459	0.461337761	0.713997047	0.776273372	0.641551247	0.744864865	0.735478298	0.726556129	0.74334221	0.747274778	0.741678225
chr4	164000001	166000000	0.735173484	0.773168103	0.745384459	0.757622312	0.70360753	0.75621462	0.758084838	0.737131091	0.739312268	0.734386988	0.755096154	0.715716374	0.732739421	0.738320143	0.759958434	0.730967742	0.737365591	0.743811992	0.756186798	0.763945875	0.707136929	0.7301019	0.76018247	0.7623368	0.766927499	0.745357036	0.7254463	0.753901373	0.758680556	0.758544069	0.738837841	0.758254415	0.731913416	0.748720137	0.747494596	0.727371339	0.76907994	0.750470887	0.729492651	0.706551298	0.715781957	0.535794037	0.670747633	0.540233723	0.491893954	0.712543798	0.753190465	0.637705849	0.735359227	0.735036872	0.728265525	0.711351067	0.752660203	0.729004837
chr4	166000001	168000000	0.753590504	0.782041866	0.755013288	0.776235354	0.71680519	0.791593476	0.783311297	0.749970695	0.749873674	0.752660623	0.765288588	0.743472068	0.74386921	0.77725243	0.761710037	0.765570105	0.774535809	0.777843022	0.77341482	0.784087912	0.735960935	0.731028768	0.761178388	0.789081695	0.783385289	0.771063786	0.741813985	0.778927171	0.748213009	0.787492762	0.752911105	0.754395456	0.766917293	0.764809903	0.765175383	0.759767892	0.769895917	0.754469818	0.748253525	0.724239978	0.675039246	0.562998182	0.723732041	0.619860627	0.558717435	0.737918216	0.755118534	0.6523918	0.73745438	0.753755955	0.715318256	0.744206512	0.770049681	0.768979834
chr4	168000001	170000000	0.772497704	0.808742225	0.796093064	0.789728236	0.752799311	0.799195808	0.784221077	0.785793686	0.744586614	0.790945639	0.776809149	0.76792495	0.783633842	0.772332823	0.775186265	0.766853106	0.75591598	0.777154608	0.794744496	0.814981337	0.753867225	0.757838559	0.795305969	0.805707526	0.805245536	0.793996731	0.770223464	0.787878788	0.763931104	0.796717312	0.781555245	0.783232628	0.778597354	0.776488678	0.787722772	0.763458991	0.780305298	0.776598412	0.771827024	0.731464501	0.730537418	0.619105362	0.73911553	0.664588119	0.597701149	0.75454875	0.787574117	0.702114681	0.763747012	0.780505033	0.757805724	0.750583355	0.786579457	0.763752171
chr4	170000001	172000000	0.777617774	0.80317132	0.78152891	0.791820276	0.757485301	0.80833428	0.781963928	0.780540308	0.762731753	0.798657718	0.786026201	0.771798845	0.774113255	0.7614113	0.771857052	0.77754491	0.779072651	0.783465929	0.796676344	0.812731559	0.766893211	0.748958767	0.793264634	0.799611595	0.792861181	0.791267884	0.766750982	0.790777496	0.764865729	0.800761019	0.780052103	0.80087995	0.790682122	0.779353607	0.781238059	0.765967366	0.785069235	0.774619757	0.771395617	0.765836299	0.731235431	0.594660194	0.725955414	0.665316298	0.615460075	0.762489475	0.794778825	0.705916813	0.774256271	0.782844913	0.756518082	0.760664112	0.783350628	0.769670759
chr4	172000001	174000000	0.782519544	0.809707242	0.797577389	0.7918135	0.77179984	0.787092482	0.797099237	0.778912852	0.764125069	0.777800202	0.790339931	0.766008378	0.775772162	0.786930091	0.803745611	0.787530477	0.790562379	0.787155382	0.788858467	0.807331	0.755897138	0.75620025	0.788098694	0.809451463	0.80681109	0.772355024	0.763061264	0.789773241	0.76693413	0.787819011	0.77693933	0.774846713	0.777993026	0.78299299	0.79533129	0.784911492	0.795929298	0.773561812	0.770684642	0.720743828	0.759000973	0.493426693	0.686196435	0.513402062	0.457809695	0.718698332	0.787990196	0.663212435	0.746514575	0.754973609	0.771808647	0.753673023	0.786762812	0.769544638
chr4	174000001	176000000	0.668194604	0.73723878	0.676488154	0.701728783	0.648274589	0.707863836	0.711475855	0.697501096	0.679457183	0.674658574	0.708357021	0.679313712	0.660630659	0.659015618	0.665997994	0.686363636	0.652948886	0.686426495	0.739042147	0.743742448	0.653691479	0.656820202	0.70987977	0.729470736	0.72593801	0.711924382	0.669522116	0.696764485	0.665214686	0.719928937	0.679254847	0.710217755	0.690548953	0.682005039	0.709009513	0.669231615	0.681081843	0.673956111	0.692110542	0.621334565	0.598723102	0.50702759	0.640625	0.50680071	0.451149425	0.672959933	0.685613208	0.591093117	0.654636092	0.680317041	0.638109306	0.636363636	0.717928377	0.658609048
chr4	176000001	178000000	0.752128988	0.785461888	0.773786196	0.762483131	0.739061098	0.763108614	0.776411403	0.762101399	0.756103516	0.758723479	0.765592017	0.734166729	0.745872218	0.773299748	0.766904519	0.754396604	0.738379023	0.777809798	0.771178141	0.788753421	0.725342998	0.746004397	0.763790513	0.772678379	0.777849741	0.756929321	0.736018426	0.775355218	0.750552251	0.768020687	0.751135453	0.761071195	0.762338117	0.751861378	0.755967646	0.747258104	0.753752795	0.765268954	0.742396099	0.702298532	0.705483029	0.4894785	0.674399474	0.568233387	0.473433632	0.699215524	0.769835234	0.636344713	0.743623571	0.743396919	0.74199536	0.73264189	0.760421491	0.743460913
chr4	178000001	180000000	0.771108623	0.792807931	0.792578497	0.788089998	0.758899517	0.776070764	0.792850078	0.770642202	0.759094378	0.788602628	0.784060208	0.745457265	0.754535357	0.792412503	0.777067803	0.779059706	0.771107994	0.789921405	0.771866458	0.788815735	0.746083663	0.755579046	0.78496732	0.793313953	0.789795098	0.776987783	0.76080521	0.794989899	0.763648694	0.784722981	0.772770206	0.762107161	0.781441196	0.760094027	0.783440815	0.763194532	0.778219791	0.783636364	0.743829787	0.758969907	0.756596661	0.565077665	0.729278183	0.61020479	0.527681661	0.75161006	0.778622211	0.682611506	0.756997455	0.776881216	0.763777778	0.780393243	0.770296576	0.773157739
chr4	180000001	182000000	0.739645626	0.771066732	0.756838201	0.747504621	0.714987715	0.765507682	0.778750171	0.738557714	0.74855352	0.753129959	0.759649783	0.717891668	0.737072105	0.753657888	0.780139373	0.75972676	0.73960164	0.770533687	0.757692486	0.77369933	0.71431057	0.731482582	0.763364608	0.754827218	0.771876462	0.731597541	0.726920855	0.773577334	0.73042341	0.76004308	0.737775972	0.74662778	0.741893491	0.760449938	0.757275667	0.750269107	0.755223881	0.748363107	0.714334784	0.691780822	0.718670726	0.483454708	0.643425283	0.521849964	0.430892825	0.683979565	0.761831276	0.632724108	0.723168843	0.732169118	0.721834945	0.722237762	0.748022847	0.739181458
chr4	182000001	184000000	0.739643204	0.785993167	0.778551173	0.773321569	0.738057476	0.760368281	0.772952274	0.746743738	0.753476198	0.760881189	0.773920518	0.72711788	0.749942223	0.738981893	0.768928901	0.755074161	0.750416281	0.772017528	0.768413778	0.771834719	0.719868068	0.734876774	0.76929368	0.775231944	0.782480594	0.762478001	0.73711966	0.764835519	0.749665775	0.776066777	0.752583483	0.746985831	0.746628651	0.75625	0.759287727	0.737325002	0.760960228	0.752895753	0.741171617	0.697875688	0.685146274	0.510662177	0.602685708	0.536317568	0.471905986	0.738061533	0.7694103	0.661646728	0.738095238	0.743778802	0.741381777	0.727443931	0.761912954	0.74295082
chr4	184000001	186000000	0.746131128	0.798554652	0.766787926	0.770545871	0.701707448	0.781414083	0.777255954	0.777990955	0.744050992	0.774587937	0.764228978	0.754454621	0.730485504	0.747416923	0.766777901	0.769797422	0.746126665	0.748648649	0.798962338	0.793011666	0.725975464	0.733067398	0.771299879	0.790684653	0.794475251	0.793669131	0.75852994	0.752835252	0.744801328	0.781566703	0.771769663	0.76140828	0.765240642	0.752727273	0.741067152	0.739502675	0.753653445	0.748085521	0.761643836	0.738045977	0.685222672	0.662547686	0.739204224	0.646512413	0.717213115	0.787164433	0.759344963	0.741674964	0.765705754	0.744548855	0.739738444	0.732175503	0.797109875	0.753550272
chr4	186000001	188000000	0.749200461	0.800365906	0.770803562	0.766149781	0.707816345	0.778065375	0.7723497	0.765823632	0.752489537	0.753443033	0.773040121	0.745940905	0.736549165	0.759810743	0.754432793	0.747447243	0.740172439	0.755694324	0.786489789	0.792671981	0.717781176	0.726779661	0.779859182	0.778355783	0.781228636	0.778469553	0.752258356	0.752593666	0.740789228	0.774851371	0.765159709	0.768193645	0.756168745	0.764701111	0.759958506	0.734269925	0.742798354	0.767098312	0.762871248	0.736462551	0.668122271	0.662194538	0.70961718	0.664228831	0.713046621	0.793203082	0.760088808	0.727870392	0.744078567	0.750472054	0.740171551	0.729353933	0.779350023	0.747843234
chr4	188000001	190000000	0.739126853	0.780062696	0.764253136	0.762298613	0.730481283	0.751865504	0.76734104	0.744862877	0.749661247	0.750896265	0.754205287	0.723095526	0.735921399	0.744550028	0.779485948	0.743868027	0.752907531	0.764802011	0.758517495	0.778867783	0.726231121	0.726957922	0.753026442	0.765668485	0.766857922	0.742769342	0.736248468	0.754247848	0.724414716	0.768003307	0.747924663	0.740322894	0.739912534	0.753143418	0.770013947	0.729674976	0.763816828	0.747982164	0.725893022	0.692220605	0.707924771	0.506071362	0.532208097	0.51738584	0.440486867	0.712948518	0.762624638	0.66491865	0.737953062	0.749104371	0.724225647	0.736377025	0.748487689	0.737302625
chr4	190000001	192000000	0.628626692	0.660971969	0.668867741	0.635503084	0.615192195	0.66865288	0.653038826	0.661185734	0.666459112	0.647564867	0.64856342	0.632675764	0.668313338	0.6359786	0.657410202	0.640897098	0.628119991	0.655027044	0.66195001	0.674516958	0.609508359	0.62406125	0.650517977	0.667626106	0.658657634	0.659414057	0.622728436	0.640215611	0.632453568	0.647925311	0.643290241	0.622460022	0.632459741	0.63562341	0.653517193	0.655081441	0.637163277	0.63062736	0.643050019	0.609670056	0.633450567	0.412461606	0.462876101	0.417818009	0.40206342	0.607149565	0.65129626	0.554470709	0.641402908	0.642133492	0.624196376	0.620075673	0.667413214	0.626971111
chr5	1	2000000	0.731792669	0.762182388	0.742564795	0.750881853	0.684876048	0.770297802	0.773615354	0.764522275	0.732377419	0.733314506	0.744259893	0.726607336	0.722615341	0.719689542	0.72377586	0.748294321	0.698260348	0.721141451	0.778194164	0.779407062	0.706968503	0.703383247	0.769308729	0.758256173	0.771057331	0.760442682	0.729293154	0.732298045	0.712783852	0.756772699	0.752077287	0.75008542	0.742547653	0.75257496	0.74290674	0.719988564	0.736219573	0.730173293	0.745999206	0.693328065	0.649746996	0.518921197	0.611588997	0.522513483	0.558475958	0.74732137	0.727803379	0.663917121	0.720738722	0.709764243	0.708201893	0.719870395	0.757247531	0.716479701
chr5	2000001	4000000	0.688864327	0.758115297	0.701469891	0.705281195	0.667743109	0.726603504	0.719884003	0.709495839	0.708950062	0.699219879	0.712327421	0.678895301	0.686857504	0.69269332	0.691891892	0.689251962	0.67934988	0.706963737	0.720924057	0.739399741	0.670420574	0.663677955	0.709677419	0.718821191	0.731913005	0.69577125	0.680138497	0.70540966	0.682151373	0.73258153	0.699142732	0.700326971	0.699230205	0.708350207	0.715970381	0.682920792	0.700093067	0.683189829	0.686063451	0.626074499	0.612203732	0.406918169	0.45614658	0.372694135	0.308656269	0.650641783	0.673680837	0.549450549	0.66074728	0.69163718	0.679267384	0.643635903	0.705416969	0.681828074
chr5	4000001	6000000	0.727872639	0.768793343	0.742449901	0.757279876	0.710409784	0.761554042	0.759342784	0.739001441	0.730201863	0.753258633	0.749260459	0.722868664	0.721961398	0.711255814	0.751617076	0.742894911	0.730474732	0.756235134	0.754299427	0.766099948	0.715101324	0.710678035	0.753844882	0.755359089	0.772775145	0.739296028	0.730933415	0.741052382	0.72695125	0.754048326	0.741504743	0.730029586	0.736769877	0.746688207	0.757095159	0.709044908	0.753424658	0.735678092	0.715106898	0.700610662	0.699270557	0.410472581	0.50357899	0.438120896	0.405386603	0.714017589	0.739398205	0.630414121	0.71377725	0.730941704	0.717903791	0.697126437	0.727664155	0.717734855
chr5	6000001	8000000	0.734266269	0.77650988	0.751542416	0.747584541	0.706218195	0.75607244	0.764736513	0.746743849	0.726819719	0.744875178	0.753902291	0.723901025	0.703131796	0.72733564	0.752555762	0.750206271	0.71370826	0.736515966	0.761135234	0.765522534	0.706353531	0.718610799	0.74842818	0.767924859	0.772152728	0.751249194	0.726296748	0.745523246	0.715422551	0.761857252	0.732468413	0.741775355	0.742891663	0.727586557	0.720604773	0.707795762	0.756117623	0.745781405	0.730298061	0.697389529	0.68940065	0.478383316	0.554385293	0.53352629	0.480501253	0.731951168	0.750269438	0.641860465	0.716641051	0.733142857	0.71893404	0.696281989	0.73773216	0.726022089
chr5	8000001	10000000	0.728489068	0.764224751	0.750484684	0.752312204	0.707266311	0.746212121	0.750570853	0.739148846	0.73165362	0.751126464	0.739154463	0.709312573	0.726371447	0.745258103	0.735997578	0.745782432	0.720553669	0.756902861	0.749099331	0.763724987	0.716073678	0.707572614	0.730626524	0.756732695	0.760416667	0.733893557	0.714317586	0.753891715	0.726148137	0.75325346	0.722195647	0.731284989	0.723296252	0.747381309	0.748209574	0.723832706	0.736941656	0.72756663	0.710425174	0.691876751	0.676978256	0.411497731	0.576201491	0.510324484	0.432368731	0.717910749	0.738000468	0.621737576	0.701577909	0.734354628	0.717816887	0.696285849	0.727698994	0.733333333
chr5	10000001	12000000	0.759263521	0.798082268	0.765492958	0.76	0.735385411	0.789596413	0.769255051	0.76743215	0.73611855	0.764126434	0.763247125	0.7625309	0.735866543	0.739667962	0.775743163	0.777628334	0.734733158	0.757291339	0.785791222	0.793256997	0.717676935	0.729562945	0.764446935	0.792162146	0.790121897	0.787687891	0.75661397	0.774601247	0.760043431	0.790357749	0.739009557	0.764689266	0.770896785	0.773811952	0.758885299	0.72500197	0.759900723	0.759948291	0.746430999	0.724059293	0.685063446	0.48835557	0.715235122	0.581447964	0.687163801	0.790660927	0.758029311	0.67453565	0.740196798	0.72982496	0.739813924	0.717418435	0.772022242	0.752075319
chr5	12000001	14000000	0.765046867	0.775733928	0.775297258	0.764190373	0.745749353	0.765600624	0.773874013	0.772523342	0.778706199	0.768713832	0.763583441	0.739517154	0.761482053	0.777339346	0.778409091	0.778886386	0.758044554	0.790141584	0.774119449	0.779353165	0.737748095	0.732027828	0.77617801	0.781545615	0.792257264	0.761546664	0.744920128	0.776872368	0.758488499	0.788662184	0.749964423	0.752220249	0.774470232	0.762254137	0.777703156	0.748071258	0.774700855	0.75168486	0.748506799	0.736434109	0.744144678	0.508536875	0.724417731	0.616384522	0.496884735	0.765073862	0.789662797	0.674629507	0.756731662	0.745997233	0.755282555	0.722190035	0.751984127	0.757784912
chr5	14000001	16000000	0.74993865	0.797818079	0.786265095	0.784428521	0.734166104	0.790543003	0.772879464	0.770845935	0.766305346	0.780318314	0.774214565	0.763248337	0.754191263	0.775881902	0.7762696	0.781713527	0.768207856	0.775350257	0.786852963	0.800170855	0.742286966	0.743216002	0.786740692	0.788209081	0.795425836	0.793900185	0.774450262	0.781869349	0.763956311	0.792590787	0.782418834	0.784040344	0.766797728	0.762463033	0.769487751	0.735261402	0.76659113	0.77477948	0.77456245	0.730910918	0.697268466	0.570048309	0.676508989	0.623411824	0.604731183	0.790290812	0.766445691	0.696223526	0.771009674	0.753457607	0.757315522	0.72110059	0.781069795	0.767268403
chr5	16000001	18000000	0.778635977	0.809209641	0.796190222	0.789895616	0.762311051	0.78475295	0.783294761	0.791979343	0.772614841	0.780601716	0.786392954	0.767706286	0.776806259	0.782664704	0.784953704	0.789438798	0.756139025	0.785714286	0.788018634	0.798024892	0.743087688	0.758293314	0.792712355	0.793220737	0.804049844	0.781892686	0.75968022	0.785747856	0.765591139	0.802880852	0.783218658	0.773074385	0.776937458	0.770061402	0.786634046	0.757255307	0.778846154	0.772347826	0.760368217	0.731692402	0.73800457	0.436496468	0.520994256	0.461958376	0.389092712	0.74245713	0.802687747	0.611945905	0.740493662	0.759109549	0.747051323	0.73224135	0.76424772	0.765348022
chr5	18000001	20000000	0.745667895	0.776370473	0.783054506	0.75337931	0.738771425	0.761122519	0.769267592	0.738851766	0.738404977	0.750678119	0.775537485	0.733969741	0.743426633	0.763387298	0.757972914	0.752238806	0.753846154	0.775119617	0.764537087	0.777007784	0.729521027	0.726922803	0.762082743	0.777076496	0.794144473	0.745258076	0.735843851	0.771131594	0.747695853	0.782878884	0.746328225	0.746022125	0.745934677	0.759725765	0.768463074	0.742222871	0.768671007	0.760445962	0.723892838	0.70973044	0.722148541	0.43138454	0.659052738	0.492561983	0.355783075	0.697290659	0.76100434	0.58094028	0.720226378	0.747377435	0.736055511	0.725210629	0.743583291	0.747923875
chr5	20000001	22000000	0.753275976	0.77270884	0.774774775	0.758450007	0.740795623	0.765824542	0.757127107	0.744505495	0.755911718	0.745411865	0.763932049	0.73164557	0.767180342	0.777939464	0.776688453	0.743911439	0.785603475	0.773213707	0.750040701	0.777915043	0.734143423	0.743336624	0.764735017	0.774421437	0.777162064	0.74956118	0.738867329	0.76845126	0.741019372	0.774404304	0.749548959	0.73612191	0.762119069	0.75	0.77734104	0.735784032	0.770338248	0.769766566	0.729147511	0.729982466	0.743620178	0.502182904	0.701071081	0.528697934	0.413724591	0.725978921	0.768621236	0.624089253	0.736275862	0.742768595	0.724676724	0.72595719	0.753778888	0.742311034
chr5	22000001	24000000	0.730172052	0.769397828	0.766276219	0.755663655	0.713188528	0.74640952	0.766046888	0.736932645	0.732826577	0.757786885	0.757447296	0.723961604	0.741666667	0.746321366	0.766694844	0.739130435	0.741522491	0.778635347	0.75217919	0.755530871	0.715314594	0.719366762	0.747383383	0.762056564	0.768051118	0.741976449	0.733108564	0.750267224	0.741832669	0.753322364	0.750831569	0.725320608	0.735422343	0.744889616	0.761536603	0.734783887	0.760779361	0.746636129	0.724328492	0.70249461	0.716757741	0.459196406	0.709373001	0.524867374	0.368101029	0.722947105	0.760182371	0.625877633	0.727087576	0.725715525	0.719493278	0.729896239	0.739933913	0.72967614
chr5	24000001	26000000	0.738863077	0.787687932	0.778163915	0.763078687	0.71862251	0.760197601	0.763949894	0.752285071	0.732612507	0.763522285	0.760899814	0.727532228	0.744052863	0.747213115	0.76473175	0.766271125	0.756737072	0.777950139	0.763108922	0.772567409	0.732144687	0.729016277	0.754840433	0.762589323	0.781007929	0.744342189	0.728649386	0.759021889	0.747616149	0.76913362	0.749719056	0.737636081	0.752641824	0.756941062	0.768274112	0.75053143	0.762026311	0.752580419	0.728222524	0.730503796	0.728084157	0.449651678	0.707372524	0.518772445	0.362063542	0.696455239	0.779819371	0.620281832	0.72179289	0.748486159	0.71823513	0.735045514	0.740416774	0.745684498
chr5	26000001	28000000	0.777391062	0.792923201	0.814979196	0.775786029	0.761994356	0.764630682	0.792289797	0.762501667	0.773088517	0.769506726	0.777660942	0.74889258	0.802804557	0.759373981	0.797966963	0.762540599	0.771766392	0.7814389	0.771699048	0.789671452	0.764616476	0.756844254	0.781200212	0.792032806	0.795671726	0.762120684	0.75657806	0.784934087	0.757079288	0.803855171	0.763404826	0.769730049	0.773631163	0.775669265	0.793589121	0.774037736	0.786139374	0.768656716	0.742857143	0.739782016	0.759259259	0.50262605	0.712240631	0.456980248	0.362399114	0.710687593	0.79804878	0.629813665	0.74494825	0.761409851	0.737821081	0.737483531	0.754552449	0.7695962
chr5	28000001	30000000	0.758682967	0.786776527	0.799155609	0.770375829	0.758388425	0.765935369	0.772136332	0.7610748	0.742398164	0.783118675	0.785166873	0.738709989	0.758652947	0.787094661	0.785204991	0.76905041	0.766344725	0.764727273	0.775177506	0.799498505	0.725690464	0.728808469	0.788564003	0.768644818	0.800748179	0.762262756	0.752369501	0.764158659	0.751966874	0.798305768	0.746275986	0.774044586	0.777019499	0.785604639	0.778268781	0.766610143	0.786389803	0.756866085	0.72704577	0.698134754	0.733947975	0.568891281	0.709952937	0.644106464	0.345658073	0.699046532	0.784423267	0.611240611	0.731648293	0.764595983	0.718458296	0.723671179	0.752662084	0.769422222
chr5	30000001	32000000	0.767604957	0.798332547	0.807436466	0.789188061	0.763336329	0.792193751	0.798611111	0.780345679	0.750851064	0.793185978	0.774343776	0.768233495	0.759153318	0.76055409	0.786537295	0.781429745	0.783318426	0.76719017	0.794352872	0.800762934	0.751143184	0.757718781	0.788234199	0.796244977	0.801244933	0.790246168	0.769549532	0.777487281	0.754365371	0.793286713	0.778981708	0.783833295	0.790632172	0.776586238	0.786280593	0.765227613	0.776820568	0.774545711	0.752909483	0.737883683	0.752140411	0.491445316	0.651211672	0.526327633	0.498873473	0.776627402	0.788381743	0.652362584	0.768685927	0.782285629	0.74850075	0.751130199	0.780008826	0.793505517
chr5	32000001	34000000	0.762853415	0.809002433	0.798685417	0.79742263	0.732699647	0.804818572	0.799663906	0.784678702	0.767077706	0.780673872	0.771267429	0.763827973	0.772232546	0.766043867	0.766786263	0.78781413	0.751875247	0.778197158	0.791439572	0.79944992	0.747627348	0.752323587	0.787722878	0.795419123	0.784460798	0.79027827	0.767917457	0.772824952	0.752431712	0.78687511	0.764623257	0.778573026	0.776310754	0.766811919	0.781240768	0.750474924	0.776638378	0.777167316	0.76994317	0.759107143	0.726130653	0.563492063	0.686550858	0.591033673	0.633525509	0.777763692	0.775639828	0.718379447	0.761114495	0.759551775	0.759635237	0.742374199	0.777660695	0.764132554
chr5	34000001	36000000	0.764311094	0.805072103	0.785796482	0.789944832	0.753591714	0.804956897	0.795515937	0.780468201	0.765819861	0.780349168	0.791631659	0.77987055	0.764833799	0.775978408	0.798454221	0.763993076	0.785698423	0.774103363	0.797237716	0.796517777	0.745922682	0.753195303	0.787362086	0.800661646	0.797137665	0.796359722	0.778700745	0.786532634	0.773105498	0.787625584	0.771573021	0.774783446	0.778114866	0.779658758	0.772853639	0.751001898	0.803074094	0.789188438	0.777016401	0.769196823	0.73239144	0.620609608	0.751093826	0.675126904	0.712839206	0.805078929	0.76320735	0.76045873	0.768773636	0.767180475	0.765173001	0.752727273	0.791570705	0.767823765
chr5	36000001	38000000	0.785153	0.824533418	0.802250538	0.809420146	0.761239227	0.821091889	0.803855721	0.79086758	0.745332494	0.785506094	0.786196293	0.786524823	0.757262007	0.765099223	0.783406114	0.795415959	0.767501606	0.790509549	0.822184249	0.822449493	0.753865721	0.747903075	0.807248615	0.82742616	0.806064157	0.812661075	0.785533735	0.798472663	0.775096813	0.806527909	0.78722197	0.78230109	0.77877095	0.796361355	0.764859569	0.770324992	0.774761457	0.791252205	0.792213671	0.782374845	0.736001617	0.61237525	0.742426071	0.704936594	0.675497528	0.812658888	0.782518641	0.734057855	0.771513845	0.780579319	0.772894482	0.773330335	0.804247063	0.77530188
chr5	38000001	40000000	0.76	0.786041371	0.779202022	0.772765688	0.732126316	0.796370314	0.777947348	0.770773355	0.755136268	0.771269773	0.768962585	0.758618447	0.751403618	0.754837241	0.782380216	0.737152485	0.746898263	0.775065161	0.779805653	0.798389065	0.730358077	0.746959476	0.789065492	0.792797671	0.786248132	0.786089114	0.772676027	0.768423323	0.770782396	0.784945154	0.757720254	0.779791519	0.774246972	0.771053309	0.764201501	0.738265465	0.768880557	0.767902305	0.75125399	0.725408028	0.68974042	0.518675889	0.686103262	0.513177008	0.476848915	0.777762849	0.762951998	0.664773676	0.780962683	0.764904057	0.741254753	0.730893186	0.767368893	0.75819568
chr5	40000001	42000000	0.760025873	0.781710311	0.764705882	0.774751106	0.730546131	0.779567727	0.78045665	0.756131131	0.744069216	0.764066744	0.760196122	0.742061873	0.757090012	0.731986735	0.757254902	0.758527524	0.738752715	0.766079433	0.786171966	0.792530692	0.726476225	0.734248284	0.782836472	0.784463709	0.781414597	0.778389659	0.764866409	0.760732791	0.73718564	0.772732747	0.764871681	0.760512673	0.754174757	0.750546704	0.763468013	0.732363543	0.77815456	0.756530355	0.761715539	0.770501475	0.72697278	0.585665872	0.704337386	0.617449664	0.545126945	0.772236076	0.750354208	0.678622964	0.758595642	0.75973025	0.74491353	0.738801792	0.778737997	0.759974363
chr5	42000001	44000000	0.73389555	0.788070175	0.747302669	0.754153545	0.714483835	0.76589698	0.766161753	0.732612883	0.716573816	0.734866469	0.762001104	0.737138378	0.733353511	0.733537881	0.753303965	0.742815675	0.724105461	0.735294118	0.777639483	0.782490484	0.693681029	0.705371861	0.759131598	0.777903384	0.774283662	0.762642161	0.737203464	0.756850346	0.722517177	0.780256384	0.7405116	0.738190452	0.748655914	0.750743846	0.74388049	0.728747143	0.758046302	0.741755299	0.75931949	0.707521475	0.669830788	0.576039861	0.707836571	0.630684233	0.649584488	0.755135095	0.734378139	0.708878183	0.744204322	0.74166402	0.720948462	0.697916667	0.76226594	0.743731128
chr5	44000001	46000000	0.705162638	0.752492414	0.722126437	0.723608153	0.691712146	0.734295921	0.733915523	0.715929572	0.714459665	0.726180258	0.740722229	0.696360728	0.700559701	0.723332205	0.757349715	0.720627631	0.713887784	0.733562823	0.732938045	0.753971572	0.693162209	0.690696826	0.721083661	0.741339492	0.737393909	0.725519944	0.71065616	0.72851055	0.704624872	0.749280723	0.72462752	0.707559682	0.723293982	0.72559946	0.74	0.701522374	0.730318258	0.728046833	0.713319908	0.703847511	0.656175163	0.484945192	0.655608755	0.432840948	0.393006525	0.714843101	0.718118582	0.597530864	0.685222672	0.714349476	0.714087246	0.688746439	0.7267645	0.710209146
chr5	46000001	48000000	0.654574132	0.637905605	0.60438293	0.582881907	0.59148728	0.620669746	0.658970976	0.632716049	0.632978723	0.64813278	0.665174575	0.581245526	0.610169492	0.633199465	0.667256637	0.561042524	0.580508475	0.620556745	0.617572838	0.648860665	0.560507107	0.580005829	0.608094262	0.654217643	0.619316296	0.632634864	0.601481874	0.619305019	0.593333333	0.664194915	0.609787508	0.593732194	0.592411924	0.632982021	0.655521783	0.596164693	0.593597773	0.600220264	0.58988764	0.582369942	0.591448931	0.374005305	0.625842009	0.354054054	0.319461444	0.568430132	0.606651376	0.507490637	0.595145631	0.585483871	0.592827004	0.614873838	0.600760456	0.569752282
chr5	48000001	50000000	0.722796353	0.755444484	0.736928105	0.720211161	0.683964625	0.735093929	0.739264665	0.746928166	0.724455206	0.735137059	0.739960735	0.721562735	0.728919861	0.717776713	0.745179063	0.75943662	0.739383362	0.728744939	0.747386085	0.755253399	0.687115597	0.716528268	0.71748377	0.753020611	0.742959856	0.731239635	0.71906074	0.74595806	0.711990111	0.763616792	0.722367732	0.712531969	0.714787907	0.729961832	0.72045264	0.718152866	0.738130785	0.711010655	0.691044393	0.704900377	0.673349633	0.450492611	0.69682908	0.394366197	0.460540254	0.710745891	0.737982039	0.61470957	0.686794092	0.721222411	0.711165049	0.698807157	0.743620607	0.704774536
