V1	V2	V3
20396	UBL7-AS1	0	
20397	CLK3	0	
20398	CYP1A1	0	
20399	CYP1A2	5	29692210;28520383;26827407;12452751;11130219
20400	CSK	0	
20401	MIR4513	0	
20402	LMAN1L	0	
20403	CPLX3	0	
20404	ULK3	0	
20405	MIR6882	0	
20406	SCAMP2	0	
20407	MPI	18	31366795;31257445;31050712;30533002;30421379;27773398;27295351;26902485;26676028;25591725;25588799;25156166;24379127;22077881;23550424;21660915;17908706;17128315
20408	FAM219B	0	
20409	COX5A	0	
20410	RPP25	0	
20411	SCAMP5	0	
20412	PPCDC	0	
20413	LOC105376731	0	
20414	GOLGA6C	0	
20415	GOLGA6D	0	
20416	NEIL1	0	
20417	MIR631	0	
20418	MAN2C1	0	
20419	SIN3A	0	
20420	IMP3	0	
20421	SNX33	0	
20422	CSPG4	1	29018034
20423	ODF3L1	0	
20424	MIR4313	0	
20425	FBXO22	0	
20426	FBXO22-AS1	0	
20427	LOC101929439	0	
20428	TYRO3P	0	
20429	ISL2	0	
20430	MIR3713	0	
20431	RCN2	0	
20432	PSTPIP1	0	
20433	TSPAN3	0	
20434	LINC00597	0	
20435	LOC101929457	0	
20436	LINGO1-AS1	0	
20437	LINGO1-AS2	0	
20438	LOC645752	0	
20439	LOC91450	0	
20440	TBC1D2B	0	
20441	SH2D7	0	
20442	CIB2	0	
20443	IDH3A	0	
20444	DNAJA4	0	
20445	WDR61	0	
20446	CRABP1	0	
20447	HYKK	0	
20448	PSMA4	0	
20449	CHRNA5	0	
20450	CHRNB4	0	
20451	LOC646938	0	
20452	ADAMTS7	0	
20453	CTSH	0	
20454	MIR184	0	
20455	ANKRD34C	0	
20456	KIAA1024	0	
20457	MTHFS	0	
20458	ST20-MTHFS	0	
20459	BCL2A1	1	17341615
20460	ZFAND6	0	
20461	LINC01314	0	
20462	LOC101929586	0	
20463	MIR5572	0	
20464	MIR549A	0	
20465	MIR4514	0	
20466	MESDC1	0	
20467	CFAP161	0	
20468	STARD5	0	
20469	MEX3B	0	
20470	LINC01583	0	
20471	ADAMTS7P1	0	
20472	GOLGA6L9	0	
20473	RPS17	0	
20474	GOLGA6L10	0	
20475	UBE2Q2P2	0	
20476	LOC102724034	0	
20477	GOLGA2P10	0	
20478	CPEB1-AS1	0	
20479	LOC338963	0	
20480	ACTG1P17	0	
20481	SNHG21	0	
20482	FSD2	0	
20483	SCARNA15	0	
20484	HOMER2	0	
20485	FAM103A1	0	
20486	C15orf40	0	
20487	BTBD1	0	
20488	MIR4515	0	
20489	TM6SF1	0	
20490	HDGFRP3	0	
20491	BNC1	0	
20492	EFTUD1P1	0	
20493	DNM1P41	0	
20494	UBE2Q2L	0	
20495	LOC440300	0	
20496	GOLGA2P7	0	
20497	GOLGA6L4	0	
20498	LOC103171574	0	
20499	GOLGA6L5P	0	
20500	UBE2Q2P1	0	
20501	LINC00933	0	
20502	ZSCAN2	0	
20503	SCAND2P	0	
20504	NMB	0	
20505	SEC11A	0	
20506	ALPK3	0	
20507	LOC642423	0	
20508	GOLGA6L3	0	
20509	MIR7706	0	
20510	LOC101929679	0	
20511	KLHL25	0	
20512	MIR1276	0	
20513	MIR548AP	0	
20514	AGBL1-AS1	0	
20515	LOC105370954	0	
20516	LOC102724452	0	
20517	LINC00052	0	
20518	NTRK3-AS1	0	
20519	MRPL46	0	
20520	MRPS11	0	
20521	DET1	0	
20522	MIR1179	1	23408906
20523	MIR7-2	0	
20524	MIR3529	0	
20525	AEN	0	
20526	ISG20	0	
20527	HAPLN3	0	
20528	MFGE8	0	
20529	RLBP1	0	
20530	FANCI	0	
20531	POLG	0	
20532	MIR6766	0	
20533	MIR9-3	0	
20534	RHCG	0	
20535	LINC00928	0	
20536	TICRR	0	
20537	PLIN1	0	
20538	PEX11A	0	
20539	WDR93	0	
20540	MESP1	0	
20541	MESP2	0	
20542	ANPEP	0	
20543	AP3S2	0	
20544	MIR5094	0	
20545	MIR5009	0	
20546	ARPIN	0	
20547	MIR3174	0	
20548	IDH2	0	
20549	SEMA4B	0	
20550	CIB1	1	22547769
20551	GDPGP1	0	
20552	TTLL13P	0	
20553	NGRN	0	
20554	GABARAPL3	0	
20555	ZNF774	0	
20556	LINC01585	0	
20557	FURIN	1	28990508
20558	FES	3	29433933;29284999;25417018
20559	MAN2A2	0	
20560	HDDC3	0	
20561	RCCD1	0	
20562	PRC1	0	
20563	PRC1-AS1	0	
20564	VPS33B	0	
20565	LOC101926911	0	
20566	ST8SIA2	0	
20567	LOC104613533	0	
20568	C15orf32	0	
20569	LINC00930	0	
20570	ASB9P1	0	
20571	LINC01578	0	
20572	MIR3175	0	
20573	RGMA	0	
20574	LOC101927153	0	
20575	LINC01579	0	
20576	LOC440311	0	
20577	LINC01197	0	
20578	LINC00924	0	
20579	NR2F2	0	
20580	MIR1469	0	
20581	SPATA8-AS1	0	
20582	SPATA8	0	
20583	LOC101927310	0	
20584	ARRDC4	0	
20585	LINC01582	0	
20586	FAM169B	0	
20587	IRAIN	0	
20588	MIR4714	0	
20589	PGPEP1L	0	
20590	LUNAR1	0	
20591	SYNM	0	
20592	HSP90B2P	0	
20593	DNM1P46	0	
20594	SPATA41	0	
20595	PRKXP1	0	
20596	LOC102723335	0	
20597	LINS1	0	
20598	CHSY1	0	
20599	SELENOS	0	
20600	SNRPA1	0	
20601	LOC100507472	0	
20602	PCSK6-AS1	0	
20603	TM2D3	0	
20604	LOC100128108	0	
20605	OR4F6	0	
20606	OR4F15	0	
20607	OR4F13P	0	
20608	OR4F4	0	
20609	FAM138E	0	
20610	MIR1302-10	0	
20611	WASH3P	0	
20612	DDX11L9	0	
20613	CBFB	0	
20614	LCMT1	0	
20615	ADCY7	0	
20616	TMEM170A	0	
20617	NTHL1	0	
20618	ZSCAN10	0	
20619	RBFOX1	0	
20620	ATF7IP2	0	
20621	SNX29	0	
20622	PARN	0	
20623	KIAA0430	0	
20624	SMG1	0	
20625	DNAH3	0	
20626	C16orf52	0	
20627	PRKCB	0	
20628	NSMCE1	0	
20629	SBK1	0	
20630	SNX29P2	0	
20631	ZNF48	0	
20632	LINC01566	0	
20633	ITFG1-AS1	0	
20634	ABCC11	0	
20635	RBL2	1	30627556
20636	LPCAT2	1	23408906
20637	ADGRG1	0	
20638	CDH8	0	
20639	CDH11	0	
20640	NFATC3	3	31693733;27642643;16389460
20641	SMG1P7	0	
20642	LINC01572	0	
20643	CLEC18B	0	
20644	CNTNAP4	0	
20645	WWOX	0	
20646	CDYL2	0	
20647	CDH13	1	28584231
20648	LOC101928446	0	
20649	CRISPLD2	0	
20650	BANP	0	
20651	FAM157C	0	
20652	MPG	11	30725171;29133944;28701305;28103203;26089844;25234195;24998192;21880017;20562495;20329496;10147785
20653	LUC7L	0	
20654	AXIN1	0	
20655	RAB11FIP3	0	
20656	RAB40C	0	
20657	NARFL	0	
20658	LMF1	0	
20659	UNKL	0	
20660	IFT140	0	
20661	CRAMP1	0	
20662	NUBP2	0	
20663	HS3ST6	0	
20664	CASKIN1	0	
20665	ABCA3	0	
20666	CCNF	0	
20667	PDPK1	0	
20668	KCTD5	0	
20669	KREMEN2	0	
20670	ZNF200	0	
20671	CREBBP	0	
20672	ADCY9	0	
20673	CORO7-PAM16	0	
20674	CORO7	0	
20675	CDIP1	0	
20676	MGRN1	0	
20677	ROGDI	0	
20678	PPL	0	
20679	C16orf89	0	
20680	ABAT	0	
20681	PMM2	0	
20682	USP7	0	
20683	GRIN2A	0	
20684	TEKT5	0	
20685	TVP23A	0	
20686	CIITA	0	
20687	CLEC16A	0	
20688	LITAF	1	23166209
20689	TXNDC11	0	
20690	CPPED1	0	
20691	SHISA9	0	
20692	ERCC4	0	
20693	MKL2	1	29452776
20694	MIR193BHG	0	
20695	NPIPA3	0	
20696	NOMO1	0	
20697	PDXDC1	0	
20698	PKD1P6-NPIPP1	0	
20699	NPIPA5	0	
20700	C16orf45	0	
20701	MYH11	0	
20702	ABCC1	0	
20703	ABCC6	0	
20704	NOMO3	0	
20705	XYLT1	0	
20706	TMC7	0	
20707	SYT17	0	
20708	GDE1	0	
20709	C16orf62	0	
20710	IQCK	0	
20711	GPR139	0	
20712	ACSM5	0	
20713	ACSM2B	0	
20714	LOC81691	0	
20715	SNX29P1	0	
20716	SMG1P3	0	
20717	METTL9	0	
20718	OTOA	0	
20719	VWA3A	0	
20720	EEF2K	0	
20721	MFSD13B	0	
20722	NPIPB5	0	
20723	SCNN1G	0	
20724	SCNN1B	0	
20725	COG7	0	
20726	NDUFAB1	0	
20727	ERN2	0	
20728	TNRC6A	0	
20729	SLC5A11	0	
20730	HS3ST4	0	
20731	GTF3C1	0	
20732	KIAA0556	0	
20733	GSG1L	0	
20734	XPO6	0	
20735	SGF29	0	
20736	EIF3C	0	
20737	ATXN2L	0	
20738	NFATC2IP	0	
20739	RRN3P2	0	
20740	SMG1P2	0	
20741	SEZ6L2	0	
20742	INO80E	0	
20743	FBRS	0	
20744	FBXL19-AS1	0	
20745	FUS	0	
20746	ITGAM	0	
20747	ANKRD26P1	0	
20748	MYLK3	0	
20749	GPT2	0	
20750	ITFG1	0	
20751	PHKB	0	
20752	LONP2	0	
20753	N4BP1	0	
20754	C16orf78	0	
20755	ZNF423	0	
20756	CNEP1R1	0	
20757	PAPD5	0	
20758	NKD1	0	
20759	CASC22	0	
20760	TOX3	0	
20761	LOC105371267	0	
20762	CHD9	0	
20763	FTO	2	27974350;25940230
20764	SLC6A2	0	
20765	CES5A	0	
20766	GNAO1	0	
20767	OGFOD1	0	
20768	CETP	6	27957173;27957053;24615107;18956684;18393253;16623947
20769	CPNE2	0	
20770	CX3CL1	1	25301077
20771	KIFC3	0	
20772	CNGB1	0	
20773	MMP15	0	
20774	CSNK2A2	0	
20775	PRSS54	0	
20776	CNOT1	0	
20777	LINC02141	0	
20778	LINC00922	0	
20779	CMTM4	0	
20780	NAE1	0	
20781	CES2	0	
20782	LRRC36	0	
20783	ATP6V0D1	0	
20784	CTCF	2	31636200;31321287
20785	RANBP10	0	
20786	NUTF2	0	
20787	DPEP2	0	
20788	PLA2G15	0	
20789	SMPD3	0	
20790	CDH3	0	
20791	CDH1	0	
20792	TANGO6	0	
20793	SNTB2	0	
20794	CYB5B	0	
20795	NFAT5	0	
20796	WWP2	0	
20797	CLEC18A	0	
20798	DDX19A	0	
20799	COG4	0	
20800	IL34	0	
20801	VAC14	0	
20802	HYDIN	0	
20803	CHST4	0	
20804	PHLPP2	1	30678657
20805	AP1G1	0	
20806	IST1	0	
20807	HP	21	31600006;31588620;30948084;30737531;30595324;30197242;30067486;29441748;29426634;29060560;28268929;25960645;25604621;19355997;16915749;16815988;11696836;11306312;9631271;8992405
20808	ZFHX3	40	31169720;31152485;30808078;30760287;30180182;29754254;29194452;28460022;28381281;28129963;28007413;27796860;27261248;27158361;26930642;26631084;26272656;26267381;26243430;26221345
20809	GLG1	0	
20810	MLKL	0	
20811	WDR59	0	
20812	ZNRF1	0	
20813	CFDP1	0	
20814	LINC02125	0	
20815	ADAMTS18	0	
20816	VAT1L	0	
20817	LINC01229	0	
20818	LOC102724084	0	
20819	PRCAT47	0	
20820	GAN	0	
20821	CMIP	0	
20822	PLCG2	0	
20823	MPHOSPH6	0	
20824	NECAB2	0	
20825	MBTPS1	0	
20826	ATP2C2	0	
20827	USP10	0	
20828	KIAA0513	0	
20829	GINS2	0	
20830	LINC00917	0	
20831	LOC102724344	0	
20832	FBXO31	1	30627556
20833	JPH3	0	
20834	CA5A	0	
20835	SNAI3-AS1	0	
20836	CBFA2T3	0	
20837	CDH15	0	
20838	ANKRD11	0	
20839	LOC100287036	0	
20840	CPNE7	0	
20841	VPS9D1	0	
20842	VPS9D1-AS1	0	
20843	SPIRE2	0	
20844	AFG3L1P	0	
20845	DDX11L10	0	
20846	MIR6859-4	0	
20847	WASIR2	0	
20848	POLR3K	0	
20849	SNRNP25	0	
20850	RHBDF1	0	
20851	NPRL3	0	
20852	HBZ	0	
20853	HBM	0	
20854	HBA2	0	
20855	HBA1	0	
20856	HBQ1	0	
20857	FAM234A	0	
20858	RGS11	0	
20859	ARHGDIG	0	
20860	PDIA2	0	
20861	MRPL28	0	
20862	TMEM8A	0	
20863	LOC100134368	0	
20864	NME4	0	
20865	DECR2	0	
20866	LINC00235	0	
20867	CAPN15	0	
20868	MIR5587	0	
20869	MIR3176	0	
20870	PRR35	0	
20871	NHLRC4	0	
20872	PIGQ	0	
20873	WFIKKN1	0	
20874	METTL26	0	
20875	MCRIP2	0	
20876	LOC105371038	0	
20877	WDR90	0	
20878	RHOT2	0	
20879	RHBDL1	0	
20880	LOC105371184	0	
20881	STUB1	0	
20882	JMJD8	0	
20883	WDR24	0	
20884	FBXL16	0	
20885	METRN	0	
20886	FAM173A	0	
20887	CCDC78	0	
20888	HAGHL	0	
20889	MSLN	0	
20890	MIR662	0	
20891	RPUSD1	0	
20892	CHTF18	0	
20893	GNG13	0	
20894	PRR25	0	
20895	LMF1-AS1	0	
20896	SOX8	0	
20897	SSTR5-AS1	0	
20898	SSTR5	0	
20899	C1QTNF8	0	
20900	CACNA1H	0	
20901	TPSG1	0	
20902	TPSB2	0	
20903	TPSAB1	0	
20904	TPSD1	0	
20905	UBE2I	0	
20906	BAIAP3	0	
20907	TSR3	0	
20908	GNPTG	0	
20909	C16orf91	0	
20910	CCDC154	0	
20911	CLCN7	0	
20912	PTX4	0	
20913	TELO2	0	
20914	TMEM204	0	
20915	LOC105371046	0	
20916	HN1L	0	
20917	MAPK8IP3	0	
20918	MIR3177	0	
20919	NME3	0	
20920	MRPS34	0	
20921	EME2	0	
20922	SPSB3	0	
20923	IGFALS	1	28306170
20924	HAGH	0	
20925	FAHD1	0	
20926	MEIOB	0	
20927	LINC00254	0	
20928	MSRB1	0	
20929	RPL3L	1	30271950
20930	NDUFB10	0	
20931	RPS2	0	
20932	SNORA10	0	
20933	SNORA64	0	
20934	SNHG9	0	
20935	SNORA78	0	
20936	RNF151	0	
20937	TBL3	0	
20938	NOXO1	0	
20939	GFER	0	
20940	SYNGR3	0	
20941	ZNF598	0	
20942	NPW	0	
20943	SLC9A3R2	0	
20944	TSC2	0	
20945	PKD1	2	28839241;21470545
20946	MIR1225	0	
20947	LOC105371049	0	
20948	MIR6511B1	0	
20949	MIR4516	0	
20950	MIR3180-5	0	
20951	RAB26	0	
20952	SNHG19	0	
20953	SNORD60	0	
20954	TRAF7	0	
20955	MLST8	0	
20956	BRICD5	0	
20957	PGP	3	31307785;29614520;26639690
20958	E4F1	0	
20959	DNASE1L2	0	
20960	ECI1	0	
20961	RNPS1	0	
20962	LOC106660606	0	
20963	MIR3677	0	
20964	MIR940	0	
20965	MIR4717	0	
20966	ABCA17P	0	
20967	MIR6767	0	
20968	C16orf59	0	
20969	MIR6768	0	
20970	LOC729652	0	
20971	NTN3	0	
20972	TBC1D24	0	
20973	ATP6V0C	0	
20974	AMDHD2	0	
20975	CEMP1	0	
20976	MIR3178	0	
20977	LOC652276	0	
20978	FLJ42627	0	
20979	ERVK13-1	0	
20980	PRSS27	0	
20981	SRRM2-AS1	0	
20982	SRRM2	0	
20983	ELOB	0	
20984	PRSS33	0	
20985	PRSS41	0	
20986	PRSS21	0	
20987	ZG16B	0	
20988	PRSS30P	0	
20989	PRSS22	0	
20990	FLYWCH2	0	
20991	FLYWCH1	0	
20992	PAQR4	0	
20993	PKMYT1	0	
20994	LINC00514	0	
20995	LOC101929613	0	
20996	CLDN9	0	
20997	CLDN6	0	
20998	TNFRSF12A	0	
20999	HCFC1R1	0	
21000	THOC6	0	
21001	BICDL2	0	
21002	LOC100128770	0	
21003	MMP25	0	
21004	MMP25-AS1	0	
21005	IL32	0	
21006	ZNF205-AS1	0	
21007	ZNF205	0	
21008	ZNF213-AS1	0	
21009	ZNF213	0	
21010	CASP16P	0	
21011	OR1F1	0	
21012	OR1F2P	0	
21013	MEFV	0	
21014	LINC00921	0	
21015	ZNF263	0	
21016	TIGD7	0	
21017	ZNF75A	0	
21018	OR2C1	0	
21019	MTRNR2L4	0	
21020	ZSCAN32	0	
21021	ZNF174	0	
21022	ZNF597	0	
21023	NAA60	0	
21024	MIR6126	0	
21025	C16orf90	0	
21026	CLUAP1	0	
21027	NLRC3	0	
21028	SLX4	0	
21029	DNASE1	0	
21030	TRAP1	0	
21031	LOC102724927	0	
21032	SRL	2	27884663;27117991
21033	LINC01569	0	
21034	TFAP4	0	
21035	GLIS2	0	
21036	GLIS2-AS1	0	
21037	PAM16	0	
21038	VASN	0	
21039	DNAJA3	0	
21040	NMRAL1	0	
21041	HMOX2	0	
21042	C16orf96	0	
21043	UBALD1	0	
21044	MIR6769A	0	
21045	NUDT16L1	0	
21046	ANKS3	0	
21047	C16orf71	0	
21048	ZNF500	0	
21049	SEPT12	0	
21050	SMIM22	0	
21051	GLYR1	0	
21052	UBN1	0	
21053	SEC14L5	0	
21054	NAGPA	0	
21055	NAGPA-AS1	0	
21056	ALG1	0	
21057	EEF2KMT	0	
21058	LINC01570	0	
21059	MIR8065	0	
21060	TMEM114	0	
21061	METTL22	0	
21062	TMEM186	0	
21063	CARHSP1	0	
21064	C16orf72	0	
21065	LOC101927009	0	
21066	LINC01177	0	
21067	LINC01195	0	
21068	EMP2	0	
21069	NUBP1	0	
21070	DEXI	0	
21071	SOCS1	0	
21072	TNP2	0	
21073	PRM3	0	
21074	PRM2	0	
21075	PRM1	0	
21076	MIR548H2	0	
21077	LOC105371083	0	
21078	RMI2	0	
21079	LOC101927131	0	
21080	SNN	0	
21081	ZC3H7A	0	
21082	BCAR4	0	
21083	RSL1D1	0	
21084	GSPT1	0	
21085	TNFRSF17	0	
21086	MIR4718	0	
21087	LOC101927311	0	
21088	LOC101927348	0	
21089	MIR193B	0	
21090	MIR365A	0	
21091	LINC02130	0	
21092	BFAR	0	
21093	PLA2G10	0	
21094	NPIPA2	0	
21095	ABCC6P2	0	
21096	MIR3179-1	0	
21097	MIR3670-1	0	
21098	MIR3180-1	0	
21099	LOC100288162	0	
21100	MIR6511A1	0	
21101	MIR6770-1	0	
21102	NPIPA1	0	
21103	MIR1972-1	0	
21104	NTAN1	0	
21105	RRN3	0	
21106	LOC100505915	0	
21107	MIR6511B2	0	
21108	MIR3180-4	0	
21109	MPV17L	0	
21110	MIR6506	0	
21111	NDE1	0	
21112	MIR484	0	
21113	FOPNL	0	
21114	MIR3179-2	0	
21115	MIR3670-2	0	
21116	MIR3180-2	0	
21117	PKD1P1	0	
21118	MIR6511A2	0	
21119	MIR6770-2	0	
21120	MIR6511A3	0	
21121	NPIPA7	0	
21122	LOC102723692	0	
21123	NPIPA8	0	
21124	MIR6511A4	0	
21125	MIR6770-3	0	
21126	MIR3180-3	0	
21127	MIR3670-3	0	
21128	MIR3179-3	0	
21129	NOMO2	0	
21130	ABCC6P1	0	
21131	RPS15A	0	
21132	ARL6IP1	0	
21133	LOC102723385	0	
21134	COQ7	0	
21135	ITPRIPL2	0	
21136	CLEC19A	0	
21137	TMC5	0	
21138	CCP110	0	
21139	KNOP1	0	
21140	GPRC5B	0	
21141	GP2	1	31514070
21142	UMOD	0	
21143	PDILT	0	
21144	ACSM2A	0	
21145	ACSM1	0	
21146	THUMPD1	0	
21147	ACSM3	0	
21148	ERI2	0	
21149	DCUN1D3	0	
21150	LYRM1	0	
21151	TMEM159	0	
21152	ZP2	0	
21153	ANKS4B	0	
21154	CRYM	0	
21155	CRYM-AS1	0	
21156	NPIPB3	0	
21157	LOC100190986	0	
21158	MIR3680-1	0	
21159	SLC7A5P2	0	
21160	LOC101927814	0	
21161	IGSF6	0	
21162	RRN3P1	0	
21163	NPIPB4	0	
21164	UQCRC2	0	
21165	PDZD9	0	
21166	POLR3E	0	
21167	CDR2	0	
21168	RRN3P3	0	
21169	SMG1P1	0	
21170	LOC653786	0	
21171	HS3ST2	0	
21172	USP31	0	
21173	GGA2	0	
21174	EARS2	0	
21175	UBFD1	0	
21176	PALB2	0	
21177	DCTN5	0	
21178	PLK1	0	
21179	CHP2	0	
21180	MIR1273H	0	
21181	CACNG3	0	
21182	RBBP6	0	
21183	LINC01567	0	
21184	ARHGAP17	0	
21185	LOC554206	0	
21186	LOC283887	0	
21187	LCMT1-AS1	0	
21188	LCMT1-AS2	0	
21189	AQP8	0	
21190	ZKSCAN2	0	
21191	MIR548W	0	
21192	C16orf82	0	
21193	KDM8	0	
21194	FLJ21408	0	
21195	IL4R	0	
21196	IL21R	0	
21197	IL21R-AS1	0	
21198	NPIPB6	0	
21199	EIF3CL	0	
21200	MIR6862-1	0	
21201	CLN3	0	
21202	APOBR	0	
21203	IL27	0	
21204	NUPR1	0	
21205	SULT1A2	0	
21206	SULT1A1	0	
21207	NPIPB8	0	
21208	MIR6862-2	0	
21209	NPIPB9	0	
21210	TUFM	0	
21211	MIR4721	0	
21212	SH2B1	0	
21213	ATP2A1	0	
21214	ATP2A1-AS1	0	
21215	RABEP2	0	
21216	CD19	2	30761740;30760287
21217	MIR4517	0	
21218	SPNS1	0	
21219	LAT	74	31579929;31578703;31436835;31394921;31384366;31361652;31211473;30985700;30977218;30930240;30143884;30108612;30101809;30078133;30064363;29920487;29912432;29761512;29747325;29605015
21220	NPIPB11	0	
21221	SMG1P6	0	
21222	BOLA2-SMG1P6	0	
21223	LOC606724	0	
21224	BOLA2	0	
21225	SLX1B	0	
21226	SLX1B-SULT1A4	0	
21227	SULT1A4	0	
21228	LOC388242	0	
21229	MIR3680-2	0	
21230	SPN	1	29136152
21231	QPRT	0	
21232	C16orf54	0	
21233	ZG16	0	
21234	KIF22	0	
21235	MAZ	0	
21236	PRRT2	0	
21237	PAGR1	0	
21238	MVP	72	31184409;30850308;30649270;30528686;30484338;30264923;29524476;29416210;29081173;28506917;28415082;28175255;26949427;26370366;26142300;25869753;25784520;25701774;25310416;24771721
21239	CDIPT	0	
21240	CDIPT-AS1	0	
21241	ASPHD1	0	
21242	KCTD13	0	
21243	TMEM219	0	
21244	TAOK2	0	
21245	HIRIP3	0	
21246	DOC2A	0	
21247	C16orf92	0	
21248	FAM57B	0	
21249	ALDOA	0	
21250	PPP4C	0	
21251	TBX6	0	
21252	YPEL3	0	
21253	LOC101928595	0	
21254	GDPD3	0	
21255	MAPK3	0	
21256	CORO1A	0	
21257	BOLA2B	0	
21258	SLX1A	0	
21259	SLX1A-SULT1A3	0	
21260	SULT1A3	0	
21261	LOC613038	0	
21262	NPIPB13	0	
21263	SMG1P5	0	
21264	CD2BP2	0	
21265	TBC1D10B	0	
21266	MYLPF	0	
21267	SEPT1	0	
21268	ZNF771	0	
21269	DCTPP1	0	
21270	SEPHS2	0	
21271	ITGAL	0	
21272	MIR4518	0	
21273	ZNF768	0	
21274	ZNF747	0	
21275	ZNF764	0	
21276	ZNF688	0	
21277	ZNF785	0	
21278	ZNF689	0	
21279	PRR14	0	
21280	LOC730183	0	
21281	SRCAP	0	
21282	SNORA30	0	
21283	TMEM265	0	
21284	PHKG2	0	
21285	CCDC189	0	
21286	RNF40	0	
21287	ZNF629	0	
21288	BCL7C	0	
21289	MIR4519	0	
21290	MIR762HG	0	
21291	MIR762	0	
21292	CTF1	0	
21293	FBXL19	0	
21294	ORAI3	0	
21295	SETD1A	0	
21296	HSD3B7	0	
21297	STX1B	0	
21298	STX4	0	
21299	ZNF668	0	
21300	ZNF646	0	
21301	PRSS53	0	
21302	VKORC1	84	31591509;31461081;31447576;31064211;31059093;31053296;30417015;30277905;30018749;29916837;29794812;29776386;29577257;29542828;29494423;29396738;29273767;29156869;28525318;28479094
21303	BCKDK	0	
21304	KAT8	0	
21305	PRSS8	0	
21306	PRSS36	0	
21307	PYCARD	0	
21308	PYCARD-AS1	0	
21309	TRIM72	0	
21310	PYDC1	0	
21311	ITGAX	0	
21312	ITGAD	0	
21313	COX6A2	0	
21314	ZNF843	0	
21315	ARMC5	0	
21316	TGFB1I1	0	
21317	SLC5A2	0	
21318	C16orf58	0	
21319	AHSP	0	
21320	FRG2KP	0	
21321	YBX3P1	0	
21322	CLUHP3	0	
21323	ZNF720	0	
21324	ZNF267	0	
21325	LOC102723753	0	
21326	HERC2P4	0	
21327	TP53TG3D	0	
21328	LOC390705	0	
21329	TP53TG3	0	
21330	SLC6A10P	0	
21331	TP53TG3C	0	
21332	TP53TG3B	0	
21333	ENPP7P13	0	
21334	LINC00273	0	
21335	UBE2MP1	0	
21336	FRG2DP	0	
21337	TP53TG3HP	0	
21338	FLJ26245	0	
21339	SHCBP1	0	
21340	VPS35	0	
21341	ORC6	0	
21342	C16orf87	0	
21343	DNAJA2	0	
21344	NETO2	0	
21345	LOC100507534	0	
21346	LINC02133	0	
21347	ABCC12	0	
21348	SIAH1	0	
21349	CBLN1	0	
21350	ADAM3B	0	
21351	HEATR3	0	
21352	MIR6771	0	
21353	BRD7	0	
21354	SNX20	0	
21355	LOC101927272	0	
21356	NOD2	0	
21357	CYLD	0	
21358	MIR3181	0	
21359	LINC02127	0	
21360	SALL1	0	
21361	LINC01571	0	
21362	C16orf97	0	
21363	LINC00919	0	
21364	LOC102467079	0	
21365	CASC16	0	
21366	LOC643802	0	
21367	LOC102723373	0	
21368	AKTIP	0	
21369	RPGRIP1L	0	
21370	FTO-IT1	0	
21371	LOC100996338	0	
21372	IRX3	0	
21373	LINC02140	0	
21374	LOC101927480	0	
21375	CRNDE	0	
21376	IRX5	0	
21377	IRX6	0	
21378	MMP2	10	30907035;29257298;28043667;26279747;25219839;20138860;19070762;18194448;17487426;17234964
21379	CAPNS2	1	23408906
21380	CES1P2	0	
21381	CES1P1	0	
21382	CES1	2	27261537;23467860
21383	LOC283856	0	
21384	DKFZP434H168	0	
21385	MIR3935	0	
21386	AMFR	0	
21387	NUDT21	0	
21388	BBS2	0	
21389	MT4	0	
21390	MT3	0	
21391	MT2A	0	
21392	MT1L	0	
21393	MT1E	0	
21394	MT1M	0	
21395	MT1JP	0	
21396	MT1A	0	
21397	MT1DP	0	
21398	MT1B	0	
21399	MT1F	0	
21400	MT1G	0	
21401	MT1H	0	
21402	MT1IP	0	
21403	MT1X	0	
21404	NUP93	1	29150488
21405	MIR138-2	0	
21406	SLC12A3	0	
21407	MIR6863	0	
21408	HERPUD1	0	
21409	NLRC5	0	
21410	FAM192A	0	
21411	RSPRY1	0	
21412	ARL2BP	0	
21413	PLLP	0	
21414	CCL22	0	
21415	CCL17	0	
21416	CIAPIN1	0	
21417	COQ9	0	
21418	POLR2C	0	
21419	DOK4	0	
21420	CCDC102A	0	
21421	ADGRG5	0	
21422	ADGRG3	0	
21423	DRC7	0	
21424	KATNB1	0	
21425	MIR6772	0	
21426	LOC388282	0	
21427	TEPP	0	
21428	ZNF319	0	
21429	USB1	0	
21430	CFAP20	0	
21431	CCDC113	0	
21432	GINS3	0	
21433	NDRG4	0	
21434	SETD6	0	
21435	SNORA46	0	
21436	SNORA50A	0	
21437	SLC38A7	0	
21438	GOT2	0	
21439	APOOP5	0	
21440	LOC729159	0	
21441	LINC02126	0	
21442	CDH5	0	
21443	LINC00920	0	
21444	BEAN1	0	
21445	BEAN1-AS1	0	
21446	TK2	0	
21447	CKLF	0	
21448	CKLF-CMTM1	0	
21449	CMTM1	0	
21450	CMTM2	0	
21451	CMTM3	0	
21452	DYNC1LI2	0	
21453	LOC106699570	0	
21454	TERB1	0	
21455	CA7	0	
21456	PDP2	0	
21457	CDH16	0	
21458	RRAD	0	
21459	FAM96B	0	
21460	CES3	0	
21461	CES4A	0	
21462	C16orf70	0	
21463	B3GNT9	0	
21464	TRADD	1	26004742
21465	FBXL8	0	
21466	HSF4	0	
21467	NOL3	0	
21468	KIAA0895L	0	
21469	EXOC3L1	0	
21470	E2F4	0	
21471	ELMO3	0	
21472	MIR328	1	24924885
21473	LRRC29	0	
21474	TMEM208	0	
