Pvalue.pair	Statistic.pair	mean1.pair	mean2.pair	SD1.pair	SD2.pair	FDR.pair	Pvalue.single	Statistic.single	mean1.single	mean2.single	SD1.single	SD2.single	FDR.single	V1	V2	V3	V4	V5	V6	V7
3.391803e-07	0.178	0.312	0.134	0.21	0.031	2.137021e-06	1.66267e-34	0.151	0.284	0.134	0.201	0.031	1.056752e-33	chr6	74019630	74019631	cg19690766	C6orf147	Island	II
1.81882e-11	0.227	0.703	0.476	0.157	0.116	4.672272e-10	1.615961e-18	0.214	0.69	0.476	0.157	0.117	5.532964e-18	chr6	29521631	29521632	cg19690984	cg19690984	Island	I
1.939825e-11	0.35	0.442	0.091	0.277	0.104	4.926874e-10	2.213107e-35	0.327	0.418	0.091	0.259	0.104	1.456751e-34	chr10	134600915	134600916	cg19701540	NKX6-2	Island	I
7.284937e-14	0.269	0.536	0.267	0.178	0.085	4.997936e-12	8.330455e-29	0.226	0.493	0.267	0.201	0.085	4.254383e-28	chr1	151103869	151103870	cg19706516	cg19706516	Island	II
2.340946e-05	0.202	0.246	0.044	0.309	0.017	9.482754e-05	1.115943e-27	0.155	0.199	0.044	0.252	0.017	5.452376e-27	chr14	24682805	24682806	cg19711258	CHMP4A	Island	I
1.621556e-06	0.184	0.226	0.041	0.242	0.012	8.618841e-06	6.649755e-33	0.156	0.197	0.041	0.228	0.012	3.968142e-32	chr12	113229374	113229375	cg19712198	RPH3A	NA	I
1.346551e-08	0.264	0.3	0.036	0.278	0.019	1.257586e-07	6.01355e-58	0.253	0.29	0.036	0.254	0.019	1.180549e-56	chr13	53422777	53422778	cg19712603	PCDH8	Island	I
6.981024e-11	0.279	0.325	0.046	0.236	0.028	1.428097e-09	2.023824e-51	0.224	0.27	0.046	0.239	0.028	2.752252e-50	chr19	19843923	19843924	cg19714957	ZNF14	Island	I
1.105206e-07	0.227	0.277	0.05	0.268	0.025	7.934121e-07	4.950903e-42	0.208	0.258	0.05	0.255	0.025	4.294147e-41	chr1	29139021	29139022	cg19715410	OPRD1	Island	I
9.313977e-06	0.156	0.182	0.026	0.223	0.005	4.137253e-05	3.497752e-39	0.163	0.188	0.026	0.214	0.005	2.686272e-38	chr1	242688144	242688145	cg19719547	PLD5	Island	I
7.991959e-07	0.249	0.295	0.047	0.312	0.029	4.582992e-06	9.192989e-37	0.195	0.241	0.047	0.258	0.029	6.395049e-36	chr1	113051353	113051354	cg19722720	WNT2B	Island	I
3.843985e-07	0.212	0.261	0.049	0.261	0.038	2.388897e-06	2.692104e-34	0.179	0.228	0.049	0.237	0.038	1.697226e-33	chr19	51830960	51830961	cg19725343	IGLON5	Island	I
1.430429e-08	0.3	0.374	0.074	0.293	0.081	1.325153e-07	3.78366e-35	0.271	0.346	0.074	0.29	0.081	2.466994e-34	chr6	26501981	26501982	cg19729116	BTN1A1	Island	I
1.708217e-05	0.19	0.537	0.347	0.256	0.113	7.140753e-05	7.311074e-09	0.131	0.478	0.347	0.276	0.113	1.607834e-08	chr7	138720989	138720990	cg19734163	ZC3HAV1L	Island	I
4.021828e-14	0.327	0.421	0.094	0.225	0.052	3.069773e-12	3.731482e-57	0.269	0.363	0.094	0.227	0.052	6.999997e-56	chr2	86263270	86263271	cg19741167	POLR1A	NA	II
1.247378e-08	0.254	0.408	0.154	0.272	0.088	1.177329e-07	3.228159e-25	0.222	0.376	0.154	0.268	0.088	1.43715e-24	chr19	4304573	4304574	cg19752891	FSD1	Island	I
2.119724e-05	0.165	0.241	0.075	0.242	0.057	8.673649e-05	2.433344e-25	0.159	0.234	0.075	0.22	0.057	1.088579e-24	chr4	183063459	183063460	cg19759671	MGC45800	Island	I
3.323363e-05	0.166	0.219	0.053	0.254	0.022	0.0001300994	5.59015e-28	0.134	0.187	0.053	0.212	0.022	2.763882e-27	chr7	123673583	123673584	cg19760898	TMEM229A	Island	I
7.907215e-09	0.225	0.242	0.017	0.228	0.006	7.927744e-08	7.751823e-55	0.202	0.22	0.018	0.212	0.006	1.269108e-53	chr5	178487310	178487311	cg19761115	ZNF354C	Island	I
6.764227e-07	0.199	0.218	0.019	0.246	0.008	3.947593e-06	4.271673e-47	0.2	0.219	0.019	0.233	0.008	4.682702e-46	chr19	50316468	50316469	cg19763319	FUZ	Island	I
5.17621e-07	0.201	0.24	0.038	0.246	0.016	3.111658e-06	1.196895e-46	0.182	0.221	0.038	0.211	0.016	1.283883e-45	chr2	98703475	98703476	cg19763809	VWA3B	Island	I
4.675228e-09	0.293	0.421	0.127	0.297	0.104	5.04123e-08	4.497892e-20	0.214	0.342	0.127	0.276	0.104	1.640158e-19	chr19	38755103	38755104	cg19767215	SPINT2	Island	I
2.309257e-08	0.204	0.58	0.376	0.215	0.07	2.014217e-07	6.703174e-19	0.145	0.521	0.376	0.211	0.07	2.332352e-18	chr21	26934197	26934198	cg19769982	MIR155HG	N_Shore	II
8.074812e-07	0.164	0.225	0.061	0.21	0.022	4.62508e-06	1.508417e-44	0.145	0.206	0.061	0.168	0.022	1.469587e-43	chr19	58951434	58951435	cg19776201	ZNF132	Island	II
3.298985e-09	0.173	0.218	0.046	0.172	0.024	3.739957e-08	7.703682e-42	0.143	0.189	0.046	0.171	0.024	6.626328e-41	chr3	142838003	142838004	cg19788429	CHST2	Island	I
5.181941e-07	0.234	0.26	0.026	0.287	0.019	3.114583e-06	8.507285e-42	0.219	0.245	0.026	0.273	0.019	7.30169e-41	chr5	101632310	101632311	cg19788741	SLCO4C1	Island	I
3.371106e-11	0.343	0.407	0.064	0.276	0.035	7.776674e-10	2.883549e-65	0.32	0.383	0.064	0.287	0.035	9.036101e-64	chr1	46951354	46951355	cg19807257	cg19807257	Island	I
2.835513e-10	0.156	0.611	0.455	0.13	0.078	4.64876e-09	1.120767e-18	0.144	0.599	0.455	0.15	0.078	3.863531e-18	chr19	50031273	50031274	cg19808978	RCN3	Island	I
3.47425e-08	0.155	0.447	0.292	0.145	0.102	2.872532e-07	6.597484e-14	0.149	0.441	0.292	0.147	0.102	1.854069e-13	chr1	6508028	6508029	cg19809453	ESPN	Island	I
3.376251e-14	0.471	0.555	0.084	0.31	0.071	2.654784e-12	4.209688e-65	0.404	0.489	0.084	0.305	0.071	1.302688e-63	chr1	47882265	47882266	cg19809499	FOXE3	Island	I
1.094384e-05	0.157	0.244	0.087	0.232	0.033	4.781072e-05	7.616407e-24	0.119	0.207	0.087	0.196	0.033	3.220068e-23	chr1	50892674	50892675	cg19810598	cg19810598	Island	I
3.066309e-09	0.241	0.407	0.166	0.214	0.09	3.513039e-08	1.54459e-23	0.203	0.369	0.166	0.206	0.09	6.45505e-23	chr10	97804137	97804138	cg19837790	CCNJ	Island	I
1.402724e-09	0.272	0.318	0.046	0.26	0.025	1.802102e-08	1.127414e-55	0.249	0.295	0.046	0.254	0.025	1.936212e-54	chr15	55880997	55880998	cg19850348	PYGO1	Island	I
6.872721e-09	0.335	0.391	0.056	0.336	0.031	7.022456e-08	8.831508e-59	0.31	0.366	0.056	0.304	0.031	1.824744e-57	chr11	20618399	20618400	cg19859290	cg19859290	Island	I
1.11049e-13	0.324	0.37	0.047	0.228	0.015	7.064347e-12	3.973178e-87	0.31	0.357	0.046	0.23	0.015	8.174736e-85	chr19	46456325	46456326	cg19861117	NOVA2	Island	I
1.359069e-06	0.205	0.282	0.077	0.271	0.059	7.363305e-06	1.04841e-25	0.176	0.253	0.077	0.25	0.059	4.754113e-25	chr8	142139002	142139003	cg19863210	DENND3	Island	I
2.748471e-11	0.238	0.267	0.029	0.197	0.014	6.581856e-10	3.353395e-64	0.195	0.225	0.029	0.182	0.014	9.793986e-63	chr3	158288872	158288873	cg19865133	MLF1	Island	I
2.23508e-11	0.282	0.331	0.049	0.239	0.038	5.543471e-10	5.837877e-63	0.259	0.308	0.049	0.228	0.038	1.57056e-61	chr11	12030838	12030839	cg19867649	DKK3	Island	I
2.85032e-11	0.308	0.393	0.085	0.246	0.041	6.779438e-10	8.633148e-73	0.317	0.402	0.085	0.253	0.041	4.733889e-71	chr14	57264287	57264288	cg19871940	cg19871940	N_Shore	I
1.745167e-13	0.297	0.712	0.415	0.208	0.073	1.018717e-11	3.84897e-42	0.268	0.683	0.415	0.221	0.073	3.354551e-41	chr12	6881629	6881630	cg19872463	LAG3	N_Shore	I
1.730751e-12	0.303	0.401	0.098	0.236	0.053	6.65395e-11	5.025779e-49	0.244	0.342	0.098	0.227	0.053	6.057808e-48	chr10	73846858	73846859	cg19879075	SPOCK2	Island	I
2.290095e-09	0.229	0.434	0.206	0.218	0.042	2.736046e-08	2.690876e-57	0.223	0.429	0.206	0.19	0.042	5.088383e-56	chr10	8098005	8098006	cg19883813	GATA3	Island	II
4.268489e-05	0.151	0.21	0.059	0.247	0.044	0.0001629399	3.166526e-11	0.082	0.14	0.059	0.197	0.044	7.861876e-11	chr10	135237140	135237141	cg19899694	SPRN	Island	I
5.512783e-09	0.287	0.373	0.085	0.274	0.073	5.811761e-08	4.12101e-31	0.232	0.318	0.085	0.28	0.073	2.298306e-30	chr1	41267981	41267982	cg19900615	KCNQ4	Island	I
1.75424e-07	0.198	0.242	0.044	0.227	0.024	1.19153e-06	7.709769e-38	0.172	0.216	0.044	0.225	0.024	5.607613e-37	chr4	115519574	115519575	cg19908577	UGT8	Island	I
4.983705e-08	0.192	0.28	0.087	0.216	0.031	3.939469e-07	2.15469e-46	0.185	0.273	0.087	0.204	0.031	2.283826e-45	chr10	124907708	124907709	cg19909787	HMX2	Island	I
1.933743e-05	0.161	0.219	0.057	0.241	0.026	7.983987e-05	1.201044e-28	0.137	0.194	0.057	0.211	0.026	6.094546e-28	chr11	75379432	75379433	cg19915064	MAP6	Island	I
4.204626e-07	0.188	0.259	0.071	0.227	0.03	2.58648e-06	1.077248e-46	0.207	0.278	0.071	0.233	0.03	1.157704e-45	chr1	165323692	165323693	cg19924619	LMX1A	Island	I
4.486889e-10	0.159	0.178	0.02	0.146	0.005	6.855301e-09	3.504368e-58	0.136	0.155	0.02	0.136	0.005	6.980975e-57	chr19	10829071	10829072	cg19927510	DNM2	Island	I
2.496202e-14	0.284	0.599	0.315	0.163	0.115	2.07179e-12	3.819345e-22	0.245	0.56	0.315	0.199	0.115	1.512906e-21	chr7	28998195	28998196	cg19929126	TRIL	Island	I
3.330253e-05	0.165	0.19	0.025	0.261	0.017	0.0001303382	1.353036e-21	0.119	0.144	0.025	0.223	0.017	5.242313e-21	chr5	148737526	148737527	cg19932097	PCYOX1L	Island	I
8.954547e-06	0.203	0.246	0.043	0.288	0.016	3.994394e-05	7.738875e-35	0.181	0.224	0.043	0.255	0.016	4.982521e-34	chr2	39893078	39893079	cg19935171	TMEM178	N_Shore	I
3.581437e-12	0.216	0.648	0.432	0.147	0.099	1.215411e-10	1.113055e-21	0.207	0.639	0.432	0.17	0.099	4.326605e-21	chr17	48546431	48546432	cg19961043	CHAD	Island	I
4.33049e-06	0.157	0.222	0.065	0.215	0.022	2.077289e-05	1.326202e-41	0.153	0.218	0.065	0.187	0.022	1.128165e-40	chr6	88877216	88877217	cg19961480	CNR1	Island	I
1.057265e-05	0.197	0.24	0.044	0.298	0.129	4.635937e-05	1.557582e-08	0.137	0.18	0.044	0.248	0.129	3.366184e-08	chr15	99191055	99191056	cg19963768	cg19963768	Island	I
2.617559e-05	0.158	0.225	0.068	0.234	0.021	0.0001048785	7.060688e-22	0.117	0.185	0.068	0.216	0.021	2.766366e-21	chr4	79472807	79472808	cg19965948	ANXA3	Island	II
2.67667e-12	0.318	0.449	0.131	0.244	0.062	9.537879e-11	4.467867e-47	0.27	0.401	0.131	0.253	0.062	4.892087e-46	chr11	74022477	74022478	cg19975933	P4HA3	Island	I
1.84352e-11	0.161	0.701	0.54	0.13	0.071	4.725914e-10	9.185053e-20	0.138	0.678	0.54	0.149	0.071	3.308004e-19	chr14	24641077	24641078	cg19989295	REC8	Island	I
1.164638e-07	0.23	0.274	0.044	0.26	0.019	8.307172e-07	9.754343e-38	0.182	0.226	0.044	0.242	0.019	7.065517e-37	chr22	21333817	21333818	cg19990744	AIFM3	N_Shelf	I
2.368139e-10	0.226	0.415	0.189	0.187	0.052	3.998538e-09	2.009833e-37	0.179	0.368	0.189	0.173	0.053	1.437386e-36	chr19	19729375	19729376	cg19996355	PBX4	Island	II
1.146313e-11	0.301	0.331	0.03	0.24	0.019	3.176514e-10	2.41716e-68	0.267	0.297	0.03	0.237	0.019	9.464681e-67	chr12	64784252	64784253	cg19998368	C12orf56	Island	I
8.856248e-07	0.164	0.196	0.031	0.207	0.011	5.024495e-06	8.950291e-40	0.154	0.185	0.031	0.199	0.011	7.048069e-39	chr2	5833169	5833170	cg20008332	SOX11	Island	I
1.8608e-07	0.182	0.287	0.105	0.211	0.035	1.255105e-06	2.217933e-26	0.123	0.228	0.105	0.185	0.035	1.031681e-25	chr5	41870316	41870317	cg20010012	OXCT1	Island	II
2.496925e-14	0.359	0.512	0.153	0.229	0.068	2.071956e-12	5.597022e-55	0.317	0.47	0.153	0.235	0.068	9.235448e-54	chr10	17272117	17272118	cg20018469	VIM	Island	I
2.897935e-07	0.203	0.237	0.034	0.244	0.026	1.860304e-06	2.36346e-46	0.182	0.216	0.034	0.206	0.026	2.499823e-45	chr7	112726549	112726550	cg20019019	GPR85	NA	I
1.047254e-07	0.223	0.272	0.049	0.251	0.033	7.565815e-07	1.825564e-35	0.193	0.242	0.049	0.259	0.033	1.205512e-34	chr18	21719352	21719353	cg20022589	CABYR	Island	I
3.549252e-13	0.245	0.735	0.491	0.16	0.112	1.816485e-11	1.44124e-21	0.234	0.725	0.491	0.167	0.112	5.577837e-21	chr6	29521781	29521782	cg20034792	cg20034792	Island	I
1.562401e-06	0.163	0.208	0.045	0.204	0.036	8.334622e-06	7.825933e-36	0.152	0.197	0.045	0.187	0.036	5.244456e-35	chr7	19156902	19156903	cg20052718	TWIST1	Island	I
7.795214e-06	0.203	0.23	0.027	0.289	0.013	3.526375e-05	3.614683e-27	0.149	0.176	0.028	0.245	0.013	1.732582e-26	chr11	43963907	43963908	cg20062650	LOC387763	Island	I
2.497118e-08	0.249	0.331	0.082	0.269	0.073	2.155434e-07	5.000285e-33	0.239	0.322	0.082	0.272	0.073	2.997348e-32	chr14	102248073	102248074	cg20070026	PPP2R5C	Island	I
8.616701e-06	0.218	0.249	0.031	0.311	0.023	3.858421e-05	1.055347e-35	0.206	0.237	0.031	0.284	0.023	7.037157e-35	chr4	11430717	11430718	cg20075156	HS3ST1	Island	I
1.34437e-06	0.231	0.278	0.046	0.279	0.127	7.292246e-06	1.50651e-13	0.189	0.235	0.046	0.269	0.127	4.167371e-13	chr7	50344331	50344332	cg20078466	IKZF1	Island	I
4.176184e-07	0.184	0.238	0.054	0.219	0.036	2.57114e-06	3.524193e-39	0.18	0.234	0.054	0.217	0.036	2.706263e-38	chr11	88242488	88242489	cg20090108	GRM5	Island	I
1.626028e-06	0.219	0.662	0.443	0.276	0.108	8.63948e-06	9.653869e-21	0.22	0.662	0.443	0.226	0.108	3.614429e-20	chr18	54789058	54789059	cg20092531	cg20092531	Island	I
8.541125e-07	0.16	0.183	0.023	0.202	0.006	4.862849e-06	7.971637e-35	0.125	0.148	0.023	0.177	0.006	5.130462e-34	chr4	148653624	148653625	cg20111118	ARHGAP10	Island	I
5.099878e-11	0.336	0.383	0.047	0.287	0.02	1.099436e-09	1.00271e-68	0.279	0.326	0.047	0.247	0.02	4.038011e-67	chr19	54483532	54483533	cg20122943	CACNG8	Island	I
2.090106e-05	0.156	0.256	0.1	0.237	0.058	8.563603e-05	5.350922e-27	0.181	0.281	0.1	0.252	0.058	2.547894e-26	chr17	9019012	9019013	cg20123153	NTN1	Island	I
6.532341e-18	0.506	0.654	0.148	0.266	0.07	3.242145e-15	1.089463e-73	0.436	0.584	0.148	0.299	0.07	6.450862e-72	chr8	104512317	104512318	cg20129213	RIMS2	Island	I
1.546926e-07	0.172	0.235	0.063	0.202	0.024	1.066705e-06	2.439549e-39	0.147	0.21	0.063	0.184	0.024	1.886669e-38	chr11	31832931	31832932	cg20131194	PAX6	Island	I
4.252129e-15	0.387	0.445	0.058	0.243	0.036	5.000355e-13	2.110306e-100	0.376	0.434	0.058	0.236	0.036	1.886723e-97	chr1	248020697	248020698	cg20146541	TRIM58	Island	I
1.726815e-06	0.217	0.256	0.039	0.273	0.072	9.11835e-06	2.568652e-22	0.171	0.21	0.039	0.235	0.072	1.024112e-21	chr17	35078843	35078844	cg20147819	cg20147819	Island	I
8.448517e-18	0.191	0.459	0.268	0.114	0.055	3.983526e-15	2.507217e-33	0.164	0.433	0.268	0.144	0.055	1.520008e-32	chr7	32802032	32802033	cg20159608	cg20159608	S_Shore	II
4.679032e-07	0.243	0.294	0.051	0.301	0.045	2.843597e-06	1.620627e-30	0.192	0.243	0.051	0.273	0.045	8.8388e-30	chr12	113592444	113592445	cg20166714	CCDC42B	Island	I
7.73947e-20	0.562	0.602	0.041	0.268	0.016	1.183526e-16	8.493577e-147	0.549	0.59	0.041	0.252	0.016	3.364009e-141	chr2	25439110	25439111	cg20172627	cg20172627	Island	I
6.945382e-06	0.19	0.231	0.041	0.26	0.03	3.17691e-05	5.308715e-32	0.165	0.206	0.041	0.237	0.03	3.061305e-31	chr13	26626134	26626135	cg20193324	SHISA2	Island	I
2.646592e-14	0.365	0.428	0.063	0.236	0.037	2.172032e-12	1.386979e-76	0.298	0.361	0.063	0.229	0.037	1.056614e-74	chr2	238583504	238583505	cg20218460	LRRFIP1	NA	II
1.682596e-06	0.211	0.252	0.041	0.277	0.031	8.907656e-06	1.330842e-39	0.197	0.238	0.041	0.246	0.031	1.040466e-38	chr7	121946018	121946019	cg20222926	FEZF1	Island	I
1.607122e-08	0.273	0.304	0.031	0.286	0.005	1.467628e-07	2.810546e-38	0.192	0.223	0.031	0.256	0.005	2.081488e-37	chr7	93519855	93519856	cg20230721	TFPI2	Island	I
5.01763e-15	0.378	0.442	0.064	0.238	0.048	5.726129e-13	1.576024e-85	0.35	0.414	0.064	0.221	0.048	2.728739e-83	chr19	38747174	38747175	cg20232102	PPP1R14A	Island	I
2.49954e-06	0.169	0.232	0.062	0.221	0.024	1.269857e-05	2.500114e-33	0.151	0.213	0.062	0.213	0.024	1.515794e-32	chr12	105478387	105478388	cg20234947	ALDH1L2	Island	II
1.005146e-07	0.182	0.245	0.063	0.202	0.022	7.296529e-07	8.153739e-46	0.163	0.226	0.063	0.188	0.022	8.410143e-45	chr12	109162748	109162749	cg20236513	cg20236513	S_Shore	I
9.786415e-10	0.287	0.354	0.067	0.255	0.039	1.327508e-08	2.696947e-51	0.259	0.326	0.067	0.27	0.039	3.643629e-50	chr17	47271156	47271157	cg20243351	cg20243351	S_Shore	I
3.449512e-05	0.158	0.232	0.074	0.242	0.025	0.0001345007	8.139575e-34	0.17	0.245	0.074	0.239	0.025	5.029095e-33	chr4	26030677	26030678	cg20250126	cg20250126	Island	I
3.693412e-10	0.32	0.349	0.029	0.294	0.047	5.809266e-09	5.76471e-75	0.374	0.403	0.029	0.293	0.047	3.805967e-73	chr17	75369484	75369485	cg20275528	SEPT9	Island	I
1.765414e-07	0.152	0.184	0.032	0.176	0.008	1.198195e-06	3.520135e-42	0.11	0.142	0.032	0.137	0.008	3.073239e-41	chr1	54204364	54204365	cg20275889	cg20275889	Island	I
5.04347e-05	0.169	0.216	0.048	0.277	0.038	0.0001893441	1.582722e-18	0.123	0.171	0.048	0.236	0.038	5.421592e-18	chr3	99595026	99595027	cg20276377	C3orf26	Island	I
1.457809e-05	0.163	0.205	0.042	0.235	0.021	6.1887e-05	2.633674e-36	0.178	0.219	0.042	0.241	0.021	1.799607e-35	chr1	156646746	156646747	cg20285128	NES	Island	I
8.802248e-06	0.209	0.238	0.028	0.298	0.015	3.933102e-05	2.23329e-30	0.176	0.204	0.028	0.27	0.015	1.211417e-29	chr4	13524143	13524144	cg20291855	cg20291855	Island	I
3.49711e-05	0.151	0.206	0.055	0.235	0.016	0.0001361488	3.003032e-29	0.12	0.174	0.055	0.186	0.016	1.559107e-28	chr7	27196296	27196297	cg20293594	HOXA7	Island	II
1.968389e-07	0.186	0.318	0.132	0.216	0.046	1.31946e-06	5.318313e-20	0.121	0.253	0.132	0.207	0.046	1.933788e-19	chr1	156897330	156897331	cg20298273	C1orf92	Island	I
3.843651e-05	0.166	0.198	0.031	0.262	0.011	0.000148292	2.611681e-27	0.134	0.165	0.031	0.22	0.011	1.258312e-26	chr11	119455551	119455552	cg20304210	cg20304210	Island	I
6.251396e-07	0.167	0.204	0.037	0.202	0.021	3.680191e-06	8.587068e-39	0.157	0.194	0.037	0.202	0.021	6.495983e-38	chr12	133484621	133484622	cg20307302	cg20307302	N_Shore	I
2.895848e-05	0.164	0.241	0.077	0.238	0.035	0.0001148909	1.65935e-25	0.151	0.229	0.077	0.245	0.035	7.469319e-25	chr13	84456308	84456309	cg20312205	SLITRK1	S_Shelf	I
9.262116e-06	0.178	0.206	0.027	0.256	0.012	4.117033e-05	1.136588e-33	0.153	0.18	0.027	0.22	0.012	6.981865e-33	chr1	179712591	179712592	cg20318608	FAM163A	Island	I
2.78457e-11	0.303	0.399	0.096	0.24	0.058	6.653018e-10	1.588991e-50	0.259	0.355	0.096	0.221	0.058	2.063422e-49	chr10	17271994	17271995	cg20319091	VIM	Island	I
4.61029e-06	0.164	0.192	0.028	0.225	0.016	2.197613e-05	4.193958e-40	0.17	0.198	0.028	0.218	0.016	3.348479e-39	chr1	247171322	247171323	cg20324884	ZNF695	Island	I
2.889817e-05	0.162	0.184	0.023	0.253	0.02	0.0001146711	7.402499e-30	0.142	0.164	0.022	0.217	0.02	3.935397e-29	chr6	130686697	130686698	cg20334627	cg20334627	Island	I
6.666515e-06	0.203	0.27	0.067	0.279	0.036	3.061657e-05	5.661638e-34	0.196	0.263	0.067	0.268	0.036	3.520933e-33	chr21	34442377	34442378	cg20340508	OLIG1	Island	I
1.212951e-12	0.312	0.442	0.13	0.22	0.081	4.964425e-11	1.137447e-47	0.328	0.458	0.13	0.223	0.081	1.282023e-46	chr20	825268	825269	cg20353496	FAM110A	Island	I
4.882339e-07	0.232	0.618	0.386	0.229	0.175	2.95243e-06	4.931447e-09	0.182	0.569	0.387	0.239	0.175	1.094436e-08	chr11	66624256	66624257	cg20358834	LRFN4	Island	II
2.958367e-09	0.23	0.287	0.057	0.221	0.031	3.408311e-08	6.143197e-55	0.214	0.271	0.057	0.212	0.031	1.011644e-53	chr22	22862884	22862885	cg20361154	ZNF280B	Island	I
3.650448e-11	0.259	0.524	0.265	0.155	0.129	8.31119e-10	4.979806e-18	0.231	0.496	0.265	0.187	0.129	1.670741e-17	chr20	825240	825241	cg20364050	FAM110A	N_Shore	II
4.430812e-09	0.269	0.306	0.037	0.267	0.017	4.818742e-08	4.848493e-55	0.25	0.287	0.037	0.26	0.017	8.030437e-54	chr7	96650668	96650669	cg20377305	DLX5	Island	I
9.098713e-07	0.165	0.396	0.231	0.174	0.115	5.147225e-06	3.791546e-12	0.152	0.383	0.231	0.187	0.115	9.837077e-12	chr11	66624258	66624259	cg20381020	LRFN4	Island	I
1.185838e-06	0.158	0.548	0.39	0.183	0.091	6.515126e-06	1.427883e-10	0.115	0.506	0.39	0.2	0.091	3.431558e-10	chr7	155597490	155597491	cg20381798	SHH	Island	I
2.61907e-07	0.234	0.462	0.228	0.274	0.091	1.701002e-06	1.237451e-30	0.256	0.484	0.228	0.246	0.091	6.776884e-30	chr21	46898137	46898138	cg20383948	COL18A1	Island	I
6.608942e-11	0.283	0.418	0.135	0.236	0.046	1.365665e-09	9.690902e-63	0.275	0.41	0.135	0.231	0.046	2.575127e-61	chr6	1625111	1625112	cg20384898	GMDS	Island	II
4.903923e-08	0.239	0.343	0.105	0.261	0.045	3.8847e-07	2.847908e-30	0.175	0.28	0.105	0.243	0.045	1.538465e-29	chr8	144511212	144511213	cg20387387	cg20387387	Island	I
3.595997e-11	0.37	0.396	0.026	0.311	0.015	8.204121e-10	2.464294e-55	0.289	0.315	0.026	0.3	0.015	4.1501e-54	chr8	104383724	104383725	cg20392240	CTHRC1	Island	I
8.278978e-14	0.361	0.423	0.062	0.248	0.046	5.540923e-12	8.949813e-74	0.342	0.405	0.062	0.266	0.046	5.342438e-72	chr21	47717575	47717576	cg20399509	C21orf57	Island	I
1.622872e-11	0.424	0.482	0.058	0.347	0.047	4.245181e-10	7.975301e-85	0.432	0.49	0.058	0.311	0.047	1.281435e-82	chr12	25055967	25055968	cg20399616	BCAT1	Island	I
1.185034e-06	0.241	0.269	0.028	0.309	0.008	6.511431e-06	1.459228e-35	0.213	0.241	0.028	0.298	0.008	9.673922e-35	chr22	20790985	20790986	cg20401551	SCARF2	Island	I
3.14492e-06	0.158	0.296	0.138	0.194	0.064	1.560092e-05	1.532495e-20	0.139	0.277	0.138	0.191	0.064	5.691104e-20	chr5	41870875	41870876	cg20405584	OXCT1	Island	I
1.034161e-08	0.185	0.205	0.021	0.19	0.003	9.997681e-08	1.630584e-39	0.133	0.154	0.021	0.174	0.003	1.269919e-38	chr5	79865995	79865996	cg20414996	ANKRD34B	Island	I
3.49387e-05	0.194	0.255	0.061	0.307	0.073	0.0001360334	8.803044e-21	0.175	0.236	0.061	0.265	0.073	3.301152e-20	chr20	48599526	48599527	cg20419623	SNAI1	Island	I
3.043566e-07	0.18	0.477	0.297	0.228	0.088	1.943302e-06	4.445237e-17	NA	NA	0.297	NA	0.088	1.433552e-16	chr10	123923881	123923882	cg20426866	TACC2	S_Shore	I
2.34367e-08	0.281	0.303	0.022	0.3	0.009	2.040145e-07	7.829067e-59	0.263	0.284	0.022	0.262	0.009	1.622192e-57	chr2	107103716	107103717	cg20435725	cg20435725	N_Shore	I
3.279335e-12	0.362	0.409	0.047	0.275	0.035	1.130499e-10	3.107506e-59	0.295	0.342	0.047	0.284	0.035	6.596497e-58	chr8	104383722	104383723	cg20447655	CTHRC1	Island	I
2.334205e-13	0.208	0.533	0.324	0.148	0.056	1.295539e-11	2.314948e-41	0.201	0.526	0.324	0.149	0.056	1.949501e-40	chr8	22438122	22438123	cg20449614	PDLIM2	S_Shore	II
1.475166e-05	0.154	0.2	0.046	0.22	0.03	6.255369e-05	4.087981e-27	0.13	0.176	0.046	0.202	0.03	1.955277e-26	chr5	141931455	141931456	cg20474271	cg20474271	NA	I
1.399431e-06	0.167	0.23	0.063	0.217	0.016	7.558305e-06	9.536757e-37	0.145	0.208	0.063	0.196	0.016	6.629997e-36	chr15	99192677	99192678	cg20479870	IGF1R	Island	II
3.25185e-05	0.159	0.255	0.096	0.235	0.055	0.0001275811	1.780915e-21	0.142	0.238	0.096	0.222	0.055	6.868944e-21	chr13	46189838	46189839	cg20483324	FAM194B	NA	I
6.243707e-06	0.192	0.352	0.161	0.255	0.08	2.885843e-05	2.816192e-13	0.136	0.297	0.161	0.258	0.08	7.697582e-13	chr1	167683013	167683014	cg20491991	cg20491991	N_Shore	I
2.558642e-08	0.256	0.289	0.034	0.266	0.055	2.201522e-07	2.266008e-41	0.229	0.263	0.034	0.242	0.055	1.909302e-40	chr22	45405624	45405625	cg20495645	PHF21B	Island	I
1.797519e-05	0.164	0.298	0.134	0.233	0.06	7.476182e-05	1.152554e-19	0.138	0.272	0.134	0.218	0.06	4.13484e-19	chr10	7453329	7453330	cg20506184	SFMBT2	Island	II
2.843233e-05	0.179	0.233	0.054	0.276	0.021	0.0001129777	4.454834e-37	0.198	0.252	0.054	0.267	0.021	3.141353e-36	chr3	128720433	128720434	cg20506715	CCDC48	Island	I
4.691891e-07	0.225	0.274	0.048	0.285	0.06	2.850537e-06	3.306472e-32	0.209	0.257	0.048	0.259	0.06	1.922485e-31	chr11	31841524	31841525	cg20512711	cg20512711	Island	I
