region	group	GSI
chr1:239550228-239550920	Intestine	0.04841743
chr12:106977378-106977655	Intestine	0.047708138
chr1:201083458-201083838	Spleen	0.047655895
chr2:219849148-219849451	Stomach	0.047549748
chr5:42951376-42951454	Colon	0.047465953
chr17:46620488-46620777	Colon	0.047309199
chr14:100437553-100437855	Colon	0.047160291
chr13:52585426-52586092	Colon	0.047046231
chr7:150102756-150103042	Stomach	0.046989177
chr8:109095437-109095603	Stomach	0.046944338
chr11:13984392-13984527	Colon	0.046813705
chr4:30723563-30723688	Colon	0.04677286
chr3:190580534-190580735	Intestine	0.046760171
chr6:75915498-75915748	Intestine	0.046548185
chr9:132382398-132382811	Stomach	0.046439623
chr15:62683630-62684024	Kidney	0.046421714
chr1:120190971-120191297	Brain	0.046334826
chr5:169064197-169064416	Stomach	0.046296313
chr13:67804888-67805339	Stomach	0.046037218
chr7:151217512-151217899	Intestine	0.045997709
chr1:8013973-8014024	Kidney	0.045400221
chr19:52598434-52598778	Intestine	0.045398009
chr12:46385072-46385387	Intestine	0.04491696
chr17:2757273-2757534	Ovary	0.044787238
chr1:2461682-2461926	Brain	0.044675874
chr15:99193190-99193395	Stomach	0.044612819
chr5:96270464-96270926	Kidney	0.044604185
chr2:47748056-47748838	Gastric	0.044251187
chr9:99639697-99639734	Colon	0.043899736
chr20:55205094-55205412	Stomach	0.043781378
chr19:507457-507821	Thymus	0.043603859
chr8:117778581-117779011	Ovary	0.043437674
chr11:72929282-72929699	Esophagus	0.043407486
chr9:99145759-99146083	Spleen	0.043140836
chr6:17282159-17282432	Colon	0.042987947
chr13:44360057-44360326	Stomach	0.042851838
chr16:74441153-74441215	Stomach	0.0428268
chr17:44269692-44270270	Stomach	0.042802539
chr9:82185521-82185844	Stomach	0.042748515
chr1:201252405-201252629	Brain	0.042590373
chr2:71128350-71128554	Stomach	0.042542186
chr1:169337167-169337770	muscle	0.04222421
chr3:138153426-138153762	muscle	0.042223866
chr4:124318318-124318602	Kidney	0.042119928
chr8:49834483-49834700	Brain	0.041970955
chr1:84944866-84945623	Ovary	0.041927821
chr12:106695759-106696062	Ovary	0.041418488
chr16:77822593-77822800	Intestine	0.04134324
chr1:23885492-23885821	Stomach	0.041308337
chr1:14925743-14925938	Colon	0.041250046
chr19:37464110-37464632	Colon	0.040895221
chr7:138793830-138794483	Ovary	0.040846926
chr18:25755997-25756104	Intestine	0.040815504
chr3:25469124-25469719	Stomach	0.040653863
chr8:144897779-144898059	Colon	0.040624842
chr16:3014127-3014405	Stomach	0.040624483
chr16:103012-103446	Colon	0.040496908
chr1:231114505-231115186	muscle	0.040479458
chr8:25316076-25316723	Colon	0.040221923
chr19:1875878-1876397	Bladder	0.040199948
chr4:142053481-142053782	Stomach	0.040052298
chr15:70388181-70388418	Stomach	0.040046027
chr2:109648025-109648228	Esophagus	0.03987716
chr2:23609406-23609932	Stomach	0.039762092
chr19:59073935-59074452	Stomach	0.039518283
chr12:5018717-5018861	Bladder	0.039456615
chr13:53425536-53425877	Stomach	0.039410572
chr16:2524079-2524659	Thymus	0.039114632
chr22:20849359-20849607	Colon	0.039093424
chr4:146540442-146540641	Thymus	0.038794517
chr11:62648379-62648824	Colon	0.038603277
chr21:34399775-34399889	Colon	0.038389946
chr17:34122196-34122764	Bladder	0.03836937
chr20:48808139-48808608	Thymus	0.038339641
chr17:45400881-45401257	Stomach	0.038044886
chr1:91183790-91183999	Intestine	0.037946572
chr1:218338897-218338949	Brain	0.037839018
chr10:119134770-119135131	Fat cell	0.037692529
chr3:56801471-56801511	Bladder	0.037601249
chr4:156588011-156588418	Bladder	0.037449794
chr2:9614301-9615217	Lung	0.037423491
chr8:95732190-95732891	Stomach	0.037388589
chr15:83419214-83419590	Fat cell	0.037329689
chr2:215673885-215674345	Ovary	0.037319397
chr9:80911779-80912082	Colon	0.037276271
chr11:34460297-34460903	Stomach	0.037256102
chr10:21816357-21816615	Intestine	0.037103011
chr4:44450736-44451183	Colon	0.037056542
chr11:74460003-74460633	Pancreas	0.036872695
chr7:108210567-108210904	Ovary	0.036750718
chr1:156594312-156594534	Brain	0.036739977
chr16:31712050-31712325	Stomach	0.036549204
chr5:42952402-42952546	Stomach	0.036513778
chr6:40554595-40554684	Colon	0.036506734
chr20:47443847-47444294	Brain	0.036420739
chr11:57226202-57226810	Stomach	0.036390053
chr10:43724832-43725022	Stomach	0.036249228
chr13:101327252-101327571	Vessel	0.036192076
chr17:27503747-27503971	muscle	0.036160015
chr12:106977124-106977376	Stomach	0.036116629
chr11:47573978-47574355	Stomach	0.03588369
chr6:36354727-36355277	Brain	0.035637923
chr10:70748343-70748776	Spleen	0.035338425
chr8:73920951-73921255	Esophagus	0.035312503
chr22:43507088-43507376	Fat cell	0.035300532
chr1:18969968-18970179	Stomach	0.03515548
chr14:23771061-23771802	Vessel	0.035037082
chr1:228783351-228783703	Bladder	0.034775218
chr6:5997096-5997184	Stomach	0.034747507
chr5:92054-92189	Liver	0.034468954
chr12:54399560-54399606	Stomach	0.034412432
chr5:42951567-42951965	Colon	0.034285661
chr2:241375218-241375603	Pancreas	0.034067875
chr8:48100525-48100737	Stomach	0.033764569
chr5:75699010-75699423	Lung	0.033417468
chr19:1325159-1325503	Colon	0.033365628
chr17:64962080-64962267	Stomach	0.033120971
chr14:23451922-23452416	Stomach	0.032983398
chr1:33938084-33938326	muscle	0.032931384
chr16:71660187-71660659	Brain	0.032881213
chr3:33138225-33139037	Stomach	0.032707251
chr4:25863715-25863877	Kidney	0.032546065
chr3:57261363-57261723	Fat cell	0.032539195
chr10:72238552-72238768	Stomach	0.03251018
chr2:217237024-217237105	Stomach	0.032364806
chr11:20691251-20691573	Colon	0.03210444
chr2:110551798-110551913	Heart	0.032091625
chr1:244080906-244080984	Colon	0.032027416
chr12:54567043-54567383	Kidney	0.031946917
chr3:44036835-44037000	Stomach	0.031842673
chr19:49298477-49298909	Pancreas	0.031770095
chr3:129147289-129147615	Brain	0.03161536
chr3:153839227-153839615	Stomach	0.031564276
chr19:48828524-48828881	Intestine	0.031529514
chr9:120507341-120507401	Lung	0.03145887
chr1:62901707-62902499	Ovary	0.031276472
chr12:44152564-44153142	Spleen	0.031256957
chr7:158937063-158937337	Stomach	0.031186386
chr22:42228507-42228763	Brain	0.031033471
chr1:170633656-170633921	Stomach	0.030992295
chr20:60794797-60795054	Intestine	0.030844592
chr7:44349388-44349523	Heart	0.030810779
chr9:86571434-86571867	Stomach	0.030771615
chr19:42905996-42906292	muscle	0.030719936
chr15:32638585-32638798	Colon	0.030678835
chr13:79183423-79183594	Brain	0.030657761
chr6:163834560-163834823	Esophagus	0.030446132
chr2:26785209-26785612	muscle	0.030334955
chr4:44450392-44450586	Esophagus	0.03030239
chr21:33031859-33032339	Heart	0.030267071
chr11:66335724-66336196	Colon	0.030221704
chr11:110166834-110167156	Stomach	0.030137937
chr4:84255593-84255985	Brain	0.030137472
chr2:96192180-96192451	Vessel	0.030069397
chr1:179713273-179713380	Stomach	0.02974485
chr4:140222381-140223216	Pancreas	0.029739072
chr20:11871505-11871742	Kidney	0.029691478
chr8:77912665-77913136	Pancreas	0.029677288
chr14:34420010-34420356	Stomach	0.029531504
chr10:104210482-104210910	Intestine	0.029497175
chr16:4852656-4852992	Pancreas	0.029380532
chr17:66508010-66508836	Esophagus	0.029307274
chr17:41984773-41985084	Stomach	0.029282745
chr13:96296401-96296670	Colon	0.029097768
chr11:122855291-122855552	Colon	0.028836229
chr19:39926495-39926841	Bladder	0.028694866
chr5:142150313-142150720	Ovary	0.028527038
chr20:34680619-34680867	Vessel	0.028340294
chr4:110223699-110223908	Colon	0.028331891
chr20:19738160-19738678	Stomach	0.028029875
chr6:13574862-13575680	Stomach	0.02780015
chr18:3262485-3263262	Thymus	0.02764063
chr19:12996683-12996794	Liver	0.02755321
chr5:179719540-179719858	Bladder	0.027395343
chr17:41856268-41856567	Kidney	0.027240946
chr16:30886016-30886344	Esophagus	0.027024444
chr7:138793125-138793293	Heart	0.02692281
chr5:34656230-34656856	Colon	0.0268791
chr17:79212849-79213457	Bladder	0.026845343
chr6:26987994-26988134	Brain	0.026807066
chr3:58626396-58626570	Brain	0.02673285
chr16:58034857-58035518	Esophagus	0.02672275
chr11:111383337-111383491	Colon	0.026560092
chr16:30886382-30886692	Stomach	0.026379796
chr4:166128993-166129430	Esophagus	0.02608402
chr14:57735519-57736206	Kidney	0.0260096
chr3:48699098-48699311	Colon	0.025564545
chr8:98290100-98290332	Brain	0.025402522
chr17:80693155-80693459	Colon	0.025399688
chr3:128399585-128400112	Thymus	0.025385925
chr16:70285573-70285977	muscle	0.025327314
chr13:111719771-111720092	Thymus	0.025105217
chr16:22825128-22825231	Brain	0.024941358
chr1:153508424-153508783	Kidney	0.02484924
chr6:52227115-52227922	Liver	0.024698924
chr19:17392558-17392713	Colon	0.024680612
chr2:217498743-217499082	Colon	0.024599169
chr12:122326674-122327135	Thymus	0.024582841
chr6:83074212-83074769	Colon	0.024550612
chr3:52017146-52017733	muscle	0.024517521
chr5:178487181-178487528	Stomach	0.024499391
chr7:128379187-128379567	Kidney	0.024475423
chr16:66304462-66304648	Intestine	0.024437172
chr7:96653691-96653862	Colon	0.024426497
chr4:2010459-2011102	Lung	0.024320535
chr11:10772493-10772872	Thymus	0.024308557
chr2:200323562-200323927	Fat cell	0.024244035
chr2:173037384-173037585	Intestine	0.024213515
chr7:140771418-140771535	Colon	0.024197459
chr17:71161227-71161575	Stomach	0.024158903
chr3:43020835-43021281	Brain	0.024127121
chr17:54911755-54912142	muscle	0.024070383
chr15:63335342-63336049	Intestine	0.024016958
chr7:21582839-21583193	Colon	0.023966675
chr11:62446307-62446760	Stomach	0.023812763
chr1:114355107-114355340	Fat cell	0.023811914
chr8:97172889-97173041	Brain	0.023799773
chr12:93985031-93985493	Kidney	0.023780022
chr19:33071966-33072407	Fat cell	0.023738702
chr20:18547562-18548254	Ovary	0.023732916
chr6:89791495-89791924	Thymus	0.023659589
chr9:124990408-124990535	Colon	0.023528382
chr1:24117397-24117719	Gastric	0.023403792
chr8:57025563-57025928	Colon	0.023145628
chr3:127309107-127309617	Fat cell	0.023107645
chr20:25037914-25038390	Fat cell	0.022972878
chr17:54669856-54670434	Stomach	0.022896446
chr7:158620964-158621262	muscle	0.02284869
chr1:32706131-32706592	Vessel	0.022828204
chr11:8040911-8041108	Thymus	0.022764023
chr6:86303616-86304137	Kidney	0.022761489
chr2:160761167-160761339	Ovary	0.022581007
chr5:130500130-130500653	Ovary	0.022306615
chr2:37423511-37423732	Vessel	0.022285166
chr12:863191-863471	Esophagus	0.022282732
chr16:204480-204583	Liver	0.022269634
chr1:154244598-154245146	Fat cell	0.022267767
chr20:17511877-17512191	muscle	0.022170454
chr8:98656830-98657730	Spleen	0.022066338
chr7:99717189-99717758	Pancreas	0.022064501
chr6:127440844-127441030	Stomach	0.022000002
chr4:95373703-95373982	Brain	0.021978015
chr17:33814818-33814896	Colon	0.021925561
chr2:7005850-7006213	Thymus	0.021910956
chr16:70380557-70380997	Ovary	0.021837461
chr15:69366413-69366819	Intestine	0.021829925
chr14:92789511-92789753	Colon	0.021809847
chr5:180076137-180076291	Colon	0.021709321
chr19:46498523-46499229	Bladder	0.021569164
chr3:3168627-3169150	Thymus	0.021412956
chr19:14016903-14017323	Esophagus	0.021378676
chr19:18723830-18723976	Colon	0.021358257
chr3:190040067-190040345	Pancreas	0.021333176
chr17:79367854-79368184	Pancreas	0.021326468
chr13:80915552-80915757	Pancreas	0.021083653
chr11:88070405-88070812	Heart	0.020963372
chr10:77163115-77163323	Stomach	0.020866333
chr10:16478773-16479186	Intestine	0.02076879
chr16:284367-284697	Brain	0.02075555
chr5:98105695-98106211	Heart	0.020751083
chr13:36920554-36920799	Esophagus	0.020734101
chr20:44519203-44519371	Kidney	0.020628026
chr4:185939292-185939454	Esophagus	0.020537822
chr3:50374699-50374936	Pancreas	0.020495643
chr14:77591406-77591604	Colon	0.020439842
chr1:19923061-19924000	Thymus	0.020424544
chr3:52231923-52232385	Heart	0.020419157
chr12:108522961-108523207	Liver	0.020396335
chr2:179344852-179345277	Colon	0.020387853
chr2:235861353-235861631	Kidney	0.020374149
chr19:52642514-52643110	Lung	0.020349608
chr19:10764469-10764850	Fat cell	0.020275818
chr5:139555210-139555625	Thymus	0.020244867
chr8:104383838-104384066	Colon	0.020224085
chr11:88242385-88242458	Gastric	0.020203489
chr22:24181251-24181553	Esophagus	0.020086287
chr11:73087905-73088083	Pancreas	0.020060452
chr19:38719317-38719631	Stomach	0.020060187
chr2:219524387-219524786	Fat cell	0.020021608
chr5:74161670-74161826	Spleen	0.019991993
chr2:95831357-95831907	Fat cell	0.019928251
chr9:38424096-38424430	Colon	0.019856576
chr1:111506776-111506962	Colon	0.019855431
chr17:15163952-15164254	Stomach	0.019656435
chr1:231762589-231762849	Colon	0.019613569
chr11:2950079-2950413	Pancreas	0.019589633
chr3:48481524-48482156	Thymus	0.019411794
chr20:49347319-49347854	Colon	0.019410642
chr20:34189501-34189791	Bladder	0.019350274
chr19:18942492-18943095	Thymus	0.019286686
chr6:144416247-144416852	Vessel	0.019209128
chr16:2263994-2264288	Thymus	0.019113312
chr6:80656784-80657312	Bladder	0.019086312
chr10:119001171-119001320	Esophagus	0.01903047
chr14:36989911-36990185	Brain	0.018888221
chr11:280059-280384	Colon	0.018865746
chr3:138153883-138154110	Brain	0.018816398
chr6:105584349-105584514	Ovary	0.018738824
chr3:33260336-33260576	Vessel	0.018698891
chr22:46467966-46468304	Lung	0.018663814
chr7:99774755-99774989	Intestine	0.018633321
chr8:53477707-53478039	Intestine	0.018605819
chr17:73149633-73150621	Thymus	0.018570167
chr1:40839609-40840347	Thymus	0.018513168
chr12:21680649-21681091	Vessel	0.018499505
chr16:86541944-86542182	Intestine	0.018486296
chr11:35640628-35640823	Esophagus	0.018444987
chr11:63683985-63684305	Brain	0.018428642
chr1:50489505-50489743	Colon	0.018377659
chr2:85829369-85829923	Thymus	0.018361219
chr19:57106588-57106985	Fat cell	0.018324102
chr2:64371189-64371510	Fat cell	0.018314583
chr19:47634233-47634995	Thymus	0.018168598
chr1:214724463-214725083	Intestine	0.018116206
chr17:80056734-80057062	muscle	0.018113991
chr1:235292072-235292385	Stomach	0.018081729
chr8:12990428-12990787	Intestine	0.018064924
chr1:156215401-156215887	Thymus	0.017897043
chr18:5237939-5238434	Pancreas	0.017706313
chr18:5543877-5544168	Esophagus	0.017666633
chr20:23342013-23342582	Spleen	0.017527827
chr1:227976227-227976470	muscle	0.017471637
chr17:40575049-40575367	Colon	0.017379873
chr5:112196793-112197227	Pancreas	0.01727359
chr8:101225799-101225901	Pancreas	0.017138177
chr1:214776391-214776752	Heart	0.017098448
chr1:110008992-110009333	Esophagus	0.017051116
chr3:195351644-195351702	Pancreas	0.017029595
chr4:15780305-15780545	Heart	0.016971237
chr20:58509001-58509259	Esophagus	0.016954487
chr19:37341484-37342417	Stomach	0.016947288
chr1:205197777-205197935	Stomach	0.01692851
chr19:14640402-14641079	Thymus	0.016922733
chr14:77607623-77607904	Lung	0.016916254
chr11:15095328-15095486	Heart	0.016886622
chr9:96717844-96718160	Spleen	0.01678674
chr7:100080693-100080864	Thymus	0.016720203
chr6:3456354-3456528	Esophagus	0.016652696
chr16:85932313-85932812	Esophagus	0.016637435
chr5:150827419-150827666	Stomach	0.016457563
chr7:116963111-116963321	Colon	0.016414003
chr4:120375720-120376079	Brain	0.01640846
chr8:97506696-97507458	Colon	0.016327313
chr5:87956882-87957042	Stomach	0.016276984
chr5:56112374-56113178	Pancreas	0.016269162
chr12:122667504-122667904	Stomach	0.01626481
chr11:61595040-61595278	Pancreas	0.016202878
chr15:43213057-43213505	Fat cell	0.016147682
chr13:27504498-27504750	Thymus	0.016141955
chr2:10829938-10830309	Pancreas	0.016030755
chr1:2344235-2344497	Brain	0.015960864
chr9:95946323-95946640	Intestine	0.015922508
chr5:90576048-90576606	muscle	0.015910654
chr7:87505134-87505704	Lung	0.015876199
chr19:3275548-3275957	Brain	0.015854365
chr17:27940455-27940768	Gastric	0.015827364
chr15:99192874-99193104	Intestine	0.015768337
chr3:49208791-49209194	Intestine	0.015737485
chr14:72399193-72399419	Thymus	0.01565374
chr20:32307887-32308342	Colon	0.015613748
chr1:220101442-220101585	Colon	0.01550856
chr9:130186276-130187158	Kidney	0.015485942
chr22:46371992-46372331	Stomach	0.015459827
chr21:32931325-32931699	Colon	0.015441298
chr16:3174479-3174944	muscle	0.015289965
chr20:19193516-19193697	Esophagus	0.015148973
chr20:33734615-33735132	Liver	0.015132577
chr17:59486731-59487073	Kidney	0.015126095
chr5:141703990-141705098	Brain	0.01504727
chr11:30607280-30607450	Brain	0.014996161
chr22:42315599-42315713	Liver	0.01495963
chr18:75612106-75612290	Lung	0.01493327
chr16:67465257-67465430	Pancreas	0.014920091
chr7:108209850-108210333	Fat cell	0.014881841
chr1:176176499-176177073	Brain	0.014875694
chr6:33679389-33679617	Pancreas	0.014864422
chr2:242157970-242158157	Colon	0.014776144
chr17:54671049-54671398	Fat cell	0.014764273
chr19:55895433-55895679	Intestine	0.014675185
chr16:1664700-1664905	Lung	0.014591606
chr6:88875864-88876029	Liver	0.014563533
chr17:39942436-39942791	Esophagus	0.014552975
chr2:231578303-231578854	Heart	0.014480283
chr6:107810212-107810771	Thymus	0.014444303
chr16:46918615-46918952	Thymus	0.01443645
chr13:37574526-37575003	Colon	0.014431349
chr1:118472718-118473223	Heart	0.014388365
chr3:32611975-32612335	Pancreas	0.014362471
chr2:264000-264411	Pancreas	0.014340306
chr22:48885956-48886166	Spleen	0.01418536
chr9:79793181-79793511	Pancreas	0.014173457
chr10:124221735-124222050	Lung	0.014157241
chr17:73874390-73874839	Vessel	0.014100632
chr22:43539224-43539501	Colon	0.014095704
chr15:96900240-96900533	Intestine	0.014070401
chr14:61201289-61202041	Fat cell	0.013988243
chr15:47476259-47476504	Stomach	0.01397156
chr10:26986995-26987414	Thymus	0.013917565
chr20:37678504-37678953	Stomach	0.013787557
chr5:153418411-153418910	Lung	0.013768818
chr17:37356553-37356943	Brain	0.01367281
chr3:183602221-183602623	Spleen	0.013668237
chr17:79319129-79319499	Thymus	0.013659589
chr13:42846459-42846805	Colon	0.013636351
chr15:49170302-49170858	Esophagus	0.013558066
chr7:27136083-27136309	Pancreas	0.013502046
chr9:33510874-33511177	Colon	0.013488613
chr22:50699623-50699977	muscle	0.013431653
chr1:210406541-210406913	Intestine	0.013426219
chr11:31391115-31391755	Fat cell	0.013348325
chr16:72042363-72043064	Vessel	0.013330482
chr8:91013875-91014401	Brain	0.013304562
chr12:123868085-123868498	Colon	0.013197588
chr10:71078713-71079315	Pancreas	0.013171975
chr17:75447532-75447757	Esophagus	0.013153668
chr11:27384546-27384868	Pancreas	0.013138687
chr17:41438024-41438639	Heart	0.01310872
chr5:74532648-74533100	Heart	0.01308292
chr14:52534718-52534942	Thymus	0.013067755
chr1:225998027-225998400	Fat cell	0.013058364
chr8:104383470-104383658	Vessel	0.012981527
chr4:184426206-184426528	muscle	0.012922858
chr13:37393156-37393576	Colon	0.012874029
chr12:123258924-123259261	Stomach	0.012841095
chr21:32931716-32931951	Thymus	0.012788675
chr20:2672999-2673103	Spleen	0.012764555
chr11:66114777-66115151	Thymus	0.012727771
chr6:82462894-82463175	Intestine	0.012692553
chr19:46001872-46001961	Lung	0.01268884
chr10:129705237-129705724	Pancreas	0.012671323
chr12:15475625-15475806	Intestine	0.012665456
chr11:61582654-61583316	Colon	0.012661623
chr6:18387450-18387904	Intestine	0.012612424
chr6:107780774-107781170	Vessel	0.012566899
chr8:54793952-54794254	Colon	0.012556367
chr1:120254397-120254663	Colon	0.012503322
chr19:18228947-18229160	Pancreas	0.012497654
chr5:148960913-148961184	Lung	0.012475542
chr10:73724255-73724542	Intestine	0.012459927
chr3:100120136-100120792	Ovary	0.012437129
chr22:37956604-37956861	Brain	0.012414696
chr20:8113224-8113503	Spleen	0.012408894
chr2:118572177-118572706	Fat cell	0.012403466
chr7:49813472-49813637	Gastric	0.012352836
chr2:198669788-198670135	Intestine	0.012268939
chr17:43045937-43046215	Colon	0.012130836
chr4:146101810-146102230	Kidney	0.012113137
chr17:73717040-73717253	Liver	0.012099784
chr3:142607299-142607753	Stomach	0.012034632
chr11:112832925-112833258	Colon	0.012033431
chr8:95487299-95487589	Fat cell	0.012028776
chr19:18303568-18304395	Lung	0.011994184
chr11:6947979-6948144	Thymus	0.011959686
chr17:80710270-80710757	Brain	0.011941337
chr7:5460437-5460678	Stomach	0.011885021
chr9:136215170-136216000	Esophagus	0.011869502
chr1:245319507-245319887	Pancreas	0.011804865
chr7:139043923-139044854	Vessel	0.011796345
chr17:76374541-76374903	Pancreas	0.011778125
chr3:32859931-32860140	Vessel	0.01172318
chr7:24797336-24797439	Intestine	0.011646357
chr6:57037505-57037821	Vessel	0.011622084
chr10:116163487-116163826	Colon	0.011600393
chr6:130342045-130342448	Thymus	0.011578463
chr6:35656042-35656549	Ovary	0.011578348
chr20:61273371-61273700	Pancreas	0.011528731
chr10:71333036-71333302	Heart	0.011523903
chr11:65657821-65658131	Thymus	0.01151385
chr6:43337314-43337707	Colon	0.01148287
chr5:178450659-178451028	Thymus	0.011451644
chr17:8907102-8907212	Esophagus	0.011415717
chr17:42785824-42786684	Ovary	0.011357571
chr20:47894974-47895409	Heart	0.011344854
chr17:19066250-19066358	Esophagus	0.01132786
chr16:67047940-67048292	Esophagus	0.011316236
chr12:6798720-6799150	Liver	0.011206634
chr5:76941306-76941507	Vessel	0.011196099
chr15:99193465-99193913	Colon	0.011194746
chr3:56590962-56591479	Thymus	0.011194715
chr1:236558665-236559070	Colon	0.011065744
chr17:35969475-35969799	Fat cell	0.011058352
chr2:182322466-182322599	Stomach	0.011042692
chr7:123672229-123672447	Stomach	0.011042378
chr8:104152972-104153316	Colon	0.011001307
chr5:44809135-44809347	Brain	0.010983566
chr17:32907412-32907638	Intestine	0.010979371
chr15:55790372-55790743	Pancreas	0.010976351
chr21:34396075-34396231	Kidney	0.01096857
chr11:3876207-3876704	muscle	0.010965817
chr7:766231-766523	Pancreas	0.010930228
chr11:104034580-104034753	Intestine	0.010881877
chr4:24473555-24473663	Liver	0.010879699
chr3:159480946-159481266	Esophagus	0.01082447
chr2:65454710-65455191	Fat cell	0.010810139
chr4:81952204-81952369	Intestine	0.010799989
chr7:155137682-155137856	Liver	0.010733662
chr7:12726271-12726985	Esophagus	0.010727373
chr7:149119494-149119672	Lung	0.010718333
chr6:43021210-43021692	Heart	0.010604164
chr1:87380711-87381601	Intestine	0.010589808
chr14:94547682-94547987	Lung	0.010585484
chr5:64398796-64399284	muscle	0.010546494
chr13:107570135-107570621	Intestine	0.01050869
chr2:135475830-135476296	Colon	0.010444859
chr3:182400400-182400714	Kidney	0.010406559
chr18:2571348-2572166	Thymus	0.010403933
chr15:49338151-49338936	Kidney	0.010325144
chr19:42817421-42817694	Fat cell	0.010323972
chr15:67546654-67547217	Stomach	0.010262968
chr21:46238286-46238453	Pancreas	0.010256077
chr20:35579826-35580418	Thymus	0.010219815
chr11:43965930-43966046	Colon	0.010219294
chr11:62432602-62432861	Pancreas	0.010218525
chr19:58838369-58839071	Pancreas	0.010213191
chr3:128368974-128369683	Colon	0.010177034
chr6:56819153-56819232	Stomach	0.010175955
chr1:247095085-247095786	Heart	0.010151184
chr6:26204892-26205168	Pancreas	0.010141692
chr16:69458510-69458995	Spleen	0.010131887
chr2:71559214-71559771	Pancreas	0.010120453
chr15:43663369-43663842	Ovary	0.010118284
chr9:101868119-101868421	muscle	0.010109518
chr3:59035659-59035824	Brain	0.010090355
chr8:95565683-95566269	Pancreas	0.010058252
chr19:56904797-56905151	Esophagus	0.010057547
chr6:108436333-108436505	Colon	0.010055913
chr17:56326944-56327237	Colon	0.010023968
chr17:7340402-7340669	Stomach	0.010004465
chr6:27356394-27356907	Colon	0.00991637
chr1:234040262-234040415	Thymus	0.009889621
chr1:212587591-212587901	Pancreas	0.00988141
chr19:45393563-45394597	Colon	0.009866856
chr5:54522387-54522527	Brain	0.009847665
chr6:43477374-43477531	Stomach	0.009845754
chr4:147097002-147097442	muscle	0.009844542
chr7:24613637-24613986	Heart	0.009836076
chr19:37407215-37407675	Thymus	0.009819757
chr4:153857601-153857898	Spleen	0.009763974
chr6:111196999-111197766	Heart	0.009725886
chr7:103848333-103848893	Heart	0.009722962
chr6:33176049-33176305	Brain	0.009713463
chr1:197881435-197881586	Heart	0.009708284
chr1:156391259-156391300	Intestine	0.009688866
chr7:116593993-116594429	Gastric	0.009679412
chr19:58609597-58609945	Intestine	0.009671142
chr3:49711755-49712128	Heart	0.009667636
chr5:43064907-43065320	Colon	0.009661149
chr3:156534655-156535216	Pancreas	0.009655842
chr16:20911745-20912925	Heart	0.009635236
chr17:55927267-55927787	Thymus	0.009633297
chr16:11349103-11349239	Heart	0.009620424
chr17:74732365-74732835	Pancreas	0.009578224
chr3:24562918-24563342	Fat cell	0.009492185
chr12:14927546-14927848	Thymus	0.009491722
chr11:76494655-76494890	Gastric	0.00949082
chr6:13615044-13615314	Heart	0.009490084
chr1:205290450-205291010	Thymus	0.009483288
chr9:36191162-36191860	Thymus	0.009473647
chr6:122931280-122931641	Bladder	0.00947195
chr16:28289028-28289223	Esophagus	0.009467886
chr11:14402756-14403051	Thymus	0.009465335
chr12:19283655-19284106	Spleen	0.009460872
chr19:48103706-48103901	Fat cell	0.009443039
chr16:2954800-2955449	Thymus	0.009430556
chr9:131218030-131218590	Bladder	0.00941174
chr5:132112458-132112742	Lung	0.009399257
chr19:11485286-11485967	Pancreas	0.009375526
chr14:58711550-58711869	Liver	0.009362435
chr1:9353628-9353953	Spleen	0.009307628
chr2:16080975-16081466	Intestine	0.009293538
chr12:120314601-120315546	Liver	0.009271369
chr5:133862429-133862681	Stomach	0.009266284
chr3:142839729-142839980	Intestine	0.009252511
chr1:19578138-19578638	Pancreas	0.009236839
chr22:44351221-44351715	Pancreas	0.009218489
chr19:45909742-45910385	Colon	0.009193544
chr15:44119012-44119249	Colon	0.009193535
chr6:106533940-106534353	Heart	0.009189483
chr3:69788839-69789060	Intestine	0.009187532
chr15:64388096-64388837	muscle	0.009172977
chr22:30642348-30642669	Stomach	0.009152146
chr2:9563884-9564436	Bladder	0.009144211
chr14:103739855-103740032	Kidney	0.009140028
chr3:27753818-27754376	Thymus	0.0091195
chr8:145515622-145516299	Thymus	0.009107389
chr14:39583458-39583839	Bladder	0.009072755
chr8:134309219-134309444	Stomach	0.009070431
chr9:77112874-77113069	Colon	0.009065338
chr7:107531507-107531826	Liver	0.009039312
chr1:39874042-39874248	Stomach	0.009035991
chr8:42948466-42948793	Liver	0.009011478
chr1:165738406-165738752	Pancreas	0.009009674
chr8:22462092-22462969	Fat cell	0.009005735
chr4:153700840-153701589	Pancreas	0.008955024
chr20:58514870-58515407	Brain	0.008910039
chr11:45825783-45826166	muscle	0.008875733
chr2:175260570-175260818	Stomach	0.008848875
chr6:84563504-84563622	Thymus	0.00883826
chr14:69259639-69259832	Pancreas	0.008834453
chr7:123672621-123672925	Colon	0.008831461
chr6:84743520-84743856	Thymus	0.008821112
chr16:70834627-70835101	Lung	0.008814418
chr11:94277135-94277633	Esophagus	0.008812793
chr1:178511486-178511851	Stomach	0.008759596
chr5:126365957-126366823	Stomach	0.00873498
chr16:88520466-88520660	muscle	0.008716236
chr13:100633517-100633618	Intestine	0.008696791
chr7:105172470-105173164	Vessel	0.008689324
chr19:54023871-54024252	Gastric	0.008661305
chr19:45981573-45982130	Esophagus	0.008644756
chr17:72427677-72427790	Colon	0.008643832
chr19:17905963-17906159	Esophagus	0.008634187
chr17:16310370-16310723	Fat cell	0.008624104
