	6-P-1	6-P-10	6-P-11	6-P-12	6-P-13	6-P-14	6-P-15	6-P-16	6-P-17	6-P-18	6-P-19	6-P-2	6-P-20	6-P-21	6-P-22	6-P-23	6-P-24	6-P-25	6-P-26	6-P-27	6-P-28	6-P-29	6-P-3	6-P-30	6-P-4	6-P-5	6-P-6	6-P-7	6-P-8	6-P-9	6-T-1	6-T-2	6-T-3	6-T-4	6-T-5	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Colon	STL001SG-01	STL003SG-01
chr19:51142315-51142330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13:37006339-37006382	NA	NA	0.447156547156547	0.401309523809524	0.403515406162465	0.0349206349206349	NA	0.355888733691937	0.315367540955776	0.667113765969601	0.0338624338624339	NA	NA	0.269428571428571	0.444934324934325	0.447156547156547	0.00740740740740741	0.509294871794872	0.687619047619048	1	0.447156547156547	0.447156547156547	NA	0.44298988048988	NA	0.0016260162601626	NA	NA	NA	NA	0.459124823553136	NA	NA	0.83004107004107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0148148148148148	NA	NA	NA	NA	NA	NA	NA	0.00392156862745098	NA	NA	NA	NA	0.00129449838187702	0.243072668072668
chr20:55839515-55839563	NA	NA	0.888888888888889	0.888888888888889	0.888888888888889	NA	0.888888888888889	0.5	1	NA	NA	NA	1	0.0111111111111111	0.916666666666667	0.888888888888889	0.958333333333333	NA	1	0.0277777777777778	0.972222222222222	0.833333333333333	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	0.688888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0421717171717172	NA
chr12:31271782-31271882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	0.0111111111111111	0.0151515151515152
chr19:49973651-49973732	NA	NA	NA	NA	NA	NA	NA	0.241111111111111	NA	0.02	0.525	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	0.0250712250712251	0.5	1	NA	0.988888888888889	NA	0.0133333333333333	NA	0.0333333333333333	NA	NA	NA	NA	NA	1	NA	NA	0.0471794871794872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:170846818-170846897	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.00666666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000833333333333333
chr13:25321259-25321299	NA	NA	NA	NA	NA	NA	NA	NA	1	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000628930817610063	NA
chr8:65289422-65289527	NA	NA	1	NA	NA	NA	0.0833333333333333	NA	1	1	1	NA	NA	0.963809523809524	NA	1	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00833333333333333	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.00980392156862745	0.0343793911007026
chr17:47269808-47270058	NA	NA	NA	NA	NA	0.446198830409357	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	0.00222222222222222	NA	NA	NA	NA	NA	NA	NA	NA	1	0.00238095238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00114942528735632	0.000550964187327824
chr2:236574688-236574773	NA	NA	0.0277777777777778	0.154761904761905	0.527777777777778	1	0.30952380952381	NA	NA	0.0416666666666667	0.8	NA	NA	1	0.108333333333333	0.122222222222222	1	NA	0.25	NA	NA	NA	NA	0.619047619047619	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.0333333333333333	NA	NA	NA	NA	NA	0.00793650793650794	0.00757575757575758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00925925925925926	NA	NA	NA	NA	NA	0.333333333333333	NA	0.0316561844863732
chr11:132953097-132953116	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	1	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55952380952381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0157563025210084	NA
chr6:166580949-166580960	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.01	NA	0.951428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.533333333333333	NA	0.2675	1	NA	0.166666666666667	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11:24518570-24518585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0221125730994152	NA
chr9:100619909-100619941	NA	NA	1	1	NA	1	1	1	0.333333333333333	1	NA	NA	1	1	1	1	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.114357864357864	NA
chr17:42635401-42635407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.529166666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000689655172413793	0.00123456790123457
chr9:113341418-113341489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.00170940170940171	NA	NA	NA	0.0140740740740741	NA	0.00222222222222222	NA	NA	0.00533333333333333	NA	0.0130781499202552	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00508905852417303	NA
chr2:45231876-45231883	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	1	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00282485875706215
chr14:95235338-95235350	NA	NA	NA	0.5	NA	NA	NA	1	NA	NA	NA	NA	0.5	0.5	NA	NA	1	NA	NA	NA	1	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	0.00163934426229508	NA
chr9:6645217-6645227	NA	NA	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.888888888888889	1	1	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	0.00427350427350427	NA
chr7:18126743-18126792	NA	NA	1	0.02	1	NA	0.346153846153846	0.137272727272727	NA	0.171666666666667	NA	NA	NA	1	0.78981684981685	0.0944444444444444	NA	0.958333333333333	1	0.958333333333333	NA	1	NA	0.558333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.00833333333333333	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	0.00526315789473684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6:26768996-26769135	NA	NA	1	NA	NA	NA	0.0208333333333333	NA	0.466666666666667	NA	NA	NA	0.166666666666667	NA	NA	NA	1	0.111111111111111	1	0.0833333333333333	0.863247863247863	1	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0625	NA	0.037037037037037	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA
chr12:4647687-4648273	NA	NA	0.119510582010582	0.237142857142857	NA	0.0148148148148148	NA	NA	0.525	1	0.845042735042735	NA	0.0287878787878788	0.387918871252205	NA	NA	NA	NA	NA	NA	NA	0.951428571428571	NA	1	NA	NA	NA	0.00185185185185185	NA	NA	1	NA	0.000641025641025641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00303030303030303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018348623853211	0.00113960113960114
chr13:39260290-39260371	NA	NA	0.0555555555555556	NA	NA	1	NA	0.0666666666666667	NA	0.891666666666667	1	NA	0.5	NA	1	NA	0.891666666666667	NA	1	0.554166666666667	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00943396226415094	0.00490196078431373
chr14:85999979-85999995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.564738562091503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	0.00793650793650794	NA
chr3:55522683-55522715	NA	NA	NA	NA	NA	0.333333333333333	NA	0.0416666666666667	NA	0.5	1	NA	NA	NA	NA	0.108333333333333	0.59093567251462	NA	NA	NA	1	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00694444444444444
chr2:80530412-80530449	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	0.7825	NA	1	NA	1	NA	0.111111111111111	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	0.00175438596491228
chr5:115152519-115152538	0.5	NA	1	0.5	1	NA	1	0.5	0.5	NA	1	NA	NA	0.333333333333333	NA	0.5	0.4	1	0.666666666666667	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.527777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667
chr22:18312874-18312970	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	0.0199004975124378	0.0238095238095238
chr9:841875-841891	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.333333333333333	1	1	NA	NA	NA	1	NA	1	0.037037037037037	NA	NA	0.0138888888888889	NA	NA	0.666666666666667	NA	0.5	0.541666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0138888888888889	NA	0.00401606425702811	NA
chr2:71125057-71125189	NA	1	0.533333333333333	0.962962962962963	0.952380952380952	1	1	NA	0.972222222222222	0.533333333333333	1	NA	1	0.652777777777778	NA	1	0.866666666666667	NA	1	1	1	1	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667
chr19:45655628-45655632	0.0925925925925926	0.185185185185185	NA	1	1	0.0555555555555556	NA	0.0555555555555556	NA	NA	1	NA	0.5	NA	NA	1	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.175925925925926	1	0.0277777777777778	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA
chr15:26108611-26108722	NA	NA	NA	0.943492063492064	0.605947678392599	NA	1	NA	1	NA	NA	NA	0.316108794714058	NA	NA	1	1	NA	1	1	0.869047619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.552222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00246913580246914	NA	NA	NA	NA	NA	NA	NA	0.00390551477507999	NA
chr15:40762956-40762992	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	0.5	NA	NA	0.888888888888889	NA	0.5	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.00282485875706215	NA
chr4:170696114-170696131	NA	NA	NA	NA	1	NA	NA	1	1	0.474545454545455	NA	NA	1	1	1	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	1	NA	NA	0.00833333333333333	0.025	NA	NA	NA	0.00625	0.0125	0.025	NA	0.0125	NA	NA	NA	NA	0.5	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039450404667796	NA
chr19:49973605-49973631	NA	NA	NA	0.0208333333333333	NA	0.0753968253968254	NA	NA	NA	0.0238095238095238	0.5	NA	NA	NA	0.5	NA	0.957142857142857	NA	NA	0.473846153846154	0.600519480519481	1	NA	0.7825	1	NA	NA	0.222857142857143	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:29077280-29077326	NA	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.933333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00526315789473684	NA
chr2:105470610-105470698	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00714285714285714
chr16:89268670-89268714	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152	NA
chr19:38441695-38441716	NA	NA	NA	0.822222222222222	NA	0.0555555555555556	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA
chr19:10625020-10625068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.89968253968254	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00952380952380952	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	NA	0.019047619047619	NA	NA	NA
chr1:53891990-53892058	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA
chr19:49653796-49653832	NA	NA	0.0338624338624339	NA	NA	NA	0.333333333333333	NA	0.177777777777778	0.5	1	NA	NA	NA	NA	0.93042328042328	NA	0.924603174603175	NA	NA	NA	0.0555555555555556	NA	0.822222222222222	NA	NA	NA	0.0277777777777778	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:103991298-103991313	NA	NA	0.506666666666667	NA	NA	NA	NA	0.353333333333333	1	NA	NA	NA	NA	1	0.00666666666666667	0.536666666666667	NA	NA	NA	NA	0.5	0.5	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	0.0136437908496732	NA
chr19:10450101-10450139	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.358333333333333	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA
chr10:99531493-99531509	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.00833333333333333	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA
chr15:53082148-53082167	NA	NA	NA	0.222222222222222	0.533333333333333	1	0.111111111111111	NA	NA	1	1	0.0416666666666667	NA	0.533333333333333	NA	0.0666666666666667	0.133333333333333	0.111111111111111	1	0.111111111111111	1	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.702777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA
chr17:79519885-79519897	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00294117647058824	NA
chr15:93277459-93277464	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0608465608465608	NA
chr5:64064941-64065121	NA	NA	0.172142857142857	0.466666666666667	0.527777777777778	NA	0.0666666666666667	0.944444444444444	NA	0.23125	0.5	NA	0.0303030303030303	0.619047619047619	0.976190476190476	1	1	0.0476190476190476	1	0.466666666666667	1	0.924603174603175	NA	0.452777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA
chr17:59488293-59488308	NA	NA	NA	0.822222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00232558139534884
chr8:97506164-97506179	NA	NA	NA	0.0416666666666667	NA	NA	NA	0.0166666666666667	1	NA	1	NA	NA	0.5	0.5	NA	NA	0.0416666666666667	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.527777777777778	NA	0.0277777777777778	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:119001016-119001034	NA	NA	NA	1	NA	NA	NA	1	NA	0.5	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0291666666666667	NA	NA	NA	NA	0.005	NA	NA	NA	NA	NA	NA	NA	NA
chr8:85095361-85095384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00125786163522013	NA
chr12:56223272-56223282	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	1	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr20:54578522-54578557	NA	NA	0.5	0.0185185185185185	0.130952380952381	NA	1	NA	NA	1	0.333333333333333	NA	NA	NA	NA	NA	0.421717171717172	NA	NA	NA	NA	1	0.0555555555555556	NA	NA	NA	NA	NA	0.0555555555555556	NA	1	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0108225108225108	NA
chr9:86152782-86152793	NA	NA	0.475714285714286	NA	1	NA	0.341666666666667	NA	NA	1	NA	1	NA	0.888888888888889	NA	1	1	NA	1	NA	NA	NA	NA	1	0.025	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111027756939235	NA
chr15:45670257-45670285	NA	NA	1	0.145833333333333	0.822222222222222	1	NA	0.111111111111111	0.833333333333333	0.822222222222222	NA	NA	NA	NA	1	1	0.833333333333333	1	1	1	0.0666666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA
chr1:149223680-149223844	NA	NA	0.888888888888889	0.916666666666667	0.5	NA	0.430555555555556	1	0.877777777777778	0.904761904761905	0.888888888888889	NA	1	NA	NA	0.333333333333333	0.888888888888889	1	NA	0.5	0.976190476190476	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0266666666666667	NA
